Age,Education Level,Gender,College GPA (/4),A Level Result (/5),Age Started Gaming,Mobile or PC,Sleep Time,Attend Morning Class,Average Gaming Time (hrs/day),Game Played,Read Newspaper,Paid or Unpaid Game,Time with Family and Friends,Feelings Without Gaming in a Day,Feelings After Completing Level,Fatigue,Gaming for Stress Relief,Glasses
18,Bachelor Level,Male,2.31,4,20,PC,2,Yes,2,PUBG,Not regular,Unpaid,4,negative,Bored,No,Yes,No
27,Master's Level,Female,2,4.82,23,PC,2,No,2,FREE FIRE,Not regular,Paid,2,negative,Excited,Yes,Yes,Yes
21,Bachelor Level,Female,3.5,5,21,PC,2,Yes,4,CALL OF DUTY,Not regular,Unpaid,3,negative,Bored,Yes,Yes,No
22,Bachelor Level,Male,3,4,21,Mobile,0,No,2,PES,Not regular,Paid,2,negative,Excited,No,No,No
24,Bachelor Level,Female,4,5,18,PC,0,No,3,PUBG,Not regular,Paid,4,negative,Bored,No,Yes,Yes
23,Bachelor Level,Male,3,4.08,19,Mobile,23,No,2,COC,Regular,Paid,4,negative,Excited,No,Yes,No
27,Master's Level,Female,2.52,4,21,PC,2,No,3,IGA,Regular,Unpaid,2,negative,Bored,Yes,No,Yes
25,Master's Level,Male,2.04,3,22,Mobile,0,Yes,5,CALL OF DUTY,Not regular,Paid,4,negative,Excited,Yes,No,No
25,Master's Level,Male,3,4,23,Mobile,1,No,6,IGA,Not regular,Unpaid,3,negative,Bored,Yes,Yes,No
18,Bachelor Level,Male,3.5,5,18,PC,0,Yes,2,PES,Regular,Unpaid,2,negative,Excited,Yes,Yes,No
19,Bachelor Level,Female,3.66,4.83,19,PC,23,Yes,6,CALL OF DUTY,Not regular,Unpaid,3,negative,Excited,No,Yes,Yes
28,Master's Level,Female,3.03,4,24,Mobile,1,No,4,CALL OF DUTY,Not regular,Unpaid,4,negative,Bored,Yes,No,Yes
23,Bachelor Level,Male,2.56,3,18,Mobile,1,No,2,PES,Regular,Paid,3,negative,Bored,No,No,No
27,Master's Level,Female,2.39,4,22,Mobile,23,No,4,COC,Regular,Paid,4,positive,Excited,No,Yes,Yes
21,Bachelor Level,Male,3.5,4,20,PC,1,No,2,IGA,Regular,Paid,2,negative,Excited,Yes,Yes,Yes
23,Bachelor Level,Female,3,5,20,PC,0,Yes,5,FREE FIRE,Regular,Unpaid,2,negative,Excited,No,Yes,Yes
28,Master's Level,Female,3.1,4,24,PC,0,Yes,4,IGA,Not regular,Paid,4,negative,Excited,No,Yes,No
20,Bachelor Level,Male,3,3,18,PC,2,No,4,IGA,Regular,Unpaid,4,negative,Excited,Yes,No,No
24,Bachelor Level,Female,2.36,3.65,21,Mobile,1,No,2,FREE FIRE,Not regular,Unpaid,2,negative,Excited,No,Yes,Yes
23,Bachelor Level,Male,3,4.23,21,PC,1,Yes,2,PES,Regular,Unpaid,3,positive,Bored,Yes,Yes,Yes
21,Bachelor Level,Male,3.4,4.09,18,PC,1,No,4,PES,Regular,Unpaid,4,positive,Excited,No,No,No
20,Bachelor Level,Female,2.38,4,19,PC,1,No,5,FIFA,Regular,Paid,2,negative,Excited,No,No,Yes
24,Bachelor Level,Female,3.1,4,21,Mobile,0,Yes,2,PUBG,Regular,Paid,4,negative,Excited,Yes,Yes,No
19,Bachelor Level,Male,3,4.66,21,Mobile,22,No,3,IGA,Regular,Unpaid,2,negative,Excited,Yes,No,Yes
28,Master's Level,Female,2.18,5,21,PC,1,No,2,FREE FIRE,Not regular,Unpaid,3,negative,Excited,No,Yes,Yes
27,Master's Level,Female,3.13,5,20,PC,23,Yes,2,PES,Regular,Unpaid,4,negative,Bored,No,No,No
27,Master's Level,Male,3.01,3.5,22,Mobile,2,No,4,FREE FIRE,Regular,Unpaid,3,negative,Excited,Yes,No,No
19,Bachelor Level,Female,3,4,18,Mobile,22,No,3,FREE FIRE,Not regular,Unpaid,3,negative,Bored,No,No,Yes
22,Bachelor Level,Female,3,4.52,18,Mobile,23,Yes,5,FREE FIRE,Regular,Unpaid,2,negative,Bored,No,Yes,No
19,Bachelor Level,Male,3.87,5,19,Mobile,22,Yes,6,PES,Regular,Paid,3,negative,Bored,Yes,No,No
21,Bachelor Level,Male,3,4.2,21,Mobile,1,No,6,COC,Regular,Paid,3,negative,Bored,No,No,No
22,Bachelor Level,Female,3.68,5,17,Mobile,22,Yes,2,PUBG,Regular,Unpaid,3,negative,Excited,Yes,Yes,No
19,Bachelor Level,Female,3.52,4.66,16,PC,1,No,4,PUBG,Not regular,Paid,2,negative,Excited,No,Yes,Yes
26,Master's Level,Male,2.85,3.48,22,Mobile,2,Yes,3,PES,Regular,Unpaid,4,negative,Bored,Yes,Yes,No
25,Master's Level,Female,3.99,4.01,20,PC,22,No,4,PES,Not regular,Paid,3,negative,Bored,No,No,Yes
24,Master's Level,Female,3.81,3.34,16,Mobile,0,No,4,IGA,Regular,Paid,4,positive,Excited,Yes,No,No
18,Bachelor Level,Female,3.85,4.02,18,PC,1,No,1,FREE FIRE,Regular,Paid,1,negative,Bored,Yes,Yes,Yes
19,Bachelor Level,Female,3.92,3.98,18,Mobile,0,No,4,IGA,Not regular,Unpaid,2,positive,Bored,Yes,No,No
21,Bachelor Level,Female,2.73,3.08,19,PC,2,Yes,1,PES,Regular,Unpaid,1,negative,Bored,No,Yes,No
22,Bachelor Level,Male,3.76,4.37,19,Mobile,1,Yes,4,COC,Regular,Unpaid,1,negative,Excited,No,No,No
20,Bachelor Level,Male,3.02,4.28,22,PC,0,No,3,IGA,Not regular,Unpaid,1,positive,Bored,Yes,No,Yes
23,Bachelor Level,Female,3.97,4.88,19,PC,1,Yes,1,PUBG,Regular,Unpaid,3,negative,Bored,No,No,Yes
22,Bachelor Level,Female,3.77,4.15,19,PC,0,Yes,2,PES,Not regular,Paid,2,negative,Bored,Yes,No,Yes
20,Bachelor Level,Male,3.49,4.13,17,Mobile,2,Yes,3,FREE FIRE,Regular,Paid,3,negative,Bored,No,Yes,No
24,Master's Level,Male,3.05,4.93,22,PC,0,Yes,2,CALL OF DUTY,Not regular,Paid,3,negative,Bored,No,No,No
19,Bachelor Level,Male,3.4,4.36,21,Mobile,22,Yes,1,FREE FIRE,Not regular,Unpaid,4,negative,Excited,No,Yes,Yes
22,Bachelor Level,Female,2.99,4.68,21,Mobile,0,No,3,FIFA,Regular,Unpaid,1,negative,Excited,No,No,Yes
25,Master's Level,Female,2.88,4.23,19,Mobile,2,No,1,FIFA,Regular,Paid,1,negative,Excited,Yes,Yes,Yes
19,Bachelor Level,Female,3.23,3.73,20,PC,2,Yes,3,FIFA,Regular,Unpaid,1,negative,Bored,No,No,No
26,Master's Level,Female,3.96,4.82,17,Mobile,22,Yes,1,FREE FIRE,Regular,Unpaid,4,negative,Excited,Yes,No,No
23,Bachelor Level,Female,2.64,3.84,21,Mobile,1,No,4,FIFA,Not regular,Unpaid,3,negative,Bored,No,No,No
23,Bachelor Level,Male,3.59,4.34,18,PC,0,No,2,FIFA,Regular,Paid,4,negative,Excited,Yes,No,Yes
26,Master's Level,Male,3.43,3.24,16,Mobile,1,No,3,FREE FIRE,Regular,Paid,3,negative,Bored,Yes,No,No
21,Bachelor Level,Female,2.63,4.1,16,PC,2,No,6,CALL OF DUTY,Regular,Paid,1,positive,Excited,No,Yes,No
24,Master's Level,Female,2.65,3.69,16,Mobile,1,No,5,COC,Regular,Unpaid,4,positive,Excited,No,No,No
25,Master's Level,Female,2.94,3.98,21,PC,0,Yes,3,IGA,Regular,Paid,3,positive,Excited,No,No,Yes
22,Bachelor Level,Female,3.35,4.16,17,PC,2,No,6,FIFA,Not regular,Paid,2,positive,Excited,Yes,No,No
24,Master's Level,Male,3.04,4.32,20,Mobile,22,Yes,2,PUBG,Regular,Unpaid,3,negative,Bored,Yes,No,No
24,Master's Level,Male,2.57,4.64,17,PC,0,Yes,4,PUBG,Not regular,Paid,2,negative,Excited,No,Yes,No
21,Bachelor Level,Female,3.8,5,16,Mobile,1,Yes,1,FREE FIRE,Not regular,Paid,4,positive,Bored,Yes,No,No
23,Bachelor Level,Male,3.24,4.14,21,PC,1,No,2,IGA,Regular,Unpaid,1,negative,Bored,Yes,No,Yes
18,Bachelor Level,Male,3.86,3.98,16,Mobile,22,No,4,FREE FIRE,Not regular,Unpaid,1,negative,Excited,No,Yes,No
19,Bachelor Level,Male,3.78,3.63,18,PC,23,No,3,CALL OF DUTY,Not regular,Paid,1,negative,Excited,Yes,Yes,No
19,Bachelor Level,Female,2.76,3.83,20,Mobile,2,Yes,5,IGA,Regular,Paid,1,negative,Bored,No,No,No
25,Master's Level,Female,3.71,3.8,20,Mobile,1,No,5,PES,Not regular,Unpaid,4,negative,Excited,Yes,Yes,Yes
19,Bachelor Level,Female,3.01,3.87,22,PC,2,Yes,1,PUBG,Not regular,Paid,2,negative,Excited,Yes,Yes,No
20,Bachelor Level,Male,2.58,4.05,19,PC,23,No,1,CALL OF DUTY,Regular,Unpaid,3,negative,Excited,Yes,No,No
26,Master's Level,Female,2.68,4.28,19,Mobile,23,Yes,3,IGA,Not regular,Unpaid,3,negative,Excited,Yes,No,Yes
26,Master's Level,Female,2.75,3.11,17,Mobile,22,No,2,PUBG,Regular,Paid,2,positive,Bored,No,Yes,No
24,Master's Level,Female,3.27,4.29,17,PC,1,Yes,3,CALL OF DUTY,Regular,Paid,2,negative,Excited,No,No,Yes
20,Bachelor Level,Male,3.46,4.95,22,PC,0,Yes,4,PUBG,Regular,Unpaid,4,negative,Bored,No,No,No
18,Bachelor Level,Female,3.72,3.58,21,PC,23,Yes,4,PUBG,Regular,Unpaid,2,negative,Bored,No,Yes,No
19,Bachelor Level,Female,2.77,4.14,22,Mobile,22,No,6,FREE FIRE,Regular,Unpaid,2,negative,Excited,Yes,Yes,Yes
22,Bachelor Level,Female,3.27,4.33,17,PC,22,No,1,PES,Not regular,Paid,4,negative,Bored,No,Yes,No
20,Bachelor Level,Male,3.12,4.11,18,Mobile,23,Yes,1,PUBG,Regular,Paid,4,negative,Excited,Yes,Yes,No
24,Master's Level,Female,3.85,5,18,Mobile,2,No,5,FIFA,Not regular,Paid,2,positive,Bored,Yes,No,Yes
20,Bachelor Level,Male,2.62,3.69,16,PC,1,No,2,PES,Not regular,Paid,1,negative,Bored,Yes,No,Yes
26,Master's Level,Female,2.5,3.69,18,PC,2,No,4,FIFA,Regular,Unpaid,2,negative,Bored,Yes,Yes,Yes
24,Master's Level,Female,3.67,4.02,22,Mobile,2,Yes,1,FIFA,Not regular,Paid,3,positive,Bored,No,No,Yes
19,Bachelor Level,Male,3,4,19,PC,0,No,3,FREE FIRE,Regular,Paid,4,positive,Bored,Yes,No,Yes
20,Bachelor Level,Female,3.71,4.72,16,Mobile,2,Yes,4,PUBG,Regular,Paid,2,positive,Excited,No,Yes,No
23,Bachelor Level,Male,3.29,5,19,Mobile,1,No,4,IGA,Not regular,Paid,2,negative,Bored,Yes,No,Yes
25,Master's Level,Male,3.69,5,17,Mobile,1,Yes,3,PUBG,Regular,Unpaid,4,negative,Excited,Yes,No,Yes
24,Master's Level,Female,2.63,4,22,Mobile,0,Yes,1,FREE FIRE,Regular,Paid,3,negative,Excited,Yes,Yes,Yes
23,Bachelor Level,Female,3.74,4.57,19,PC,0,No,1,CALL OF DUTY,Regular,Paid,2,positive,Bored,Yes,No,Yes
20,Bachelor Level,Female,3.2,3.24,21,PC,1,No,5,PUBG,Not regular,Unpaid,1,negative,Bored,No,Yes,No
24,Master's Level,Male,2.72,4.41,19,Mobile,1,No,4,PES,Regular,Paid,2,negative,Excited,Yes,Yes,Yes
21,Bachelor Level,Female,3.55,4.7,20,Mobile,22,Yes,1,PES,Not regular,Paid,4,negative,Excited,Yes,Yes,No
22,Bachelor Level,Male,3.83,3.36,19,PC,23,Yes,6,PES,Regular,Paid,4,negative,Excited,No,No,No
24,Master's Level,Male,3.97,3.04,21,PC,22,No,3,PUBG,Not regular,Paid,3,negative,Excited,No,No,No
22,Bachelor Level,Female,3.68,3.13,17,Mobile,22,Yes,2,PUBG,Regular,Unpaid,3,negative,Excited,Yes,Yes,No
19,Bachelor Level,Female,3.52,4.66,16,PC,1,No,4,PUBG,Not regular,Paid,2,negative,Excited,No,Yes,Yes
26,Master's Level,Male,2.85,3.48,22,Mobile,2,Yes,3,PES,Regular,Unpaid,4,negative,Bored,Yes,Yes,No
25,Master's Level,Female,3.99,4.01,20,PC,22,No,4,PES,Not regular,Paid,3,negative,Bored,No,No,Yes
24,Master's Level,Female,3.81,3.34,16,Mobile,0,No,4,IGA,Regular,Paid,4,positive,Excited,Yes,No,No
18,Bachelor Level,Female,3.85,4.02,18,PC,1,No,1,FREE FIRE,Regular,Paid,1,negative,Bored,Yes,Yes,Yes
19,Bachelor Level,Female,3.92,3.98,18,Mobile,0,No,4,IGA,Not regular,Unpaid,2,positive,Bored,Yes,No,No
21,Bachelor Level,Female,2.73,3.08,19,PC,2,Yes,1,PES,Regular,Unpaid,1,negative,Bored,No,Yes,No
22,Bachelor Level,Male,3.76,4.37,19,Mobile,1,Yes,4,COC,Regular,Unpaid,1,negative,Excited,No,No,No
20,Bachelor Level,Male,2,4,22,PC,0,No,3,IGA,Not regular,Unpaid,1,positive,Bored,Yes,No,Yes
23,Bachelor Level,Female,3.97,4.88,19,PC,1,Yes,1,PUBG,Regular,Unpaid,3,negative,Bored,No,No,Yes
22,Bachelor Level,Female,3.77,4.15,19,PC,0,Yes,2,PES,Not regular,Paid,2,negative,Bored,Yes,No,Yes
20,Bachelor Level,Male,3.49,4.13,17,Mobile,2,Yes,3,FREE FIRE,Regular,Paid,3,negative,Bored,No,Yes,No
24,Master's Level,Male,3.05,4.93,22,PC,0,Yes,2,CALL OF DUTY,Not regular,Paid,3,negative,Bored,No,No,No
19,Bachelor Level,Male,3.4,4.36,21,Mobile,22,Yes,1,FREE FIRE,Not regular,Unpaid,4,negative,Excited,No,Yes,Yes
22,Bachelor Level,Female,2.99,4.68,21,Mobile,0,No,3,FIFA,Regular,Unpaid,1,negative,Excited,No,No,Yes
25,Master's Level,Female,2.88,4.23,19,Mobile,2,No,1,FIFA,Regular,Paid,1,negative,Excited,Yes,Yes,Yes
19,Bachelor Level,Female,3.23,3.73,20,PC,2,Yes,3,FIFA,Regular,Unpaid,1,negative,Bored,No,No,No
26,Master's Level,Female,3.96,4.82,17,Mobile,22,Yes,1,FREE FIRE,Regular,Unpaid,4,negative,Excited,Yes,No,No
23,Bachelor Level,Female,2.64,3.84,21,Mobile,1,No,4,FIFA,Not regular,Unpaid,3,negative,Bored,No,No,No
23,Bachelor Level,Male,3.59,4.34,18,PC,0,No,2,FIFA,Regular,Paid,4,negative,Excited,Yes,No,Yes
26,Master's Level,Male,3.43,3.24,16,Mobile,1,No,3,FREE FIRE,Regular,Paid,3,negative,Bored,Yes,No,No
21,Bachelor Level,Female,2.63,4.1,16,PC,2,No,6,CALL OF DUTY,Regular,Paid,1,positive,Excited,No,Yes,No
24,Master's Level,Female,2.65,3.69,16,Mobile,1,No,5,COC,Regular,Unpaid,4,positive,Excited,No,No,No
25,Master's Level,Female,2.94,3.98,21,PC,0,Yes,3,IGA,Regular,Paid,3,positive,Excited,No,No,Yes
22,Bachelor Level,Female,3.35,4.16,17,PC,2,No,6,FIFA,Not regular,Paid,2,positive,Excited,Yes,No,No
24,Master's Level,Male,3.04,4.32,20,Mobile,22,Yes,2,PUBG,Regular,Unpaid,3,negative,Bored,Yes,No,No
24,Master's Level,Male,2.57,4.64,17,PC,0,Yes,4,PUBG,Not regular,Paid,2,negative,Excited,No,Yes,No
21,Bachelor Level,Female,3.8,4.6,16,Mobile,1,Yes,1,FREE FIRE,Not regular,Paid,4,positive,Bored,Yes,No,No
23,Bachelor Level,Male,3.24,4.14,21,PC,1,No,2,IGA,Regular,Unpaid,1,negative,Bored,Yes,No,Yes
18,Bachelor Level,Male,3.86,3.98,16,Mobile,22,No,4,FREE FIRE,Not regular,Unpaid,1,negative,Excited,No,Yes,No
19,Bachelor Level,Male,3.78,3.63,18,PC,23,No,3,CALL OF DUTY,Not regular,Paid,1,negative,Excited,Yes,Yes,No
19,Bachelor Level,Female,2.76,3.83,20,Mobile,2,Yes,5,IGA,Regular,Paid,1,negative,Bored,No,No,No
25,Master's Level,Female,3.71,3.8,20,Mobile,1,No,5,PES,Not regular,Unpaid,4,negative,Excited,Yes,Yes,Yes
19,Bachelor Level,Female,3.01,3.87,22,PC,2,Yes,1,PUBG,Not regular,Paid,2,negative,Excited,Yes,Yes,No
20,Bachelor Level,Male,2.58,4.05,19,PC,23,No,1,CALL OF DUTY,Regular,Unpaid,3,negative,Excited,Yes,No,No
26,Master's Level,Female,2.68,4.28,19,Mobile,23,Yes,3,IGA,Not regular,Unpaid,3,negative,Excited,Yes,No,Yes
26,Master's Level,Female,2.75,3.11,17,Mobile,22,No,2,PUBG,Regular,Paid,2,positive,Bored,No,Yes,No
24,Master's Level,Female,3.27,4.29,17,PC,1,Yes,3,CALL OF DUTY,Regular,Paid,2,negative,Excited,No,No,Yes
20,Bachelor Level,Male,3.46,4.95,22,PC,0,Yes,4,PUBG,Regular,Unpaid,4,negative,Bored,No,No,No
18,Bachelor Level,Female,3.72,3.58,21,PC,23,Yes,4,PUBG,Regular,Unpaid,2,negative,Bored,No,Yes,No
19,Bachelor Level,Female,2.77,4.14,22,Mobile,22,No,6,FREE FIRE,Regular,Unpaid,2,negative,Excited,Yes,Yes,Yes
22,Bachelor Level,Female,3.27,4.33,17,PC,22,No,1,PES,Not regular,Paid,4,negative,Bored,No,Yes,No
20,Bachelor Level,Male,3.12,4.11,18,Mobile,23,Yes,1,PUBG,Regular,Paid,4,negative,Excited,Yes,Yes,No
24,Master's Level,Female,3.85,4.95,18,Mobile,2,No,5,FIFA,Not regular,Paid,2,positive,Bored,Yes,No,Yes
20,Bachelor Level,Male,2.62,3.69,16,PC,1,No,2,PES,Not regular,Paid,1,negative,Bored,Yes,No,Yes
26,Master's Level,Female,3.87,3.69,18,PC,2,No,4,FIFA,Regular,Unpaid,2,negative,Bored,Yes,Yes,Yes
24,Master's Level,Female,3.67,4.02,22,Mobile,2,Yes,1,FIFA,Not regular,Paid,3,positive,Bored,No,No,Yes
19,Bachelor Level,Male,3,3.61,19,PC,0,No,3,FREE FIRE,Regular,Paid,4,positive,Bored,Yes,No,Yes
20,Bachelor Level,Female,3.71,4.72,16,Mobile,2,Yes,4,PUBG,Regular,Paid,2,positive,Excited,No,Yes,No
23,Bachelor Level,Male,3.29,5,19,Mobile,1,No,4,IGA,Not regular,Paid,2,negative,Bored,Yes,No,Yes
25,Master's Level,Male,3.69,5,17,Mobile,1,Yes,3,PUBG,Regular,Unpaid,4,negative,Excited,Yes,No,Yes
24,Master's Level,Female,2.63,3.07,22,Mobile,0,Yes,1,FREE FIRE,Regular,Paid,3,negative,Excited,Yes,Yes,Yes
23,Bachelor Level,Female,3.74,4.57,19,PC,0,No,1,CALL OF DUTY,Regular,Paid,2,positive,Bored,Yes,No,Yes
20,Bachelor Level,Female,3.2,3.24,21,PC,1,No,5,PUBG,Not regular,Unpaid,1,negative,Bored,No,Yes,No
24,Master's Level,Male,2.72,4.41,19,Mobile,1,No,4,PES,Regular,Paid,2,negative,Excited,Yes,Yes,Yes
21,Bachelor Level,Female,3.55,5,20,Mobile,22,Yes,1,PES,Not regular,Paid,4,negative,Excited,Yes,Yes,No
22,Bachelor Level,Male,3.83,3.36,19,PC,23,Yes,6,PES,Regular,Paid,4,negative,Excited,No,No,No
24,Master's Level,Male,3.97,5,21,PC,22,No,3,PUBG,Not regular,Paid,3,negative,Excited,No,No,No
