title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
NHL Hitz 20-03,GBA,Sports,Midway Games,Exient Entertainment,,,,,,,2002-10-31
NHL Hockey,GEN,Sports,Electronic Arts,Park Place Productions,,,,,,,1991-01-01
NHL Hockey,GG,Sports,Electronic Arts,Realtime Associates,,,,,,,1994-01-01
NHL Hockey 95,GB,Sports,Malibu Games,Probe Entertainment Limited,,,,,,,1995-06-01
NHL Open Ice 2 on 2 Challenge,PC,Sports,GT Interactive,Midway,,,,,,,1997-08-31
NHL Powerplay '96,PC,Sports,Virgin Interactive,Radical Entertainment,,,,,,,1996-07-31
NHL Powerplay '96,SAT,Sports,Virgin Interactive,Radical Entertainment,,,,,,,1996-01-01
NHL PowerRink '97,PS,Sports,Sony Computer Entertainment,SCEI,,,,,,,1997-05-30
NHL Stanley Cup,SNES,Sports,Nintendo,Sculptured Software,,,,,,,1993-11-05
NHLPA Hockey '93,SNES,Sports,Electronic Arts,Park Place Productions,,,,,,,1992-12-31
NHLPA Hockey '93,GEN,Sports,Electronic Arts,Park Place Productions,,,,,,,1992-09-07
Nice On,WS,Sports,Sammy Corporation,Sammy Studios,,,,,,,1999-04-08
Ninja Golf,7800,Sports,Atari,Atari,,,,,,,1990-01-01
Nintendo World Cup,VC,Sports,Arc System Works,Technos Japan Corporation,,,,,,,2008-10-07
Nintendo World Cup,GB,Sports,Nintendo,Technos Japan Corporation,,,,,,,1991-06-01
Nippon Daihyou Team: Eikou no Eleven,GB,Sports,Tomy Corporation,Jupiter Multimedia,,,,,,,1998-05-22
Nippon Futsal League Kounin: Minna no DS Futsal,DS,Sports,Jorudan,Jorudan,,,,,,,2008-07-31
Nippon Futsal League Kounin: Minna no DS Futsal 2,DS,Sports,Jorudan,Jorudan,,,,,,,2009-10-22
NL East 4,PC,Sports,EA Sports,EA Sports,,,,,,,2003-01-01
NLL Lacrosse 2010,XBL,Sports,Microsoft,Carlo Sunseri,,,,,,,2010-04-23
No Fear Downhill Mountain Biking,GB,Sports,THQ,Codemasters,,,,,,,2001-11-02
No.1 Muscle Ranking - Kinniku Banzuke Vol.3: Saikyou no Challenger Tanjyou!,PS,Sports,Konami,Konami,,,,,,,2000-12-21
Numan Athletics (Arcade),VC,Sports,Namco Bandai,Namco,,,,,,,2009-04-28
Nushi Tsuri 64,N64,Sports,Pack In Soft,"DDL Co., Ltd",,,,,,,1998-11-27
Nushi Tsuri 64: Shiokaze Ni Notte,N64,Sports,Victor Interactive,"DDL Co., Ltd",,,,,,,2000-05-26
OlliOlli,OSX,Sports,Devolver Digital,Roll7,,,,,,,2014-07-22
OlliOlli,PS3,Sports,Roll7,Roll7,,,,,,,2014-07-22
OlliOlli,PSV,Sports,Roll7,Roll7,,,,,,,2014-01-21
OlliOlli,PS4,Sports,Roll7,Roll7,,,,,,,2014-07-22
OlliOlli,Linux,Sports,Devolver Digital,Roll7,,,,,,,2014-07-22
OlliOlli2: Welcome to Olliwood,PS4,Sports,Roll7,Roll7,,,,,,,2015-03-03
OlliOlli2: Welcome to Olliwood,PSV,Sports,Roll7,Roll7,,,,,,,2015-03-03
Olympic Gold: Barcelona '92,MS,Sports,Sega,U.S. Gold,,,,,,,1992-01-01
Olympic Gold: Barcelona '92,GEN,Sports,U.S. Gold,U.S. Gold,,,,,,,1992-01-01
Olympic Gold: Barcelona '92,GG,Sports,U.S. Gold,U.S. Gold,,,,,,,1992-01-01
Olympic Soccer: Atlanta 1996,SAT,Sports,U.S. Gold,Silicon Dreams,,,,,,,1996-01-01
Olympic Soccer: Atlanta 1996,3DO,Sports,U.S. Gold,Silicon Dreams,,,,,,,1996-01-01
Olympic Summer Games: Atlanta 1996,3DO,Sports,U.S. Gold,Silicon Dreams,,,,,,,1996-01-01
Olympic Summer Games: Atlanta 1996,GEN,Sports,Black Pearl,Tiertex Design Studios,,,,,,,1996-01-01
Olympic Summer Games: Atlanta 1996,SNES,Sports,Black Pearl,Tiertex Design Studios,,,,,,,1996-06-01
Olympic Summer Games: Atlanta 1996,GB,Sports,Black Pearl,Tiertex Design Studios,,,,,,,1996-06-01
Olympic Summer Games: Atlanta 1996,SAT,Sports,Eidos Interactive,Silicon Dreams,,,,,,,1996-01-01
One Piece: Going Baseball - Kaizoku Yakyuu,GBA,Sports,Bandai,Now Production,,,,,,,2004-03-11
One-on-One Basketball,7800,Sports,Atari,Atari,,,,,,,1987-01-01
OnSide Soccer,3DO,Sports,Unknown,Elite,,,,,,,2007-08-01
Orega Kantoku Da! Gekitou Pennant Race Volume 2,PS2,Sports,Enix,Enix Corporation,,,,,,,2002-03-07
Oretachi Game Center Zoku: Super Volleyball,PS2,Sports,Hamster Corporation,Hamster Corporation,,,,,,,2005-10-27
Oretachi Game Center: Nekketsu Koukou Dodge Ball Bu,PS2,Sports,Hamster Corporation,Hamster Corporation,,,,,,,2006-03-23
Osu! Excercise Dojo,WW,Sports,IE Institute,Mechanic Arms,,,,,,,2010-09-28
Out of the Park Baseball 10,PC,Sports,Out of the Park Developments,Out of the Park Developments,,,,,,,2009-06-02
Out of the Park Baseball 11,PC,Sports,Out of the Park Developments,Out of the Park Developments,,,,,,,2009-10-22
Out of the Park Baseball 2007,PC,Sports,Sports Interactive,Sports Interactive,,,,,,,2006-03-23
Out of the Park Baseball 3,PC,Sports,Out of the Park Developments,Out of the Park Developments,,,,,,,2001-03-01
Out of the Park Baseball 4,PC,Sports,Out of the Park Developments,Out of the Park Developments,,,,,,,2002-02-28
Out of the Park Baseball 5,PC,Sports,Out of the Park Developments,Out of the Park Developments,,,,,,,2003-02-28
Out of the Park Baseball 6,PC,Sports,Out of the Park Developments,Out of the Park Developments,,,,,,,2004-04-16
Out of the Park Baseball 6.5,PC,Sports,Out of the Park Developments,Out of the Park Developments,,,,,,,2005-06-14
Out of the Park Baseball 9,PC,Sports,Out of the Park Developments,Out of the Park Developments,,,,,,,2008-06-01
Out of the Park Baseball II,PC,Sports,Out of the Park Developments,Out of the Park Developments,,,,,,,2001-03-31
Out of the Park Baseball Manager 2006,PC,Sports,Sports Interactive,Out of the Park Developments,,,,,,,2006-05-31
Outdoor Dynamic 3D Hunting,3DS,Sports,Unknown,InterOne,,,,,,,
Outdoors Unlimited,PS3,Sports,Mastiff,Mastiff,,,,,,,2012-10-02
Outdoors Unlimited,PC,Sports,Mastiff,Mastiff,,,,,,,2012-10-02
Outdoors Unlimited,X360,Sports,Mastiff,Mastiff,,,,,,,2012-10-02
Outdoors Unlimited,Wii,Sports,Mastiff,Mastiff,,,,,,,2012-10-02
Outlaw Golf,PS2,Sports,TDK Mediactive,Hypnotix,,,,,,,2003-01-01
Outlaw Golf,PC,Sports,Simon & Schuster Interactive,Hypnotix,,,,,,,2003-09-30
Outlaw Volleyball: Red Hot,XB,Sports,Simon & Schuster Interactive,Hypnotix,,,,,,,2003-10-01
Paddock Note '95,3DO,Sports,Fuji,Fuji Television,,,,,,,1995-04-14
Pangya,PC,Sports,OGPlanet,Ntreev Soft,,,,,,,2009-05-21
Pat Riley Basketball,GEN,Sports,Sega,Sega,,,,,,,1990-01-01
PBR: Out of the Chute,PSP,Sports,Crave Entertainment,D2C Games,,,,,,,2008-10-01
PBR: Out of the Chute,PC,Sports,Crave Entertainment,D2C Games,,,,,,,2008-10-01
PC Fitness: Your Personal Trainer,PC,Sports,Focus Home Interactive,Focus Multimedia,,,,,,,2008-12-12
PC Fútbol 2.0,PC,Sports,Dinamic Multimedia,Dinamic Multimedia,,,,,,,1993-01-01
PC Fútbol 2000,PC,Sports,Dinamic Multimedia,Dinamic Multimedia,,,,,,,1999-12-01
PC Fútbol 2001,PC,Sports,Dinamic Multimedia,Dinamic Multimedia,,,,,,,2001-03-01
PC Fútbol 2005,PC,Sports,OnGames,Gaelco Multimedia,,,,,,,2004-11-20
PC Fútbol 2006,PC,Sports,Planeta DeAgostini Interactive,Gaelco,,,,,,,2005-10-11
PC Fútbol 2007,PC,Sports,Planeta DeAgostini Interactive,Gaelco,,,,,,,2006-11-13
PC Fútbol 3.0,PC,Sports,Dinamic Multimedia,Dinamic Multimedia,,,,,,,1994-01-01
PC Fútbol 4.0,PC,Sports,Dinamic Multimedia,Dinamic Multimedia,,,,,,,1995-07-01
PC Fútbol 5.0,PC,Sports,Dinamic Multimedia,Dinamic Multimedia,,,,,,,1996-12-01
PC Fútbol 6.0,PC,Sports,Dinamic Multimedia,Dinamic Multimedia,,,,,,,1998-01-15
PC Fútbol 7,PC,Sports,Dinamic Multimedia,Dinamic Multimedia,,,,,,,1998-12-15
PDC World Championship Darts,PS2,Sports,Oxygen Interactive,Mere Mortals,,,,,,,2006-12-01
PDC World Championship Darts,PC,Sports,Oxygen Interactive,Mere Mortals,,,,,,,2006-12-01
PDC World Championship Darts 2008,PS2,Sports,O-Games,Mere Mortals,,,,,,,2009-06-16
PDC World Championship Darts 2010,DS,Sports,Unknown,Rebellion Developments,,,,,,,
PDC World Championship Darts 2010,Wii,Sports,Unknown,Rebellion Developments,,,,,,,
Pebble Beach Golf Links,3DO,Sports,Panasonic Interactive Media,Tikipod,,,,,,,1994-01-01
Pebble Beach Golf Links,SNES,Sports,T&E Soft,Tikipod,,,,,,,1992-04-01
Pebble Beach Golf Links,GEN,Sports,Sega,Tikipod,,,,,,,1993-01-01
Pele's Championship Soccer,2600,Sports,Atari,Atari,,,,,,,1980-01-01
Perfect Ace 2: The Championships,PS2,Sports,Oxygen Interactive,Aqua Pacific,,,,,,,2005-07-15
Perfect Ace 2: The Championships,PC,Sports,Oxygen Interactive,Aqua Pacific,,,,,,,2005-07-25
Personal Fitness For Men,DS,Sports,Unknown,Games Campus Cologne GmbH,,,,,,,
Personal Fitness For Women,DS,Sports,Unknown,Games Campus Cologne GmbH,,,,,,,
Petank Party,XBL,Sports,Microsoft,R3dDr4g0n,,,,,,,2008-12-06
Pete Rose Baseball,7800,Sports,Absolute Entertainment,Absolute Entertainment,,,,,,,1989-01-01
Pete Rose Baseball,2600,Sports,Absolute Entertainment,Absolute Entertainment,,,,,,,1988-03-01
Pete Sampras Tennis,GG,Sports,Codemasters,Codemasters,,,,,,,1994-01-01
PGA European Tour,SNES,Sports,Black Pearl,Halestorm,,,,,,,1996-09-01
PGA European Tour,GB,Sports,Malibu Games,Unexpected Development,,,,,,,1995-04-01
PGA European Tour,GEN,Sports,EA Sports,Polygon Games,,,,,,,1994-06-01
PGA Tour 96,GB,Sports,Black Pearl,Unexpected Development,,,,,,,1995-11-01
PGA Tour 96,SNES,Sports,Black Pearl,Halestorm,,,,,,,1996-01-01
PGA Tour 96,GG,Sports,Black Pearl,Ceris Software,,,,,,,1996-01-01
PGA Tour 96,GEN,Sports,EA Sports,NuFX,,,,,,,1995-01-01
PGA Tour 97,SAT,Sports,EA Sports,VAC,,,,,,,1996-11-30
PGA Tour Golf,SNES,Sports,Electronic Arts,Sterling Silver Software,,,,,,,1992-03-01
PGA Tour Golf,MS,Sports,Tengen,Polygames,,,,,,,1993-01-01
PGA Tour Golf,PC,Sports,Electronic Arts,Sterling Silver Software,,,,,,,1995-01-01
PGA Tour Golf,GEN,Sports,Electronic Arts,Sterling Silver Software,,,,,,,1991-01-01
PGA Tour Golf,GG,Sports,Tengen,Sterling Silver Software,,,,,,,1994-05-05
PGA Tour Golf 96,3DO,Sports,Electronic Arts,EA Sports,,,,,,,1995-01-01
PGA Tour Golf II,GEN,Sports,Electronic Arts,Polygames,,,,,,,1992-01-01
PGA Tour Golf II,GG,Sports,Time Warner Interactive,Polygames,,,,,,,1995-01-01
PGA Tour Golf III,GEN,Sports,EA Sports,High Score Productions,,,,,,,1994-01-01
PHYSIO FUN Balance Training,WW,Sports,Kaasa Solution,Kaasa Health,,,,,,,2010-09-10
Physiofun: Pelvic Floor Training,WW,Sports,Kaasa Solution,Kaasa Health,,,,,,,2011-04-08
Pink Pong,PS2,Sports,505 Games,HuneX,,,,,,,2005-02-25
Pirates vs Ninjas Dodgeball,XBL,Sports,Gamecock,Blazing Lizard,,,,,,,2008-09-03
Planet Minigolf,PSN,Sports,Zen Studios,Zen Studios,,,,,,,2010-06-01
Play Action Football,GB,Sports,Nintendo,Nintendo,,,,,,,1990-12-01
PlayChapas Football Edition,PSP,Sports,Sony Computer Entertainment,Zinkia,,,,,,,2008-09-18
Pocket Bass Fishing,GB,Sports,Bottom Up,Bottom Up,,,,,,,1998-04-24
Pocket Billiard Fank: The 9 Ball,GB,Sports,Tamsoft,Tamsoft,,,,,,,2000-02-19
Pocket Bowling,GB,Sports,Jaleco,Athena,,,,,,,1999-08-15
Pocket Color Billiard,GB,Sports,Bottom Up,Bottom Up,,,,,,,1999-12-24
Pocket Golf,GB,Sports,Bottom Up,Bottom Up,,,,,,,1998-09-25
Pocket Ping Pong 2005,GIZ,Sports,Fathammer,Netdol,,,,,,,2005-10-22
Pocket Stadium,GB,Sports,Atlus,Atlus Co.,,,,,,,1990-12-14
Polar Bowler,PC,Sports,WildTangent,WildTangent,,,,,,,2004-08-03
Polar Bowler,DS,Sports,Mumbo Jumbo,Engine Software,,,,,,,2008-10-07
Polar Bowler,PC,Sports,WildTangent,WildTangent,,,,,,,2004-08-03
Polar Golfer: Pineapple Cup,PC,Sports,WildTangent,WildTangent,,,,,,,2005-01-01
Pong Sports,2600,Sports,Sears,Telegames,,,,,,,1977-01-01
Ponx,Lynx,Sports,Unknown,Songbird Productions,,,,,,,
Pool Edge,GC,Sports,Media Kite,"Nd Cube Co., Ltd.",,,,,,,2002-10-25
Pool Hall Pro,PC,Sports,Playlogic Game Factory,Icon Games,,,,,,,2009-06-26
Pool Hall Pro,PSN,Sports,Icon Games,Icon Games,,,,,,,2011-06-07
Pool Hall Pro,PSP,Sports,Unknown,Icon Games Entertainment Ltd.,,,,,,,
Pool Revolution: Cue Sports,WW,Sports,Hudson Entertainment,Hudson,,,,,,,2008-12-29
Popeye Beach Volley Ball,GG,Sports,Technos Japan Corporation,Technos Japan Corporation,,,,,,,1994-08-12
Powa Volley,XBL,Sports,Microsoft,panattoni christophe,,,,,,,2009-10-17
Powa Volley Classic,XBL,Sports,Microsoft,Kydos,,,,,,,2009-12-05
Power Eleven,PCE,Sports,Hudson Soft,WestOne,,,,,,,1991-06-21
Power Eleven,VC,Sports,Hudson Soft,WestOne,,,,,,,2008-02-26
Power Golf,VC,Sports,Hudson Soft,Hudson Soft,,,,,,,2007-11-05
Power Golf,PCE,Sports,NEC,Hudson Soft,,,,,,,1989-01-01
Power League '93,PCE,Sports,Hudson Soft,Hudson Soft,,,,,,,1993-10-15
Power League 4,PCE,Sports,Hudson Soft,Hudson Soft,,,,,,,1991-08-09
Power League 4,VC,Sports,Hudson Soft,Hudson Soft,,,,,,,2007-07-31
Power League 5,PCE,Sports,Hudson Soft,Hudson Soft,,,,,,,1992-08-07
Power League 64,N64,Sports,Hudson Soft,Hudson Soft,,,,,,,1997-08-08
Power League II,PCE,Sports,Hudson Soft,Hudson Soft,,,,,,,1989-08-08
Power League III,PCE,Sports,Hudson Soft,Hudson Soft,,,,,,,1990-08-10
Power Pro Kun Pocket 7,GBA,Sports,Konami,PawaPuro Production,,,,,,,2004-12-02
Power Punch II,NES,Sports,American Softworks,Beam Software,,,,,,,1992-04-12
Power Soccer,NES,Sports,Tokuma Shoten,Tokuma Shoten,,,,,,,1990-03-30
Power Spike Pro Beach Volleyball,GB,Sports,Infogrames,Spark,,,,,,,2000-12-22
Power Spike Pro Beach Volleyball,PC,Sports,Atari,Carapace,,,,,,,2001-05-19
Power Tennis,PCE,Sports,Hudson Soft,Now Production,,,,,,,1993-06-25
Power Volleyball,PS2,Sports,Parker Bros.,Phoenix Games,,,,,,,2007-01-26
Powerball,VC,Sports,Namco Bandai,Namco,,,,,,,2008-03-24
Powerball,GEN,Sports,Namco,Namco,,,,,,,1991-01-01
Powerstar Golf,XOne,Sports,Microsoft Studios,Zoe Mode,,,,,,,2013-11-22
Premier Manager,PSN,Sports,Unknown,Urbanscan,,,,,,,2011-03-22
Premier Manager 2003-04,PC,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2003-11-28
Premier Manager 2003-04,GBA,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2003-11-28
Premier Manager 2004-2005,GBA,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2004-11-26
Premier Manager 2004-2005,PS2,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2004-11-05
Premier Manager 2004-2005,PC,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2004-11-12
Premier Manager 2005-2006,PS2,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2005-08-11
Premier Manager 2005-2006,PC,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2005-08-12
Premier Manager 2005-2006,GBA,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2005-08-11
Premier Manager 2006-2007,PS2,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2006-08-18
Premier Manager 2006-2007,PC,Sports,Zoo Digital Publishing,Zoo Digital Publishing,,,,,,,2006-08-18
Premier Manager 64,N64,Sports,Gremlin Interactive Ltd,Gremlin Interactive,,,,,,,1999-08-01
Premier Manager 97,GEN,Sports,Sega,Gremlin Interactive,,,,,,,1996-01-01
Prize Fighter,SCD,Sports,Sega,Digital Pictures,,,,,,,1995-01-01
Pro Bull Riders: Out of the Chute,X360,Sports,Unknown,D2C Games,,,,,,,
Pro Bull Riders: Out of the Chute,PSN,Sports,Crave Entertainment,D2C Games,,,,,,,2008-11-24
Pro Cycling Manager 2016,XOne,Sports,Focus Home Interactive,Cyanide Studio,,,,,,,2016-06-16
Pro Cycling Manager Season 2006: Le Tour de France,PC,Sports,Focus Home Interactive,Cyanide Studio,,,,,,,2006-08-18
Pro Cycling Manager Season 2007: Le Tour de France,PC,Sports,Focus Home Interactive,Cyanide Studio,,,,,,,2007-06-20
Pro Cycling Manager Season 2008: Le Tour de France,PC,Sports,Focus Home Interactive,Cyanide Studio,,,,,,,2008-06-27
Pro Cycling Manager Season 2009: Le Tour de France,PC,Sports,Focus Home Interactive,Cyanide Studio,,,,,,,2009-07-10
Pro Cycling Season 2007: Le Tour de France,PSP,Sports,Focus Home Interactive,Cyanide Studio,,,,,,,2007-07-06
Pro Cycling Season 2008: Le Tour de France,PSP,Sports,Focus Home Interactive,Cyanide Studio,,,,,,,2008-06-01
Pro Cycling Season 2009: Le Tour de France,PSN,Sports,Focus Home Interactive,Cyanide Studio,,,,,,,2010-02-25
Pro Darts,GB,Sports,Vatical Entertainment,Vicarious Visions,,,,,,,2002-02-07
Pro Evolution Soccer,PS,Sports,Konami,Konami Computer Entertainment Tokyo,,,,,,,2002-02-15
Pro Evolution Soccer 2011,PSN,Sports,Konami,Konami,,,,,,,2010-11-16
Pro Evolution Soccer 2013,PS2,Sports,Konami Digital Entertainment,Konami,,,,,,,2012-09-25
Pro Moves Soccer,GEN,Sports,ASCII Entertainment,ASCII Entertainment,,,,,,,1993-01-01
Pro Sport Hockey,SNES,Sports,Jaleco,Jaleco Entertainment,,,,,,,1994-02-01
Pro Stadium,3DO,Sports,Unknown,Sanyo,,,,,,,1995-12-08
Pro Yakyuu Greatest Nine '98: Summer Action,SAT,Sports,Sega,Nextech,,,,,,,1998-08-06
Pro Yakyuu Spirits 2,PS2,Sports,Konami,PawaPuro Production,,,,,,,2005-04-07
Pro Yakyuu Spirits 2004,PS2,Sports,Konami,Diamond Head,,,,,,,2004-03-25
Pro Yakyuu Spirits 2004 Climax,PS2,Sports,Konami,Diamond Head,,,,,,,2004-09-16
Pro Yakyuu Spirits 2010,PSN,Sports,Konami,PawaPuro Production,,,,,,,2010-04-01
Pro Yakyuu Spirits 2011,PSN,Sports,Konami,Konami,,,,,,,2011-04-14
Pro Yakyuu Spirits 3,X360,Sports,Konami,PawaPuro Production,,,,,,,2006-04-06
Pro Yakyuu Super League CD,SCD,Sports,Sega,Sega,,,,,,,1992-10-30
Pro Yakyuu Team de Asobou Net!,DC,Sports,Sega,Smilebit,,,,,,,2000-08-10
Pro Yakyuu Team de Asobou!,DC,Sports,Sega,Smilebit,,,,,,,1999-12-23
Pro Yakyuu Team o Tsukurou! & Asobou!,DC,Sports,Sega,Smilebit,,,,,,,2001-08-30
Pro Yakyuu Team o Tsukurou! Advance,GBA,Sports,Sega,Sega,,,,,,,2002-08-08
Pro Yakyuu Virtual Stadium,3DO,Sports,Electronic Arts Victor,EA Sports,,,,,,,1995-12-29
Pro Yakyuu World Stadium,PCE,Sports,Namco,Namco,,,,,,,1988-05-20
Pro Yakyuu World Stadium '91,PCE,Sports,Namco,Namco,,,,,,,1991-03-21
Pro-Putt Domo,DSiW,Sports,Nintendo,Suzak,,,,,,,2009-10-19
Project Powder,PC,Sports,Unknown,Outspark,,,,,,,2008-01-01
Pub Darts,WW,Sports,Big Blue Bubble,Big Blue Bubble Inc.,,,,,,,2010-01-04
Pure Football,Wii,Sports,Unknown,Ubisoft Vancouver,,,,,,,
Pure Futbol,XBL,Sports,Ubisoft,Action Pants Inc.,3.8,,,,,,2011-08-02
Pure Futbol,PC,Sports,Ubisoft,Ubisoft Vancouver,,,,,,,2010-06-08
Pure Pool,XOne,Sports,Triniti Interactive,VooFoo Studios,,,,,,,2015-01-01
Putt & Putter,MS,Sports,Sega,Sega,,,,,,,1992-01-01
Putt & Putter,GG,Sports,Sega,Sega,,,,,,,1991-01-01
Quarterback Attack with Mike Ditka,3DO,Sports,Digital Pictures,Digital Pictures,,,,,,,1996-01-01
Quarterback Attack with Mike Ditka,SAT,Sports,Digital Pictures,Digital Pictures,,,,,,,1995-01-01
Quattro Sports,NES,Sports,Camerica,Codemasters,,,,,,,1991-01-01
R.B.I. Baseball 15,PS4,Sports,MLB.com,MLB.com,,,,,,,2015-05-01
R.B.I. Baseball 15,XOne,Sports,MLB.com,MLB.com,,,,,,,2015-05-01
R.B.I. Baseball 15,PC,Sports,MLB.com,MLB.com,,,,,,,2015-04-30
R.B.I. Baseball 15,OSX,Sports,MLB.com,MLB.com,,,,,,,2015-04-30
R.B.I. Baseball 2016,PC,Sports,MLB.com,MLB.com,,,,,,,2016-04-05
Racket Attack,NES,Sports,Jaleco,TOSE Software,,,,,,,1988-10-01
Rackets & Rivals,NES,Sports,Palcom,Palcom Software,,,,,,,1993-01-01
Racquetball,2600,Sports,Apollo,Apollo,,,,,,,1981-01-01
Rad Racket: Deluxe Tennis II,NES,Sports,American Video Entertainment,Idea-Tek,,,,,,,1991-01-01
Rageball,PSN,Sports,Midas Interactive Entertainment,Naps Team,,,,,,,2011-06-02
Rageball,PS,Sports,Agetec,Naps Team,,,,,,,2002-07-25
Rap Jam: Volume One,SNES,Sports,Mandigo,64WD Corporation,,,,,,,1995-01-01
Rapala Pro Bass Fishing 2010,PSN,Sports,Activision,FUN Labs,,,,,,,2010-09-28
Rapala Pro Fishing,PC,Sports,Activision,MagicWand Productions,,,,,,,2004-09-01
Rapala Tournament Fishing!,XBL,Sports,Activision,FUN Labs,,,,,,,2011-02-15
Rapala Trophies,PSN,Sports,Activision,Sand Grain Studios,,,,,,,2009-09-30
Razor Freestyle Scooter,DC,Sports,Crave Entertainment,Titanium Studios,6.3,,,,,,2001-08-08
Razor Freestyle Scooter,GB,Sports,Crave Entertainment,Crawfish Interactive,,,,,,,2001-05-10
Razor Freestyle Scooter,N64,Sports,Crave Entertainment,Titanium Studios,,,,,,,2001-11-27
RBI Baseball '94,GG,Sports,Tengen,Al Baker and Associates,,,,,,,1994-01-01
Ready 2 Rumble Boxing,GB,Sports,Midway Games,Midway,6.0,,,,,,1999-11-01
Ready 2 Rumble Boxing,DC,Sports,Midway Games,Midway Games,8.3,,,,,,1999-09-08
Real Madrid: The Game,PSN,Sports,Virgin Play,Virgin Play,,,,,,,2009-08-13
Real Madrid: The Game,DS,Sports,Virgin Play,Virgin Play,,,,,,,2009-03-13
Real Madrid: The Game,PC,Sports,Virgin Play,Atomic Planet Entertainment,,,,,,,2009-04-09
Real Madrid: The Game,PSP,Sports,Virgin Play,Atomic Planet Entertainment,,,,,,,2009-05-01
Real Madrid: The Game,PS2,Sports,Virgin Play,Atomic Planet Entertainment,,,,,,,2009-05-01
Real Pool,PC,Sports,GT Interactive,GT Interactive,,,,,,,1998-01-01
Real Soccer 2009,DSiW,Sports,Gameloft,Gameloft,,,,,,,2009-05-11
Real Soccer 2010,DSiW,Sports,Gameloft,Gameloft,,,,,,,2010-02-15
Real World Golf,PC,Sports,In2Games,Aqua Pacific,,,,,,,2006-04-11
RealSports Baseball,5200,Sports,Atari,Atari,,,,,,,1983-01-01
RealSports Baseball,7800,Sports,Atari,Atari,,,,,,,1988-01-01
RealSports Basketball,2600,Sports,CGE Services Corporation,Atari,,,,,,,2002-08-10
RealSports Football,5200,Sports,Midway Games,Midway Games,,,,,,,1983-01-01
RealSports Soccer,2600,Sports,Atari,Atari,,,,,,,1983-01-01
RealSports Soccer,5200,Sports,Midway Games,Midway Games,,,,,,,1983-01-01
RealSports Tennis,5200,Sports,Atari,Midway Games,,,,,,,1983-01-01
Red Bull X-Fighters,PSN,Sports,Xendex,Xendex Holding GMBH,,,,,,,2010-06-15
Red Bull X-Fighters World Tour,XBL,Sports,Unknown,Xendex Holding GMBH,,,,,,,
Red Bull X-Fighters World Tour,PC,Sports,Unknown,Xendex Holding GMBH,,,,,,,
Reel Fishing,PSN,Sports,Sony Computer Entertainment,Pack-In Video,,,,,,,2009-11-23
Reel Fishing Challenge,WW,Sports,Natsume,Natsume,,,,,,,2009-06-29
Reel Fishing Challenge II,WW,Sports,Natsume,Natsume,,,,,,,2010-06-07
Reel Fishing II,PSN,Sports,Sony Computer Entertainment,Open Sesame,,,,,,,2011-02-08
Reel Fishing Wild,DC,Sports,Natsume,West One,5.9,,,,,,2001-01-01
Reel Fishing: Master's Challenge,PSV,Sports,Natsume,Natsume,,,,,,,2015-02-03
Reggie Jackson Baseball,MS,Sports,Sega,Sega,,,,,,,1988-01-01
Relief Pitcher,SNES,Sports,Left Field Productions,Tengen,,,,,,,1994-05-01
Ring King,NES,Sports,Data East,Namco,,,,,,,1987-09-01
Ring Rage,GB,Sports,Taito,Taito Corporation,,,,,,,1993-01-29
Rippin' Riders,DC,Sports,Sega,UEP Systems,6.8,,,,,,1999-10-31
Rock N' Roll Climber,WW,Sports,Nintendo,Vitei Inc.,,,,,,,2009-08-10
Rocket Bowl,XBL,Sports,D3 Publisher,21-6 Productions,,,,,,,2008-09-10
Rocket Power: Gettin' Air,GB,Sports,THQ,Tiertex Design Studios,,,,,,,2001-03-27
RocketBowl,PC,Sports,Encore,Large Animal,,,,,,,2004-10-15
RocketBowl,XBL,Sports,D3 Publisher,Large Animal,,,,,,,2008-09-10
Rockstar Games presents Table Tennis,XBL,Sports,Rockstar Games,Rockstar San Diego,,,,,,,2009-08-11
Roger Clemens' MVP Baseball,SNES,Sports,LJN,Sculptured Software,,,,,,,1992-09-01
Roger Clemens' MVP Baseball,GB,Sports,LJN,Sculptured Software,,,,,,,1992-09-01
Roger Clemens' MVP Baseball,NES,Sports,LJN,Sculptured Software,,,,,,,1991-10-01
Roger Clemens' MVP Baseball,GEN,Sports,Flying Edge,Sculptured Software,,,,,,,1992-09-12
Roland Garros 2005 powered by Smash Court Tennis,PS2,Sports,Sony Computer Entertainment,Namco,,,,,,,2005-05-18
Roland Garros French Open,GB,Sports,Cryo Interactive,Visual Impact,,,,,,,2000-06-09
Roland Garros French Open 2002,GBA,Sports,Wanadoo,Carapace,,,,,,,2002-05-28
Roland Garros French Open 2002,PS2,Sports,Wanadoo,Carapace,,,,,,,2002-05-28
