title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Roland Garros French Open 2003,PS2,Sports,Wanadoo,Carapace,,,,,,,2003-05-21
Rollergames,NES,Sports,Ultra Games,Konami,,,,,,,1990-09-01
Ronaldo V-Soccer,GB,Sports,GT Interactive,Bit Managers,,,,,,,2001-06-01
Roundball: 2-on-2 Challenge,NES,Sports,Mindscape,Data East,,,,,,,1992-05-01
RTL Biathlon 2007,PC,Sports,RTL,49Games,,,,,,,2006-12-07
RTL Biathlon 2007,PS2,Sports,RTL,49Games,,,,,,,2006-12-07
RTL Biathlon 2008,PC,Sports,RTL,49Games,,,,,,,2007-11-29
RTL Biathlon 2009,PC,Sports,RTL,49Games,,,,,,,2008-11-27
Rugby 06,PC,Sports,EA Sports,HB Studios Multimedia,,,,,,,2006-02-10
Rugby 2004,PC,Sports,EA Sports,HB Studios Multimedia,,,,,,,2003-11-04
Rugby Challenge,PSV,Sports,Unknown,Sidhe Entertainment,,,,,,,
Rugby League 2: World Cup Edition,PS2,Sports,HES Interactive,Sidhe Interactive,,,,,,,2008-11-21
Rugby League Challenge,PSN,Sports,Home Entertainment Suppliers,Wicked Witch Software,,,,,,,2010-05-26
Rugby League Live 3,PC,Sports,Tru Blu Entertainment,Big Ant Studios,,,,,,,2015-09-30
Rugby League Live 4,PC,Sports,Tru Blu Entertainment,Big Ant Studios,,,,,,,2017-07-28
Rugby World Cup 2011,PSN,Sports,505 Games,HB Studios Multimedia,4.5,,,,,,2011-09-06
Rugby World Cup 2011,XBL,Sports,505 Games,HB Studios Multimedia,4.8,,,,,,2011-09-01
Rugby World Cup 95,GEN,Sports,EA Sports,EA,,,,,,,1994-01-01
Rusty's Real Deal Baseball,3DS,Sports,Nintendo,Nintendo,,,,,,,2014-04-03
Salt Lake 2002,PC,Sports,Eidos Interactive,Attention To Detail,,,,,,,2002-01-24
Sankei Sports Kanshuu: Keiba Ryoku Nintei Shiken: Baken DS,DS,Sports,Dimple Entertainment,Dimple Entertainment,,,,,,,2007-09-20
Sanrio Cup: Pon Pon Volley,NES,Sports,Character Soft,Character Soft,,,,,,,1992-07-17
Sanrio World Smash Ball!,SNES,Sports,Character Soft,Tomcat System,,,,,,,1993-07-16
Scratch Golf,GG,Sports,Victory Lap Games,Vic Tokai,,,,,,,1994-01-01
Sega Ages 2500 Series Vol. 15: Decathlete Collection,PS2,Sports,Sega,Sega,,,,,,,2004-07-29
Sega Bass Fishing,PSN,Sports,Unknown,SIMS,,,,,,,
Sega Bass Fishing,PC,Sports,Activision,Sega-AM1,,,,,,,2001-01-01
Sega Bass Fishing,DC,Sports,Sega,SIMS,8.2,,,,,,1999-09-30
Sega Bass Fishing,XBL,Sports,Sega,SIMS,,,,,,,2011-10-05
Sega Bass Fishing 2,DC,Sports,Sega,Wow Entertainment,7.9,,,,,,2001-08-21
Sega Marine Fishing,DC,Sports,Sega,Wow Entertainment,7.9,,,,,,2000-08-20
Sega Marine Fishing,PC,Sports,Empire Interactive,Wow Entertainment,,,,,,,2001-10-19
Sega Soccer Slam,XBL,Sports,Sega,Black Box,,,,,,,2008-12-10
Sega Splash! Golf,PC,Sports,Unknown,Sega,,,,,,,
Sega Sports 1: Super Monaco / Wimbledon / Ultimate Soccer,GEN,Sports,Sega,Sega,,,,,,,1995-01-01
Sega Sports Tennis,PS2,Sports,Sega,Hitmaker,,,,,,,2002-07-30
Sega Superstars Tennis,XBL,Sports,Sega,Sumo Digital,,,,,,,2010-03-23
Sega World Tournament Golf,MS,Sports,Sega,Sega,,,,,,,1993-01-01
Sega Worldwide Soccer '97,SAT,Sports,Sega,Team Aquila,,,,,,,1996-10-31
Sega Worldwide Soccer '98,SAT,Sports,Sega,Sega,,,,,,,1998-01-01
Sega Worldwide Soccer 2000,DC,Sports,Sega,Silicon Dreams,,,,,,,1999-12-01
Sega Worldwide Soccer 2000 Euro Edition,DC,Sports,Sega,Silicon Dreams,,,,,,,2000-06-30
Sensible Soccer,PS,Sports,GT Interactive,Krisalis Software,,,,,,,2002-01-01
Sensible Soccer '98,PC,Sports,GT Interactive,Sensible Software,,,,,,,1998-08-25
Sensible Soccer 2006,PC,Sports,Codemasters,Kuju Entertainment,,,,,,,2006-06-09
Sensible Soccer 2006,XB,Sports,Codemasters,Kuju Entertainment,,,,,,,2006-06-09
Sensible Soccer 2006,PS2,Sports,Codemasters,Kuju Entertainment,,,,,,,2006-06-09
Sensible Soccer : European Champions,GG,Sports,Sony Imagesoft,Sensible Software,,,,,,,1994-01-01
Sensible Soccer: European Champions,GEN,Sports,Renegade,Sensible Software,,,,,,,1993-01-01
Sensible Soccer: European Champions,MS,Sports,Sega,Sensible Software,,,,,,,1988-01-01
Sensible Soccer: European Club Edition,PC,Sports,GT Interactive,Sensible Software,,,,,,,1997-01-01
Sensible World of Soccer,XBL,Sports,Codemasters Online,Kuju Sheffield,,,,,,,2007-12-21
Sesame Street Sports,GB,Sports,NewKidCo,Bonsai Entertainment Corp.,,,,,,,2001-11-15
SFG Soccer,XBL,Sports,Microsoft,Stir Fry Games,,,,,,,2009-10-31
Shaun Palmer's Pro Snowboarder,GB,Sports,Activision,ITL,,,,,,,2001-11-01
Shaun White Skateboarding,XBL,Sports,Ubisoft,Ubisoft Montreal,6.1,,,,,,2011-07-26
Shaun White Snowboarding,XBL,Sports,Ubisoft,Ubisoft Montreal,,,,,,,2009-09-22
Shawn Johnson Gymnastics,DSiW,Sports,Zoo Games,Artefacts Studio,,,,,,,2011-02-07
Shimono Masaki no Fishing to Bassing,SNES,Sports,Natsume,Natsume,,,,,,,1994-10-16
Shiren Monsters: Netsal,GBA,Sports,ChunSoft,ChunSoft,,,,,,,2004-04-22
Shufflepuck Cantina Deluxe,OSX,Sports,Agharta Studio,Agharta Studio,,,,,,,2013-12-06
Shufflepuck Cantina Deluxe,Linux,Sports,Agharta Studio,Agharta Studio,,,,,,,2013-12-06
Shunkan Jump Kentei,DSiW,Sports,G-Style,G-Style,,,,,,,2010-07-14
Shuukan Gallop: Blood Master,PS,Sports,Pony Canyon,Pony Canyon,,,,,,,1999-11-25
Side Pocket for WonderSwan,WS,Sports,Data East,Data East,,,,,,,1999-11-25
Simple 1500 Series Hello Kitty Vol. 1: Hello Kitty Bowling,PS,Sports,D3 Publisher,Tamsoft,,,,,,,2001-08-30
Simple 1500 Series Vol. 21: The Yakyuu,PS,Sports,D3 Publisher,E's,,,,,,,2000-10-05
Simple 1500 Series Vol. 23: The Gateball,PS,Sports,D3 Publisher,Amedio,,,,,,,1999-12-09
Simple 1500 Series Vol. 29: The Tsuri,PS,Sports,D3 Publisher,Access Software,,,,,,,2000-07-13
Simple 1500 Series Vol. 30: The Basketball,PS,Sports,D3 Publisher,I.T. Planning,,,,,,,2000-05-02
Simple 1500 Series Vol. 33: The Takkyuu,PS,Sports,D3 Publisher,Amedio,,,,,,,2000-08-03
Simple 1500 Series Vol. 47: The Skateboard,PS,Sports,D3 Publisher,Microcabin,,,,,,,2000-11-16
Simple 1500 Series Vol. 54: The Volleyball - Break Volley Plus,PS,Sports,D3 Publisher,Aqua Rogue,,,,,,,2001-01-25
Simple 1500 Series Vol. 60: The Table Hockey,PS,Sports,D3 Publisher,Break,,,,,,,2001-04-26
Simple 1500 Series Vol. 62: The Ski,PS,Sports,D3 Publisher,Atelier Double,,,,,,,2001-05-31
Simple 1500 Series Vol. 65: The Golf,PS,Sports,D3 Publisher,Highwaystar,,,,,,,2001-07-05
Simple 1500 Series Vol. 67: The Soccer (Dynamite Soccer 1500),PS,Sports,D3 Publisher,A-Max,,,,,,,2001-08-09
Simple 1500 Series Vol. 72: The Beach Volley,PS,Sports,D3 Publisher,Break,,,,,,,2001-08-30
Simple 1500 Series Vol. 77: The Suiei,PS,Sports,D3 Publisher,Highwaystar,,,,,,,2001-10-25
Simple 1500 Series Vol. 87: The Kyoutei,PS,Sports,D3 Publisher,Highwaystar,,,,,,,2002-02-28
Simple 1500 Series Vol. 96: The Yakyuu 2,PS,Sports,D3 Publisher,Access,,,,,,,2002-07-25
Simple 1500 Series Vol. 98: The Futsal,PS,Sports,D3 Publisher,Axes Art Amuse,,,,,,,2002-09-05
Simple 2000 Series Vol. 15: The Rugby,PS2,Sports,D3 Publisher,Siesta,,,,,,,2002-11-14
Simple 2000 Series Vol. 27: The Pro Yakyuu: 2003 Pennant Race,PS2,Sports,D3 Publisher,Tamsoft,,,,,,,2003-04-24
Simple 2000 Ultimate Series Vol. 1: Love * Smash! Super Tennis Players,PS2,Sports,D3 Publisher,HuneX,,,,,,,2002-01-17
Simple Characters 2000 Series Vol. 05: Highschool Kimengumi: The Table Hockey,PS,Sports,Bandai,Break,,,,,,,2001-12-20
Simple Characters 2000 Series Vol. 09: Tsuri Kichi Sanpei: The Tsuri,PS,Sports,Bandai,Ving-et-un Systems,,,,,,,2002-06-27
Simple Characters 2000 Series Vol. 10: Sakigake!! Otojojuku - The Dodge Ball,PS,Sports,Bandai,Access,,,,,,,2002-08-29
Simple DS Series Vol. 29: The Sports Daishuugou - Yakyuu-Tennis-Volleyball-Futsal-Golf,DS,Sports,D3 Publisher,Tamsoft,,,,,,,2007-12-20
Simple Wii Series Vol. 2: The Minna de Bass Tsuri Taikai,Wii,Sports,D3 Publisher,D3 Publisher,,,,,,,2007-10-25
Simply Soccer,And,Sports,Unknown,Unknown,,,,,,,2014-06-20
Simulador Profesional de Fútbol,PC,Sports,Dinamic Multimedia,Dinamic Multimedia,,,,,,,1992-01-01
sin(Surfing),XBL,Sports,Microsoft,Raph,,,,,,,2008-11-20
Skate or Die 2: The Search for Double Trouble,NES,Sports,Electronic Arts,Konami,,,,,,,1990-09-01
Skate or Die!,VC,Sports,Konami,Konami,,,,,,,2007-12-21
Skate or Die!,NES,Sports,Ultra Games,Konami,,,,,,,1988-12-01
Skate or Die: Bad 'N Rad,GB,Sports,Konami,Konami,,,,,,,1990-09-01
Skate or Die: Tour de Thrash,GB,Sports,EA Sports,EA Sports,,,,,,,1991-06-01
Skate Park City,PSN,Sports,Midas Interactive Entertainment,Zeroscale,,,,,,,2009-04-30
Skateboard Madness Xtreme Edition,PS2,Sports,Phoenix Games,Phoenix Games,,,,,,,2007-04-20
Ski and Shoot,PS2,Sports,Conspiracy Entertainment,49Games,,,,,,,2009-02-28
Ski Hunt,2600,Sports,Unknown,Homevision,,,,,,,1983-01-01
Ski or Die,NES,Sports,Ultra Games,Konami,,,,,,,1991-02-01
Ski Racing 2005 Featuring Hermann Maier,PS2,Sports,JoWood Productions,ColdWood Interactive,,,,,,,2004-12-16
Ski Racing 2005 Featuring Hermann Maier,XB,Sports,JoWood Productions,ColdWood Interactive,,,,,,,2004-12-03
Ski Racing 2005 Featuring Hermann Maier,PC,Sports,JoWood Productions,ColdWood Interactive,,,,,,,2005-03-11
Ski Racing 2006 Featuring Hermann Maier,PC,Sports,JoWood Productions,ColdWood Interactive,,,,,,,2005-12-02
Ski Racing 2006 Featuring Hermann Maier,PS2,Sports,JoWood Productions,ColdWood Interactive,,,,,,,2005-12-09
Ski Racing 2006 Featuring Hermann Maier,XB,Sports,JoWood Productions,ColdWood Interactive,,,,,,,2005-11-25
Ski-Doo X-Team Racing,PC,Sports,Unknown,Daydream Software,,,,,,,
Skiing,2600,Sports,Activision,Activision,,,,,,,1980-01-01
Skiing Resort Simulator 2012,PC,Sports,Unknown,UIG Entertainment,,,,,,,
Skitchin',GEN,Sports,Electronic Arts,Electronic Arts,,,,,,,1993-01-01
Slalom,NES,Sports,Nintendo,Rare Ltd.,,,,,,,1987-08-01
Slam 'n Jam '95,3DO,Sports,3DO,Crystal Dynamics,,,,,,,1995-01-01
Slam 'n Jam '96 featuring Magic & Kareem,SAT,Sports,Crystal Dynamics,Left Field Productions,,,,,,,1996-08-09
Slam City,SCD,Sports,Digital Pictures,Digital Pictures,,,,,,,1994-11-01
Slam Dunk 2: IH Yosen Kanzenban!!,SNES,Sports,Bandai,Bandai,,,,,,,1995-02-24
Slam Dunk 2: Zenkoku e no Tip Off,GB,Sports,Bandai,Bandai,,,,,,,1995-03-17
Slam Dunk: Gakeppuchi no Kesshou League,GB,Sports,Bandai,Bandai,,,,,,,1994-08-11
Slam Dunk: I Love Basketball,SAT,Sports,Bandai,Bandai,,,,,,,1995-08-11
Slam Dunk: Kyougou Makkou Taiketsu!,GEN,Sports,Bandai,Bandai,,,,,,,1995-04-28
Slam Dunk: Shouri heno Starting 5,GG,Sports,Bandai,SIMS,,,,,,,1994-12-16
Slam Tennis,PS2,Sports,Infogrames,Infogrames,,,,,,,2002-08-02
Slam Tennis,XB,Sports,Infogrames,Infogrames,,,,,,,2002-08-23
Slap Shot,MS,Sports,Sega,Sanritsu,,,,,,,1990-01-01
"Slime Volleyball, 2.5D",XBL,Sports,Microsoft,Vector3 Studios,,,,,,,2009-01-31
Smart Family's Sport Challenge,DSiW,Sports,Unknown,UFO Interactive,,,,,,,
Smash Bowling 3D,3DS,Sports,Big John Games,Big John Games,,,,,,,2013-08-08
Smash Court 3,PS,Sports,Namco,Namco,,,,,,,2000-11-09
Smash Table Tennis,VC,Sports,Nintendo,Konami,,,,,,,2009-07-17
Smash Tennis,SNES,Sports,Virgin Interactive,Namco,,,,,,,1993-01-01
SnoCross 2: Featuring Blair Morgan,PS2,Sports,Crave Entertainment,Sensory Sweep,,,,,,,2007-02-07
Snoopy Tennis,GB,Sports,Infogrames,Mermaid Studios,,,,,,,2001-04-06
Snoopy's Silly Sports Spectacular!,NES,Sports,Kemco,Kemco,,,,,,,1990-04-01
Snow Rider,PS2,Sports,Phoenix Games,Phoenix Games,,,,,,,2006-10-06
Snow Wave: Avalanche,PC,Sports,eGames,Midas Interactive Entertainment,,,,,,,2002-01-01
Snowboard Champion,GB,Sports,Bottom Up,Dream Japan,,,,,,,2000-03-31
Snowboard Racer 2,PS2,Sports,Midas Interactive Entertainment,D3 Publisher,,,,,,,2003-11-07
Snowboard Riot,WW,Sports,Hudson Entertainment,Hudson Soft,,,,,,,2009-02-02
Soccer,VC,Sports,Nintendo,"Iwasaki Electronics Co., Ltd.",,,,,,,2006-11-19
Soccer,GB,Sports,Tonkin House,Tonkin House,,,,,,,1991-06-07
Soccer,5200,Sports,Unknown,Atari,,,,,,,
Soccer Bashi,PC,Sports,Icon Games,Icon Games,,,,,,,
Soccer Bashi,PSN,Sports,Icon Games,Icon Games,,,,,,,2011-02-15
Soccer Manager,GB,Sports,Acclaim Entertainment,Broadsword Interactive,,,,,,,2000-07-07
Soccer Mania,GB,Sports,Sony Imagesoft,Kitty Group,,,,,,,1992-03-01
Soccer Tsuku Tokudai Gou 2: J-League Pro Soccer Club o Tsukurou,DC,Sports,Sega,Smilebit,,,,,,,2001-12-13
Soccer Up!,WW,Sports,Unknown,EnjoyUp Games,,,,,,,
Soccer Yarou! Challenge the World,WS,Sports,Coconuts Japan,Coconuts Japan,,,,,,,1999-08-12
Sonic Spike,PCE,Sports,IGS,IGS,,,,,,,1990-01-01
Space Football - One on One,SNES,Sports,Triffix,Argonaut Games,,,,,,,1992-01-01
Space Jam,SAT,Sports,Acclaim Entertainment,Sculptured Software,,,,,,,1996-01-01
Space Jam,PC,Sports,Acclaim Entertainment,Sculptured Software,,,,,,,1997-01-07
Space Squash,VB,Sports,Coconuts Japan,Tomcat System,,,,,,,1995-09-29
Speedball,MS,Sports,Imageworks,Bitmap Brothers,,,,,,,1990-01-01
Speedball 2,GB,Sports,Mindscape,Spidersoft,,,,,,,1992-10-01
Speedball 2,MS,Sports,Virgin Interactive,Bitmap Brothers,,,,,,,1992-01-01
Speedball 2 Evolution,PSN,Sports,Unknown,Tower Studios Ltd,,,,,,,
Speedball 2 Tournament,PC,Sports,Frogster Interactive,Kylotonn,,,,,,,2008-11-27
Speedball 2: Brutal Deluxe,GBA,Sports,Wanadoo,Crawfish Interactive,,,,,,,2002-09-13
Speedball 2: Brutal Deluxe,GEN,Sports,Arena Entertainment,The Bitmap Brothers,,,,,,,1986-01-01
Speedball 2: Brutal Deluxe,XBL,Sports,Empire Interactive,Razorworks Studios,,,,,,,2007-10-17
Sports Action Pack,2600,Sports,Activision,Activision,,,,,,,1988-01-01
Sports Collection,GB,Sports,Tonkin House,Tonkin House,,,,,,,1996-09-27
Sports Fest,Wii,Sports,Unknown,Hudson Soft,,,,,,,
Sports Illustrated for Kids: The Ultimate Triple Dare,GB,Sports,Malibu Games,Halestorm,,,,,,,1994-04-01
Sports Illustrated Golf,GG,Sports,Sega,Sega,,,,,,,1994-01-01
Sports Illustrated Golf Classic,GB,Sports,Malibu Games,Unexpected Development,,,,,,,1994-10-01
Sports Illustrated: Championship Football & Baseball,GB,Sports,Malibu Games,Halestorm,,,,,,,1993-10-01
Sports Illustrated: Championship Football & Baseball,GG,Sports,Black Pearl,Unexpected Development,,,,,,,1993-01-01
Sports Illustrated: Championship Football & Baseball,SNES,Sports,Malibu Games,Malibu Games,,,,,,,1994-02-01
Sports Jam,DC,Sports,Agetec,Wow Entertainment,7.5,,,,,,2001-07-18
Sports Pad Football,MS,Sports,Sega,Sega,,,,,,,1987-01-01
Sports Pad Soccer,MS,Sports,Sega,Sega,,,,,,,1988-10-29
Sports Talk Baseball,GEN,Sports,Sega,Sega,,,,,,,1992-01-01
Sportsmans Pack 2-in-1,GBA,Sports,Activision,ImageBuilder Software / Torus Games,,,,,,,2005-08-15
Squash,PC,Sports,Unknown,Team6 Game Studios,,,,,,,
SSX 3,GIZ,Sports,EA Sports BIG,Gizmondo Studios,,,,,,,2005-10-22
SSX On Tour,PSN,Sports,Electronic Arts,EA Canada,8.1,,,,,,2011-06-08
SSX Out of Bounds,NGage,Sports,Nokia,Exient Entertainment,6.9,,,,,,2005-01-24
St Andrews: Eikou to Rekishi no Old Course,SNES,Sports,Epoch,Epoch,,,,,,,1995-09-15
Steep,PC,Sports,Ubisoft,Ubisoft Annecy,,,,,,,2016-12-02
Steep Slope Sliders,SAT,Sports,Sega,Cave,,,,,,,1997-11-30
Steeplechase,2600,Sports,Sears,Sears,,,,,,,1981-01-01
Step Up,WW,Sports,GolemLabs,GolemLabs,,,,,,,2011-11-10
Steve Davis Snooker,PC,Sports,Unknown,CDS Software Ltd,,,,,,,
Steven Gerrard's Total Soccer 2002,GBA,Sports,Ubisoft,Exient Entertainment,,,,,,,2001-10-19
Street Cricket Champions,PSP,Sports,Sony Computer Entertainment,Sony Computer Entertainment India,,,,,,,2010-10-01
Street Cricket Champions,PS2,Sports,Sony Computer Entertainment,Sony Computer Entertainment India,,,,,,,2010-10-01
Street Hoop,NG,Sports,SNK,Data East,,,,,,,1995-01-20
Street Racquetball,PS,Sports,Agetec,Highwaystar,,,,,,,2003-01-07
Street Sk8er,PSN,Sports,Electronic Arts,Micro Cabin,,,,,,,2008-05-06
Street Sk8er 2,PSN,Sports,Electronic Arts,Micro Cabin,,,,,,,2009-03-12
Street Slam,VC,Sports,D4 Enterprise,Data East,,,,,,,2010-11-01
Striker,GG,Sports,Sega,Rage Software,,,,,,,1994-01-01
Striker '96,PC,Sports,Acclaim Entertainment,Rage Software,,,,,,,1996-08-31
Striker '96,SAT,Sports,Acclaim Entertainment,Rage Software,,,,,,,1996-01-01
Striker Pro 2000,DC,Sports,Atari,Rage Software,6.8,,,,,,2000-05-31
Striker: World Cup Special,3DO,Sports,Panasonic Interactive Media,Rage Software,,,,,,,1995-01-01
Stunt Racer 64,N64,Sports,Midway Games,Boss Game Studios,7.0,,,,,,2000-10-01
Summer Athletics 2009,PC,Sports,DTP Entertainment,49Games,,,,,,,2009-07-10
Summer Games,7800,Sports,Atari,Atari,,,,,,,1987-01-01
Summer Games,2600,Sports,Epyx,Epyx,,,,,,,1987-01-01
Summer Games,MS,Sports,Sega,Epyx,,,,,,,1988-01-01
Summer Games II,VC,Sports,Commodore,Epyx,,,,,,,2009-03-16
Super Baseball 2020,GEN,Sports,Electronic Arts,Pallas,,,,,,,1994-03-03
Super Baseball 2020,NG,Sports,SNK,Pallas,,,,,,,1991-10-25
Super Bases Loaded,SNES,Sports,Jaleco,Jaleco Entertainment,,,,,,,1991-01-01
Super Bases Loaded 2,SNES,Sports,Jaleco,Jaleco Entertainment,,,,,,,1994-01-01
Super Bases Loaded 3: License to Steal,SNES,Sports,Jaleco,Jaleco Entertainment,,,,,,,1995-02-01
Super Black Bass,GB,Sports,Hot-B,Starfish,,,,,,,1998-11-01
Super Black Bass,SNES,Sports,Hot-B,Starfish,,,,,,,1993-04-01
Super Black Bass Pocket 2,GB,Sports,Starfish,"Hot-B Co., Ltd.",,,,,,,1997-06-20
Super Black Bass: Real Fight,GB,Sports,Starfish,Hot-B,,,,,,,1999-12-10
Super Bowling,SNES,Sports,Technos Japan Corporation,Athena,,,,,,,1992-09-01
Super Challenge Baseball,2600,Sports,Mattel Interactive,Mattel,,,,,,,1982-01-01
Super Challenge Football,2600,Sports,Mattel Interactive,Mattel,,,,,,,1982-01-01
Super Dodge Ball,VC,Sports,Aksys Games,Technos Japan Corporation,,,,,,,2008-09-22
Super Euro Soccer 2000,DC,Sports,Imagineer,Rage Software,,,,,,,2000-04-06
Super Family Gerende,SNES,Sports,Namco,Namco,,,,,,,1998-02-01
Super Famista 2,SNES,Sports,Namco,Namco,,,,,,,1993-03-12
Super Formation Soccer 94: World Cup Final Data,SNES,Sports,Human Entertainment,Human Entertainment,,,,,,,1994-09-22
Super Formation Soccer 95: della Serie A,SNES,Sports,Human Entertainment,Human Entertainment,,,,,,,1995-03-31
Super Formation Soccer 96: World Club Edition,SNES,Sports,Human Entertainment,Human Entertainment,,,,,,,1996-03-29
Super Formation Soccer II,SNES,Sports,Human Entertainment,Human Entertainment,,,,,,,1993-06-11
Super Golf,GG,Sports,Sage's Creation,Sage's Creation,,,,,,,1991-01-01
Super High Impact,SNES,Sports,Acclaim Entertainment,Beam Software,,,,,,,1993-01-01
Super International Cricket,SNES,Sports,Nintendo,Beam Software,,,,,,,1994-01-01
Super Kick Off,MS,Sports,U.S. Gold,Anco Software,,,,,,,1991-01-01
Super Kick Off,GEN,Sports,U.S. Gold,Tiertex Design Studios,,,,,,,1992-01-01
Super Kick Off,GB,Sports,Imagineer,Enigma Variations,,,,,,,1991-01-01
Super Kick Off,GG,Sports,Sega,Tiertex Design Studios,,,,,,,1991-01-01
Super Kyousouba: Kaze no Silpheed,SNES,Sports,King Records,King Records,,,,,,,1993-10-08
Super Live Stadium,PS,Sports,Aques,Aques,,,,,,,1998-01-01
Super Match Soccer,PS,Sports,Acclaim Entertainment,Acclaim,,,,,,,1998-08-01
Super Naxat Open: Golf de Shoubu da! Dorabocchan,SNES,Sports,Naxat Soft,Naxat Soft,,,,,,,1994-03-18
Super Oozumou Netsusen Dai-Ichiban,SNES,Sports,Namco,Namco,,,,,,,1992-12-18
Super Play Action Football,SNES,Sports,Nintendo,Nintendo R&D1,,,,,,,1992-08-01
Super Pocket Tennis,PSN,Sports,D3 Publisher,HuneX,,,,,,,2009-12-02
Super Power League 3,SNES,Sports,Hudson Soft,Hudson Soft,,,,,,,1995-08-10
Super Power League 4,SNES,Sports,Hudson Soft,Hudson Soft,,,,,,,1996-08-09
Super Power League FX,PCFX,Sports,Hudson Soft,Hudson Soft,,,,,,,1997-04-26
Super Punch-Out!!,VC,Sports,Nintendo,Nintendo IRD,,,,,,,2009-03-30
Super Punch-Out!!,SNES,Sports,Nintendo,Nintendo IRD,,,,,,,1994-10-01
Super Punch-Out!!,3DS,Sports,Nintendo,Nintendo IRD,,,,,,,2016-05-05
Super Real Fishing,GB,Sports,Bottom Up,Bottom Up,,,,,,,1999-10-08
Super Rugby,SNES,Sports,Tonkin House,Tonkin House,,,,,,,1994-10-21
Super Sidekicks,NG,Sports,SNK,SNK Corporation,,,,,,,1993-02-19
Super Sidekicks,PSN,Sports,SNK Playmore,SNK Corporation,,,,,,,2010-12-21
Super Sidekicks (PSP),PSN,Sports,SNK Playmore,SNK Corporation,,,,,,,2011-01-18
Super Sidekicks 2: The World Championship,NG,Sports,SNK,SNK Corporation,,,,,,,1994-01-01
Super Sidekicks 2: The World Championship (CD),NG,Sports,SNK,SNK Corporation,,,,,,,1994-01-01
Super Sidekicks 3: The Next Glory,NG,Sports,SNK,SNK Corporation,,,,,,,1995-04-07
Super Sidekicks 3: The Next Glory (CD),NG,Sports,SNK,SNK Corporation,,,,,,,1995-06-23
Super Slam Dunk,SNES,Sports,Virgin Interactive,Park Place Productions,,,,,,,1993-07-01
Super Slap Shot,SNES,Sports,Virgin Interactive,Ringler Studios,,,,,,,1993-08-01
Super Soccer,SNES,Sports,Nintendo,Nintendo,,,,,,,1986-01-01
Super Spike V'Ball,NES,Sports,Nintendo,Technos Japan Corporation,,,,,,,1990-02-01
Super Spike V'Ball / Nintendo World Cup,NES,Sports,Nintendo,Technos Japan Corporation,,,,,,,1990-02-01
Super Team Games,NES,Sports,Nintendo,Human Entertainment,,,,,,,1988-11-01
Super Tennis,SNES,Sports,Nintendo,Tonkin House,,,,,,,1991-11-01
Super Tennis,MS,Sports,Sega,Sega,,,,,,,1986-01-01
Super Ultra Baseball 2,SNES,Sports,Culture Brain,Culture Brain,,,,,,,1994-07-28
Super Volleyball,PCE,Sports,NEC,Micronics,,,,,,,1990-01-01
Super Volleyball,GEN,Sports,Video System,Micronics,,,,,,,1991-01-01
Supersonic Acrobatic Rocket-Powered Battle-Cars,PSN,Sports,Psyonix,Psyonix Studios,,,,,,,2008-10-09
Surf Riders,PSN,Sports,GungHo,ACOT,,,,,,,2011-04-13
Surf's Up,GBA,Sports,Ubisoft,Ubisoft Quebec,,,,,,,2007-05-30
Surf's Up,PC,Sports,Ubisoft,Ubisoft Montreal,,,,,,,2007-06-01
Sydney 2000,PC,Sports,Eidos Interactive,Attention To Detail,,,,,,,2000-08-31
Sydney 2000,DC,Sports,Eidos Interactive,Attention To Detail,5.2,,,,,,2000-08-31
T&C Surf Designs: Thrilla's Surfari,NES,Sports,LJN,Sculptured Software,,,,,,,1992-03-01
TabeBALL,XBL,Sports,Microsoft,idle han,,,,,,,2009-07-23
Table Football,Wii,Sports,505 Games,505 Games,,,,,,,2008-08-15
Table Soccer X,XBL,Sports,Unknown,Arcade Concept,,,,,,,
Takahashi Naoko no Marathon Shiyouyo!,PS2,Sports,Taito,Taito Corporation,,,,,,,2003-11-13
Takin' It to the Hoop,PCE,Sports,NEC,Aicom,,,,,,,1990-01-01
Tap Sports Baseball,And,Sports,Glu Mobile Inc.,Glu Mobile Inc.,,,,,,,2014-08-14
Target Toss Pro: Bags,WW,Sports,Incredible Technologies,n-Space,,,,,,,2008-11-17
Target Toss Pro: Lawn Darts,WW,Sports,Incredible Technologies,"Incredible Technologies, Inc.",,,,,,,2010-09-27
Team USA Basketball,GEN,Sports,Electronic Arts,Electronic Arts,,,,,,,1992-01-01
Tech Deck Skateboarding,GB,Sports,Activision,Handheld Games,,,,,,,2001-03-25
Tecmo Bad News Baseball,NES,Sports,Tecmo,Tecmo,,,,,,,1990-06-01
Tecmo Baseball,NES,Sports,Tecmo,Tecmo,,,,,,,1989-01-01
Tecmo Bowl,XBL,Sports,Unknown,Tecmo,,,,,,,
Tecmo Bowl,VC,Sports,Tecmo,Tecmo,,,,,,,2007-03-12
Tecmo Bowl,GB,Sports,Tecmo,Tecmo,,,,,,,1991-09-01
Tecmo Bowl (Arcade),VC,Sports,Tecmo,Tecmo,6.5,,,,,,2009-08-03
Tecmo Bowl 2,GB,Sports,Tecmo,Tecmo,,,,,,,1994-12-24
Tecmo Bowl Throwback,XBL,Sports,Tecmo Koei,Southend Interactive,,,,,,,2010-04-28
Tecmo Bowl Throwback,PSN,Sports,Tecmo Koei,Southend Interactive,,,,,,,2010-06-01
