"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"12.630","SAI NOT AVAILABLE","GAME AND FISH, ARIZONA DEPT OF","55000","PHOENIX","013","MARICOPA COUNTY","ARIZONA","850234312","Government codes: State government","new assistance action","90","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020032","","144954","","0","","144954","07/21/2010","07/21/2010","03/31/2012","cooperative agreement  (B)","action-by-action reporting","","","0455000","ARIZONA","PHOENIX","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","ARIZONA","STATUS & DISTRIBUTION OF LE CONTE'S THRASHER: A SPECIES AT RISK ON 3 SOUTHWESTERN MILITARY INSTALLATIONS"
"12.599","SAI NOT AVAILABLE","CALIFORNIA STATE UNIVERSITY LO","43000","LONG BEACH","037","LOS ANGELES COUNTY","CALIFORNIA","908154669","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00341010011","","2880000","","0","","2880000","09/24/2010","09/24/2010","09/23/2011","project grant  (B)","action-by-action reporting","","","0643000","CALIFORNIA","LONG BEACH","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","TO FUND RESEACH AND DEVELOPMENT FOR CRITCAL FOREIGN LANGUAGES"
"12.630","SAI NOT AVAILABLE","ULTRACELL CORPORATION","41992","LIVERMORE","001","ALAMEDA COUNTY","CALIFORNIA","945519291","Private: profit organization","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","FA86501022000   0004","","300000","","0","","300000","08/27/2010","12/03/2009","10/03/2011","cooperative agreement  (B)","action-by-action reporting","","","0641992","CALIFORNIA","LIVERMORE","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","CALIFORNIA","IMPROVED METHANOL FUEL CELL FOR BRITES"
"12.600","SAI NOT AVAILABLE","SACRAMENTO, COUNTY OF","44756","MCCLELLAN AFB","067","SACRAMENTO COUNTY","CALIFORNIA","958141280","Government codes: county government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010080   0002","","800000","","0","","800000","09/16/2010","02/01/2008","09/30/2012","project grant  (B)","action-by-action reporting","","","0644756","CALIFORNIA","MCCLELLAN AFB","COMMUNITY ECONOMIC ADJUSTMENT","DOD-OFFICE OF THE SECRETARY OF DEFENSE","CALIFORNIA","SPECIAL PROGRAMS (SP)"
"12.910","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","947045940","Government codes: State controlled institutions of higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111020002","","300000","","0","","300000","09/22/2010","12/11/2009","06/11/2011","cooperative agreement  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","MEMS SWEEPER WITH HIGH CONTRAST GRATING MIRRORS"
"12.910","SAI NOT AVAILABLE","CALIFORNIA INSTITUTE OF TECHNO","56000","PASADENA","037","LOS ANGELES COUNTY","CALIFORNIA","911250001","Government codes: State controlled institutions of higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010076","","100000","","0","","100000","07/31/2010","07/31/2010","07/30/2011","project grant  (B)","action-by-action reporting","","","0656000","CALIFORNIA","PASADENA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","NOVEL ANTI-FOGGING NANOSTRUCTURE FABRICATION METHODS"
"12.910","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","99037","LOS ANGELES COUNTY","037","LOS ANGELES COUNTY","CALIFORNIA","900246523","Government codes: State controlled institutions of higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q1010017","","299233","","0","","299233","09/28/2010","09/28/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","0699037","CALIFORNIA","LOS ANGELES COUNTY","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA",""MULTI-MODAL MEMS RESONATOR TUNING VIA MASS PERTURBATION""
"12.910","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","69070","SANTA BARBARA","083","SANTA BARBARA COUNTY","CALIFORNIA","931060001","Government codes: State controlled institutions of higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q1010010","","730923","","0","","730923","07/27/2010","07/27/2010","12/31/2012","project grant  (B)","action-by-action reporting","","","0669070","CALIFORNIA","SANTA BARBARA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","CALIFORNIA","TITANIUM MEMS FOR THERMAL GROUND PLANES"
"12.630","SAI NOT AVAILABLE","ENGINEERING-ENVIRONMENTAL MANA","24785","ENGLEWOOD","005","ARAPAHOE COUNTY","COLORADO","801125952","Private: profit organization","new assistance action","90","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020038","","104650","","0","","104650","07/12/2010","07/12/2010","12/31/2011","cooperative agreement  (B)","action-by-action reporting","","","0824785","COLORADO","ENGLEWOOD","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","COLORADO","CULTURAL RESOURCES PUBLIC OUTREACH AND INTERPRETATION SOURCE BOOK"
"12.630","SAI NOT AVAILABLE","NATIONAL ENVIRONMENTAL EDUCATI","50000","WASHINGTON","001","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA","200082326","Nonprofit agencies: other nonprofit","new assistance action","98","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020029","","154758","","0","","154758","07/02/2010","07/02/2010","12/31/2010","cooperative agreement  (B)","action-by-action reporting","","","1150000","DISTRICT OF COLUMBIA","WASHINGTON","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","DISTRICT OF COLUMBIA","NATIONAL PUBLIC LANDS DAY"
"12.800","SAI NOT AVAILABLE","SCHOOL BOARD OF OKALOOSA COUNT","24475","FORT WALTON BEACH","091","OKALOOSA COUNTY","FLORIDA","325485547","Government codes: county government","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA86511020001","","57950","","0","","57950","07/14/2010","07/15/2010","07/14/2011","cooperative agreement  (B)","action-by-action reporting","","","1224475","FLORIDA","FORT WALTON BEACH","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FLORIDA","NATIONAL DEFENSE EDUCATION PROGRAM (NDEP) - SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS (STEM) EDUCATION"
"12.800","SAI NOT AVAILABLE","MOREHOUSE COLLEGE","04000","ATLANTA","121","FULTON COUNTY","GEORGIA","303143773","Private: private higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010542","","2999335","","0","","2999335","09/16/2010","09/15/2010","09/14/2014","project grant  (B)","action-by-action reporting","","","1304000","GEORGIA","ATLANTA","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","GEORGIA","TAS::97 0400::TAS "THE DR. JOHN H. HOPPS JR. DEFENSE RESEARCH SCHOLARS PROGRAM""
"12.910","SAI NOT AVAILABLE","GEORGIA TECH RESEARCH CORPORAT","04000","ATLANTA","121","FULTON COUNTY","GEORGIA","303320001","Nonprofit agencies: other nonprofit","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010075","","720922","","0","","720922","09/08/2010","09/08/2010","09/09/2011","project grant  (B)","action-by-action reporting","","","1304000","GEORGIA","ATLANTA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","GEORGIA","MULTIMODAL MULTIPLEXED INTEGRATED PHOTONIC SENSORS FOR CHEMICAL AND BIOLOGICAL SENSING"
"12.599","SAI NOT AVAILABLE","PACIFIC AVIATION MUSEUM PEARL","17000","HONOLULU","003","HONOLULU COUNTY","HAWAII","968191850","Nonprofit agencies: other nonprofit","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00341010009","","3840000","","0","","3840000","09/30/2010","09/30/2010","09/29/2011","project grant  (B)","action-by-action reporting","","","1517000","HAWAII","HONOLULU","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HAWAII","ARREST DETERIORATION OF FORD ISLAND AVIATION CONTROL TOWER"
"12.599","SAI NOT AVAILABLE","UNIVERSITY OF HAWAII","17000","HONOLULU","003","HONOLULU COUNTY","HAWAII","968222219","Nonprofit agencies: other nonprofit","funding adjustment to completed project","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00341020001   0003","","190000","","0","","190000","07/26/2010","12/16/2009","12/15/2010","cooperative agreement  (B)","action-by-action reporting","","","1517000","HAWAII","HONOLULU","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HAWAII","INCREASE FUNDING FOR POP FOR BASE YEAR"
"12.910","SAI NOT AVAILABLE","BUSINESS, ECONOMIC DEVELOPMENT","23000","KAILUA","001","HAWAII COUNTY","HAWAII","967402637","Private: all other","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","02","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00110720005   0005","","7885000","","0","","7885000","09/30/2010","04/01/2007","09/30/2011","cooperative agreement  (B)","action-by-action reporting","","","1523000","HAWAII","KAILUA","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HAWAII","CENTER FOR EXCELLENCE FOR RESEARCH I OCEAN SCIENCE"
"12.910","SAI NOT AVAILABLE","UNIVERSITY OF ILLINOIS","12385","CHAMPAIGN","019","CHAMPAIGN COUNTY","ILLINOIS","618013620","Private: private higher education","new assistance action","15","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010077","","845514","","0","","845514","09/07/2010","08/26/2010","08/26/2012","project grant  (B)","action-by-action reporting","","","1712385","ILLINOIS","CHAMPAIGN","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","ILLINOIS","STRUCTURAL LOGIC: TAILORING STIFFNESS AND DAMPING OF LARGE SCALE STRUCTURES VIA PASSIVE NONLINEAR TARGETED ENERGY TRANSFER"
"12.599","SAI NOT AVAILABLE","NATIONAL WORLD WAR II MUSEUM I","55000","NEW ORLEANS","071","ORLEANS (PARISH)","LOUISIANA","701303813","Nonprofit agencies: other nonprofit","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HQ00341010002","","19670000","","0","","19670000","07/01/2010","04/01/2010","12/30/2011","project grant  (B)","action-by-action reporting","","","2255000","LOUISIANA","NEW ORLEANS","CONGRESSIONALLY DIRECTED ASSISTANCE","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","LOUISIANA","TO FUND THE CONSTRUCTION OF U.S. FREEDOM PAVILLION, LAND, SEA & AIR."
"12.404","SAI NOT AVAILABLE","MILITARY, MARYLAND DEPARTMENT","04000","BALTIMORE","510","BALTIMORE","MARYLAND","212012288","Government codes: State government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","W912K60524001   0007","","2100000","","700000","","2800000","07/28/2010","07/01/2010","06/30/2011","cooperative agreement  (B)","action-by-action reporting","","","2404000","MARYLAND","BALTIMORE","NATIONAL GUARD CIVILIAN YOUTH OPPORTUNITIES","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","NG YOUTH CHALLENGE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010019","","50000","","0","","50000","09/28/2010","10/01/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","ROLE OF GUT ASSOCIATED LYPHOID TISSUE I HIV-1 PERSISTENCE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010015","","664789","","0","","664789","09/27/2010","09/01/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DISASTER PLANNING PREPAREDNESS PROGRAM DP3"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010016","","75000","","0","","75000","09/22/2010","09/01/2010","09/30/2013","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","MILITARY CLINICAL INITIATED RESEARCH AWARD"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010010","","3659627","","0","","3659627","09/15/2010","09/16/2010","03/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","COOPERATIVE BIOLOGICAL ENGAGEMENT PROGRAM PAKISTAN"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010017","","1004000","","0","","1004000","09/15/2010","09/01/2010","09/30/2014","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","MECHANISMS OF BMP-2 INDUCED NEUROPATHIC PAIN AFTER SPINE FUSION"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010009","","561567","","0","","561567","09/09/2010","08/31/2010","07/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","CAMPYLOBACTER SURFACE ANTIGENS AND PATHOGENESIS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010012","","816547","","0","","816547","09/07/2010","10/01/2010","09/30/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DENGUE VACCINE DEVELOPMENT"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS15","","439253","","0","","439253","08/19/2010","09/01/2010","08/31/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","A COACHING INTERVENTION TO PROMOTE NUTRITION AND BONE HEALTH IN DEPLOYED SOLDIERS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010011","","210092","","0","","210092","08/19/2010","10/01/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DEVELOPMENT OF INFECTIOUS DISEASE DIAGNOSTICS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS17","","352847","","0","","352847","08/17/2010","09/01/2010","08/31/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","MILITARY MEDICS INSIGHT INTO PROVIDING WOMENS HEALTH SERVICE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS18","","148376","","0","","148376","08/13/2010","09/01/2010","08/31/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","EVALUATION OF PROFESSIONAL PRACTICE MODEL IN THE AMBULATORY CARE SETTING"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS16","","105527","","0","","105527","08/12/2010","09/01/2010","02/29/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","US ARMY NURSES REINTEGRATION AND HOMECOMING AFTER IRAQ AND AFGHANISTAN"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS14","","450000","","0","","450000","08/11/2010","09/01/2010","08/31/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","WORKLOAD INTENSITY THE NUIRSING PRACTICE ENVIRONMENT AND ADVESE EVENTS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010004","","3555052","","0","","3555052","08/03/2010","08/04/2010","09/30/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DTRA MEDICAL CHEMICAL AND BIOLOGICAL SCIENCE AND TECHNOLOGY PROGRAM"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011010005","","871550","","0","","871550","08/02/2010","06/01/2010","05/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","PANDEMIC RESPONSE PROGRAM (PRP)"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS13","","18388","","0","","18388","07/30/2010","08/01/2010","07/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","QIGONG AS A NOVEL INTERVENTION FOR SOLDIERS WITH MILD TRAUMATIC BRAIN INJURY"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS11","","44700","","0","","44700","07/19/2010","08/01/2010","07/31/2012","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","THERAPEUTIC TARGETING OF P2X7 AFTER TBI"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU0001101TS09","","117430","","0","","117430","07/10/2010","09/01/2010","02/29/2012","block grant  (A)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","UNDERSTANDING AND IMPROVING MODIFLABLE CARDIOVASCULAR RISKS WITHIN THE AIR FORCE"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00011020006","","1899385","","0","","1899385","07/10/2010","08/01/2010","07/31/2011","cooperative agreement  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","NATURAL HISTORY STUDY CLINICAL CORRELATES OF TRAUMATIC BRAIN INJURY"
