"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"81.113","SAI EXEMPT","PENNSYLVANIA STATE UNIVERSITY, THE","73808","STATE COLLEGE","027","CENTRE COUNTY","PENNSYLVANIA","168027000","Government codes: State controlled institutions of higher education","new assistance action","05","ENERGY, DEPARTMENT OF","DENA0000667     A000","","260000","","0","","260000","08/27/2010","08/27/2010","08/31/2011","project grant  (B)","action-by-action reporting","","","4273808","PENNSYLVANIA","STATE COLLEGE","DEFENSE NUCLEAR NONPROLIFERATION RESEARCH","ENERGY, DEPARTMENT OF","PENNSYLVANIA","TAS::89 0309::TAS SUPER-RESOLUTION IN REMOTE SENSING BY QUANTUM PHASE AMPLIFICATION"
"12.800","SAI NOT AVAILABLE","GORDON RESEARCH CONFERENCES IN","78080","WEST KINGSTON","009","WASHINGTON COUNTY","RHODE ISLAND","028921502","Nonprofit agencies: other nonprofit","new assistance action","02","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010445","","4500","","0","","4500","07/30/2010","08/15/2010","11/14/2010","project grant  (B)","action-by-action reporting","","","4478080","RHODE ISLAND","WEST KINGSTON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","RHODE ISLAND","TAS::57 3600::TAS "ELECTRONIC PROCESSES IN ORGANIC MATERIALS""
"12.800","SAI NOT AVAILABLE","GORDON RESEARCH CONFERENCES IN","78080","WEST KINGSTON","009","WASHINGTON COUNTY","RHODE ISLAND","028921502","Nonprofit agencies: other nonprofit","new assistance action","02","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010376","","10000","","0","","10000","07/08/2010","07/15/2010","12/14/2010","project grant  (B)","action-by-action reporting","","","4478080","RHODE ISLAND","WEST KINGSTON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","RHODE ISLAND","TAS::57 3600::TAS"2010 NEUROBIOLOGY OF COGITION GORDON RESEARCH CONFERENCE""
"81.113","SAI EXEMPT","CLEMSON UNIVERSITY","14950","CLEMSON","077","PICKENS COUNTY","SOUTH CAROLINA","296340000","Government codes: State controlled institutions of higher education","new assistance action","03","ENERGY, DEPARTMENT OF","DENA0000421     A000","","273500","","0","","273500","08/30/2010","08/30/2010","08/31/2011","project grant  (B)","action-by-action reporting","","","4514950","SOUTH CAROLINA","CLEMSON","DEFENSE NUCLEAR NONPROLIFERATION RESEARCH","ENERGY, DEPARTMENT OF","SOUTH CAROLINA","TAS::89 0309::TAS CLEMSON UNIVERSITY, COMPACT HIGHLY SENSITIVE AND SELECTIVE MID-INFRARED (MIR) CHEMICAL SENSORS"
"11.611","EXE","UNIVERSITY OF TENNESSEE","40000","KNOXVILLE","093","KNOX COUNTY","TENNESSEE","37996","Government codes: State controlled institutions of higher education","new assistance action","02","DEPT. OF COMM. - NAT'L INSTITUTE OF STANDARDS & TECHNOLOGY","70NANB10H312    0","","10000","","0","","10000","09/15/2010","09/01/2010","09/30/2010","cooperative agreement  (B)","action-by-action reporting","","","4740000","TENNESSEE","KNOXVILLE","MANUFACTURING EXTENSION PARTNERSHIP","DEPT. OF COMM. - NAT'L INSTITUTE OF STANDARDS & TECHNOLOGY","TENNESSEE","DEFENSE LOGISTICS AGENCY - FINDING & DEVELOPING MANUFACTURERS TO SUPPLY HARD TO SOURCE COMPONENTS TO THE DLA."
"12.800","SAI NOT AVAILABLE","VANDERBILT UNIVERSITY, THE","52004","NASHVILLE-DAVIDSON","037","DAVIDSON COUNTY","TENNESSEE","372032416","Private: private higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010366","","13355","","0","","13355","07/12/2010","09/01/2010","11/30/2010","project grant  (B)","action-by-action reporting","","","4752004","TENNESSEE","NASHVILLE-DAVIDSON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","TENNESSEE","TAS:: 57 3600::TAS "ULTRAFAST SILICON-BASED MODULATORS USING OPTICAL SWITCHING OF VANADIUM DIOXIDE""
"81.113","SAI EXEMPT","UNIVERSITY OF TENNESSEE","40000","KNOXVILLE","093","KNOX COUNTY","TENNESSEE","379961529","Government codes: State controlled institutions of higher education","new assistance action","02","ENERGY, DEPARTMENT OF","DENA0000471     A000","","250000","","0","","250000","05/27/2010","05/27/2010","06/01/2011","project grant  (B)","action-by-action reporting","late reporting of an action occurring in a prior quarter","20103","4740000","TENNESSEE","KNOXVILLE","DEFENSE NUCLEAR NONPROLIFERATION RESEARCH","ENERGY, DEPARTMENT OF","TENNESSEE","TAS::89 0309::TAS  THIN-FILM BORON PHOSPHIDE NEUTRON DETECTOR (PDP10-71)"
"81.113","SAI EXEMPT","MEMPHIS UNIVERSITY OF","48000","MEMPHIS","157","SHELBY COUNTY","TENNESSEE","381520000","Government codes: State controlled institutions of higher education","funding adjustment to completed project","90","ENERGY, DEPARTMENT OF","FC52-03NA99512  A002","-","84985","","0","-","84985","06/18/2010","09/09/2003","09/29/2006","cooperative agreement  (B)","action-by-action reporting","late reporting of an action occurring in a prior quarter","20103","4748000","TENNESSEE","MEMPHIS","DEFENSE NUCLEAR NONPROLIFERATION RESEARCH","ENERGY, DEPARTMENT OF","TENNESSEE","SEISMIC SOURCES AND WAVE PROPAGATION IN WESTERN INDIA"
"12.800","SAI NOT AVAILABLE","TRIQUINT SEMICONDUCTOR TEXAS L","61796","RICHARDSON","085","COLLIN COUNTY","TEXAS","750801324","Private: profit organization","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA86501025505","","6379300","","0","","6379300","09/30/2010","09/17/2010","09/17/2013","cooperative agreement  (B)","action-by-action reporting","","","4861796","TEXAS","RICHARDSON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","TEXAS","GAN ON SIC RADAR/EW MMIC PRODUCTION CAPACITY; TAS #97X0360."
"12.800","SAI NOT AVAILABLE","UNIVERSITY OF TEXAS HEALTH SCI","35000","HOUSTON","201","HARRIS COUNTY","TEXAS","770305400","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010520","","179811","","0","","179811","09/02/2010","09/15/2010","09/14/2015","project grant  (B)","action-by-action reporting","","","4835000","TEXAS","HOUSTON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","TEXAS","TAS::57 3600::TAS "ELECTROPLATING OF RHENIUM AND ITS ALLOYS""
"12.800","SAI NOT AVAILABLE","WILLIAM MARSH RICE UNIVERSITY","35000","HOUSTON","201","HARRIS COUNTY","TEXAS","770051827","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA86511020006","","21644","","0","","21644","09/13/2010","09/13/2010","03/31/2011","cooperative agreement  (B)","action-by-action reporting","","","4835000","TEXAS","HOUSTON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","TEXAS","TAS # :  573600 - WASABI:  WAVELET ANALYSIS OF STRUCTURAL ANOMALIES USING BASELINE IMPULSE-RESPONSE"
"12.800","SAI NOT AVAILABLE","WILLIAM MARSH RICE UNIVERSITY","35000","HOUSTON","201","HARRIS COUNTY","TEXAS","770051827","Private: private higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010469","","105304","","0","","105304","08/05/2010","08/15/2010","08/14/2013","project grant  (B)","action-by-action reporting","","","4835000","TEXAS","HOUSTON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","TEXAS","TAS::57 3600::TAS "PLEXCITONICS: COUPLED PLASMON-EXCITON SYSTEMS WITH TAILORABLE PROPERTIES""
"12.800","SAI NOT AVAILABLE","US FERROICS LLC","65600","SAN MARCOS","209","HAYS COUNTY","TEXAS","786668280","Private: small business","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010506","","59941","","0","","59941","09/28/2010","09/30/2010","09/29/2013","project grant  (B)","action-by-action reporting","","","4865600","TEXAS","SAN MARCOS","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","TEXAS","TAS::5700 3600::TAS "OPTICAL SENSING AND IMAGING OPPORTUNITIES""
"12.800","SAI NOT AVAILABLE","ARLINGTON BUSINESS ACCELERATOR","04000","ARLINGTON","439","TARRANT COUNTY","TEXAS","760107402","Private: all other","new assistance action","90","AIR FORCE-AIR FORCE MATERIEL COMMAND","FA86501039701","","2450000","","0","","2450000","07/30/2010","07/30/2010","07/29/2016","other reimbursable, contingent, intangible, or indirect financial assistance","action-by-action reporting","","","4804000","TEXAS","ARLINGTON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE MATERIEL COMMAND","TEXAS","TAS: :97 0400: :TAS       TECHCOMM CORE EFFORT"
"12.800","SAI NOT AVAILABLE","BRIGHAM YOUNG UNIVERSITY","62470","PROVO","049","UTAH COUNTY","UTAH","846021231","Private: private higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA86511010008","","150000","","0","","150000","08/31/2010","08/31/2010","11/30/2011","project grant  (B)","action-by-action reporting","","","4962470","UTAH","PROVO","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","UTAH","TAS :: 57 3600 :: TAS   MINATURE SELF-DEPLOYING SYSTEMS IN CLUTTERED/CONFINED ENVIRONMENTS"
"12.800","SAI NOT AVAILABLE","GEORGE MASON UNIVERSITY","26496","FAIRFAX","600","FAIRFAX","VIRGINIA","220304422","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010385","","1000000","","2500000","","3500000","07/09/2010","07/15/2010","07/14/2015","project grant  (B)","action-by-action reporting","","","5126496","VIRGINIA","FAIRFAX","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","VIRGINIA","TAS::57 3600::TAS "CENTEC: CENTER FOR EXCELLENCE IN NEUROERGONOMICS, TECHNOLOGY, AND COGNITION""
"12.800","SAI NOT AVAILABLE","NATIONAL INSTITUTE OF AEROSPAC","35000","HAMPTON","650","HAMPTON","VIRGINIA","236666186","Private: all other","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010451","","250000","","0","","250000","08/13/2010","08/15/2010","08/14/2013","project grant  (B)","action-by-action reporting","","","5135000","VIRGINIA","HAMPTON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","VIRGINIA","TAS::57 3600::TAS "ELECTROACTIVE, RADIATION-SHIELDING BORON NITRIDE POLYMER COMPOSITES""
"12.800","SAI NOT AVAILABLE","NATIONAL INSTITUTE OF AEROSPAC","35000","HAMPTON","650","HAMPTON","VIRGINIA","236666186","Nonprofit agencies: other nonprofit","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010386","","67052","","0","","67052","08/23/2010","08/15/2010","08/14/2011","project grant  (B)","action-by-action reporting","","","5135000","VIRGINIA","HAMPTON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","VIRGINIA","TAS::57 3600::TAS "RELATING CHEMICAL AND TOPOGRAPHICAL MODIFICATION OF MATERIALS TO MACROSCOPIC ADHESION""
"12.800","SAI NOT AVAILABLE","VIRGINIA POLYTECHNIC INSTITUTE","07784","BLACKSBURG","121","MONTGOMERY COUNTY","VIRGINIA","240615000","Government codes: State controlled institutions of higher education","new assistance action","09","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010427","","188253","","0","","188253","08/05/2010","08/01/2010","07/31/2013","project grant  (B)","action-by-action reporting","","","5107784","VIRGINIA","BLACKSBURG","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","VIRGINIA","TAS::57 3600::TAS "STRUCTURAL DYNAMICS OF CABLE-HARNESSED SPACECRAFT STRUCTURES""
"12.300","SAI NOT AVAILABLE","LUMMI INDIAN BUSINESS COUNCIL","05280","BELLINGHAM","073","WHATCOM COUNTY","WASHINGTON","982269291","Nonprofit agencies: Indian tribe","new assistance action","02","ARMY,DEPT. OF THE (EXC. CORPS OF ENGINEERS CIVIL PROGRAM)","W912DY1020319","","150000","","0","","150000","09/17/2010","09/30/2010","09/30/2011","cooperative agreement  (B)","action-by-action reporting","","","5305280","WASHINGTON","BELLINGHAM","BASIC AND APPLIED SCIENTIFIC RESEARCH","ARMY,DEPT. OF THE (EXC. CORPS OF ENGINEERS CIVIL PROGRAM)","WASHINGTON","REMEDIAL ACTIVITIES AT FORMERLY USED DEFENSE SITES AND THE FORMER MARIETTA NAVY BASE ON TRIBAL LANDS"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20.205","SAI EXEMPT","ALABAMA DOT","51000","MONTGOMERY","101","MONTGOMERY COUNTY","ALABAMA","361303050","Government codes: State government","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","DOT-FEDERAL HIGHWAY ADMINISTRATION","01Q2009436600   2","-","3907","-","976","-","4883","04/19/2010","04/19/2010","06/30/2010","formula grant  (A)","action-by-action reporting","","","01**101","ALABAMA","MONTGOMERY COUNTY","HIGHWAY PLANNING AND CONSTRUCTION","DOT-FEDERAL HIGHWAY ADMINISTRATION","ALABAMA","RESURFACE CR65/MURPHY MILL ROAD FROM DALE COUNTY L"
"20.205","SAI EXEMPT","ALABAMA DOT","51000","MONTGOMERY","101","MONTGOMERY COUNTY","ALABAMA","361303050","Government codes: State government","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","DOT-FEDERAL HIGHWAY ADMINISTRATION","01H2003621200   2","-","23557","-","5888","-","29445","06/28/2010","06/28/2010","06/30/2010","formula grant  (A)","action-by-action reporting","","","01**101","ALABAMA","MONTGOMERY COUNTY","HIGHWAY PLANNING AND CONSTRUCTION","DOT-FEDERAL HIGHWAY ADMINISTRATION","ALABAMA","RESURFACE CR88 FROM SR71 TO CR58 NEAR PISGAH"
"20.205","SAI EXEMPT","ALABAMA DOT","51000","MONTGOMERY","101","MONTGOMERY COUNTY","ALABAMA","361303050","Government codes: State government","new assistance action","90","DOT-FEDERAL HIGHWAY ADMINISTRATION","01LZ2E0004518   0","","28800","","7200","","36000","06/28/2010","06/28/2010","06/30/2010","formula grant  (A)","action-by-action reporting","","","01**101","ALABAMA","MONTGOMERY COUNTY","HIGHWAY PLANNING AND CONSTRUCTION","DOT-FEDERAL HIGHWAY ADMINISTRATION","ALABAMA","RESURFACE PAVEMENT & 2' PAVEMENT WIDEING SR4 (US78"
"10.069","","MULTIPLE RECIPIENTS","","","013","MARICOPA COUNTY","ARIZONA","","Private: individual","","90","DEPT. OF AGRIC. - FARM SERVICE AGENCY","","","11889","","0","","11889","06/30/2010","","","direct payment for specified use, such as a subsidy or other nonreimbursable direct financial aid  (C)","county aggregate reporting","","","04**013","ARIZONA","MARICOPA COUNTY","CONSERVATION RESERVE PROGRAM","DEPT. OF AGRIC. - FARM SERVICE AGENCY","ARIZONA","CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT"
"10.069","","MULTIPLE RECIPIENTS","","","013","MARICOPA COUNTY","ARIZONA","","Private: all other","","90","DEPT. OF AGRIC. - FARM SERVICE AGENCY","","","874581","","0","","874581","12/31/2009","","","direct payment for specified use, such as a subsidy or other nonreimbursable direct financial aid  (C)","county aggregate reporting","late reporting of an action occurring in a prior quarter","20101","04**013","ARIZONA","MARICOPA COUNTY","CONSERVATION RESERVE PROGRAM","DEPT. OF AGRIC. - FARM SERVICE AGENCY","ARIZONA","CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT"
"10.069","","MULTIPLE RECIPIENTS","","","013","MARICOPA COUNTY","ARIZONA","","Private: all other","","90","DEPT. OF AGRIC. - FARM SERVICE AGENCY","","","9384","","0","","9384","06/30/2010","","","direct payment for specified use, such as a subsidy or other nonreimbursable direct financial aid  (C)","county aggregate reporting","","","04**013","ARIZONA","MARICOPA COUNTY","CONSERVATION RESERVE PROGRAM","DEPT. OF AGRIC. - FARM SERVICE AGENCY","ARIZONA","CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT"
"10.069","","MULTIPLE RECIPIENTS","","","019","PIMA COUNTY","ARIZONA","","Private: individual","","90","DEPT. OF AGRIC. - FARM SERVICE AGENCY","","","29419","","0","","29419","06/30/2010","","","direct payment for specified use, such as a subsidy or other nonreimbursable direct financial aid  (C)","county aggregate reporting","","","04**019","ARIZONA","PIMA COUNTY","CONSERVATION RESERVE PROGRAM","DEPT. OF AGRIC. - FARM SERVICE AGENCY","ARIZONA","CONSERV RESV PRGM; TO PROTECT THE NATION'S LONG-TERM CAPABILITY TO PROD FOOD, REDUCE SOIL EROSION, IMPROVE WATER QUALITY, & CREATE WILDLIFE HABITAT"
"12.800","SAI NOT AVAILABLE","UNIVERSITY OF ARIZONA","77000","TUCSON","019","PIMA COUNTY","ARIZONA","857210001","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010189","","120496","","0","","120496","04/28/2010","05/15/2010","05/14/2013","project grant  (B)","action-by-action reporting","","","0477000","ARIZONA","TUCSON","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","ARIZONA","TAS::57 3600::TAS "(YIP-10) ENABLING DYNAMIC OXIDATION MECHANISMS IN REVERSE INFILTRATED ULTRA-HIGH TEMPERATURE CERAMIC COATED C-C COMPOSITES FOR APP"
"97.108","SAI EXEMPT","ARIZONA BOARD OF REGENTS FOR ARIZONA STATE UN","73000","TEMPE","013","MARICOPA COUNTY","ARIZONA","852873503","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DHS-OFFICE OF THE UNDERSECRETARY FOR MANAGEMENT","2008ST108000004 0002","-","84979","","0","-","84979","05/06/2010","05/05/2010","05/05/2010","cooperative agreement  (B)","action-by-action reporting","","","04*****","ARIZONA","STATE-WIDE","HOMELAND SECURITY, RESEARCH, TESTING, EVALUATION & DEMONSTRATION & TECH.","DHS-OFFICE OF THE UNDERSECRETARY FOR MANAGEMENT","ARIZONA","INTELLIGENT FOOD DEFENSE SYSTEMS FOR INTERNATIONAL SUPPLY CHAINS: THE CASE OF MEXICO FRESH PRODUCE TO THE U.S."
"12.800","SAI NOT AVAILABLE","THE REGENTS OF THE UNIVERSITY","44000","LOS ANGELES","037","LOS ANGELES COUNTY","CALIFORNIA","900246523","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","NAVY, DEPARTMENT OF THE","N000140711063   0006","","99","","0","","99","05/26/2010","05/26/2010","07/19/2010","project grant  (B)","action-by-action reporting","","","0644000","CALIFORNIA","LOS ANGELES","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","NAVY, DEPARTMENT OF THE","CALIFORNIA","TACTICAL HEL WEAPON ALIGNMENT SYSTEM ARCHITECTURE EFFICIENCIES"
"12.800","SAI NOT AVAILABLE","LELAND STANFORD JUNIOR UNIVERS","73906","STANFORD","085","SANTA CLARA COUNTY","CALIFORNIA","943057209","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","NAVY, DEPARTMENT OF THE","N000140910100   0005","","223638","","0","","223638","06/18/2010","06/18/2010","11/14/2011","project grant  (B)","action-by-action reporting","","","0673906","CALIFORNIA","STANFORD","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","NAVY, DEPARTMENT OF THE","CALIFORNIA","ELF/VLF WAVE-INJECTION EXPERIMENTS WITH HAARP FOR QUANTIFICATION OF MAGNETOSPHERIC AMPLIFICATION"
"12.800","SAI NOT AVAILABLE","LELAND STANFORD JUNIOR UNIVERS","73906","STANFORD","085","SANTA CLARA COUNTY","CALIFORNIA","943057209","Private: private higher education","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","NAVY, DEPARTMENT OF THE","N000140611036   0007","","189905","","0","","189905","06/30/2010","06/30/2010","12/31/2010","project grant  (B)","action-by-action reporting","","","0673906","CALIFORNIA","STANFORD","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","NAVY, DEPARTMENT OF THE","CALIFORNIA","TRANSMITTER-INDUCED PRECIPITATION OF ENERGETIC ELECTRONS FROM THE INNER RADIATION BELT"
"12.800","SAI NOT AVAILABLE","LELAND STANFORD JUNIOR UNIVERS","73906","STANFORD","085","SANTA CLARA COUNTY","CALIFORNIA","943057209","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","NAVY, DEPARTMENT OF THE","N000140611036   0006","","102465","","0","","102465","06/30/2010","06/30/2010","07/31/2010","project grant  (B)","action-by-action reporting","","","0673906","CALIFORNIA","STANFORD","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","NAVY, DEPARTMENT OF THE","CALIFORNIA","TRANSMITTER-INDUCED PRECIPITATION OF ENERGETIC ELECTRONS FROM THE INNER RADIATION BELT"
"12.800","SAI NOT AVAILABLE","LELAND STANFORD JUNIOR UNIVERS","73906","STANFORD","085","SANTA CLARA COUNTY","CALIFORNIA","943057209","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","NAVY, DEPARTMENT OF THE","N000140910034   0003","","250000","","0","","250000","06/18/2010","06/18/2010","10/30/2011","project grant  (B)","action-by-action reporting","","","0673906","CALIFORNIA","STANFORD","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","NAVY, DEPARTMENT OF THE","CALIFORNIA","SATELLITE OBSERVATIONS AND THEORETICAL MODELING OF ELF/VLF INJECTION AND ENERGETIC ELECTRON PRECIPITATION"
"12.350","SAI NOT AVAILABLE","PROJECT CONCERN INTERNATIONAL","66000","SAN DIEGO","073","SAN DIEGO COUNTY","CALIFORNIA","921234339","Nonprofit agencies: other nonprofit","revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding)","90","NAVY-NAVAL SUPPLY SYSTEMS COMMAND","N002440910053   0003","","279980","","0","","279980","05/20/2010","05/20/2010","05/19/2012","project grant  (B)","action-by-action reporting","","","0666000","CALIFORNIA","SAN DIEGO","DEPARTMENT OF DEFENSE HIV/AIDS PREVENTION PROGRAM","NAVY-NAVAL SUPPLY SYSTEMS COMMAND","CALIFORNIA","PEPFAR MALAWI AIDS RELIEF"
"12.800","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","947045940","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010168","","576689","","0","","576689","04/22/2010","05/01/2010","04/30/2015","project grant  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::97 0400::TAS "OPTIMAL DESIGN OF RESILIENT CAPACITATED NETWORKS, 22 OCT 2009""
"12.800","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF C","06000","BERKELEY","001","ALAMEDA COUNTY","CALIFORNIA","947045940","Government codes: State controlled institutions of higher education","new assistance action","90","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","FA95501010163","","193570","","0","","193570","04/22/2010","05/01/2010","04/30/2013","project grant  (B)","action-by-action reporting","","","0606000","CALIFORNIA","BERKELEY","AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM","AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)","CALIFORNIA","TAS::57 3600::TAS "ULTRAFAST HIGH HARMONIC, SOFT X-RAY LASER PROBING OF MOLECULAR DYNAMICS""
