"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"12.902","SAI NOT AVAILABLE","ANNE ARUNDEL COUNTY BOARD OF E","01600","ANNAPOLIS","003","ANNE ARUNDEL COUNTY","MARYLAND","214017305","Government codes: independent school district","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010040","","100000","","0","","100000","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","2401600","MARYLAND","ANNAPOLIS","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","STARTALK LANGUAGE INITIATIVE"
"12.630","SAI NOT AVAILABLE","AARCHER INC","01600","ANNAPOLIS","003","ANNE ARUNDEL COUNTY","MARYLAND","214012948","Private: small business","new assistance action","90","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","W9132T1020020","","47700","","0","","47700","06/11/2010","06/11/2010","04/30/2011","cooperative agreement  (B)","action-by-action reporting","","","2401600","MARYLAND","ANNAPOLIS","BASIC APPLIED AND ADVANCED RESEARCH IN SCIENCE AND ENGINEERING","DOD-DEFENSE CONTRACT MANAGEMENT AGENCY","MARYLAND","A CASE STUDY FOR ASSESSING CULTURAL RESOURCES ON US MILITARY INSTALLATIONS THROUGH THE EYES OF THE SERVICEMEN"
"12.902","SAI NOT AVAILABLE","BOSTON UNIVERSITY, TRUSTEES OF","07000","BOSTON","025","SUFFOLK COUNTY","MASSACHUSETTS","022151390","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010059","","90045","","0","","90045","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","2507000","MASSACHUSETTS","BOSTON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MASSACHUSETTS","STARTALK LANGUAGE INITIATIVE"
"12.901","SAI NOT AVAILABLE","MICHIGAN TECHNOLOGICAL UNIVERS","39360","HOUGHTON","061","HOUGHTON COUNTY","MICHIGAN","499311200","Government codes: State controlled institutions of higher education","new assistance action","01","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010159","","29483","","0","","29483","04/05/2010","01/15/2010","01/14/2011","project grant  (B)","action-by-action reporting","","","2639360","MICHIGAN","HOUGHTON","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MICHIGAN","PERFECT NONLINEARITY, QUANTUM CODES AND ADDICTIVE CODES"
"12.901","SAI NOT AVAILABLE","MICHIGAN STATE UNIVERSITY","24120","EAST LANSING","065","INGHAM COUNTY","MICHIGAN","488241046","Government codes: State controlled institutions of higher education","new assistance action","08","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010222","","85874","","0","","85874","04/29/2010","04/29/2010","04/28/2011","project grant  (B)","action-by-action reporting","","","2624120","MICHIGAN","EAST LANSING","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MICHIGAN","SUMMER UNDERGRADUATE RESEARCH INSTITUTE IN EXPERIMENTAL MATHEMATICS (SURIEM)"
"12.901","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF M","03000","ANN ARBOR","161","WASHTENAW COUNTY","MICHIGAN","481091340","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010203","","34373","","0","","34373","04/22/2010","02/01/2010","01/31/2011","project grant  (B)","action-by-action reporting","","","2603000","MICHIGAN","ANN ARBOR","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MICHIGAN","STATISTICAL METHODOLOGY FOR THE ANALYSIS AND MONITORING OF NETWORK DATA"
"12.902","SAI NOT AVAILABLE","MICHIGAN STATE UNIVERSITY","24120","EAST LANSING","065","INGHAM COUNTY","MICHIGAN","488241046","Government codes: State controlled institutions of higher education","new assistance action","08","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010021","","89509","","0","","89509","04/13/2010","04/12/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","2624120","MICHIGAN","EAST LANSING","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MICHIGAN","STARTALK LANGUAGE INITIATIVE"
"12.910","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF M","03000","ANN ARBOR","161","WASHTENAW COUNTY","MICHIGAN","481091340","Government codes: State controlled institutions of higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","W31P4Q1010016","","298528","","0","","298528","06/30/2010","06/30/2010","06/30/2011","project grant  (B)","action-by-action reporting","","","2603000","MICHIGAN","ANN ARBOR","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","MICHIGAN","NEW ACTUATION TECHNOLOGIES FOR DARPA'S ITMARS PROGRAM"
"12.902","SAI NOT AVAILABLE","REGENTS OF THE UNIVERSITY OF M","43000","MINNEAPOLIS","053","HENNEPIN COUNTY","MINNESOTA","554552009","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010108","","36950","","0","","36950","04/15/2010","04/15/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","2743000","MINNESOTA","MINNEAPOLIS","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MINNESOTA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","UNIVERSITY OF MONTANA SYSTEM","50200","MISSOULA","063","MISSOULA COUNTY","MONTANA","598120001","Government codes: State controlled institutions of higher education","new assistance action","00","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010027","","89940","","0","","89940","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3050200","MONTANA","MISSOULA","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MONTANA","STARTALK LANGUAGE INITIATIVE"
"12.910","SAI NOT AVAILABLE","UNIVERSITY OF COLORADO","40000","LAS VEGAS","003","CLARK COUNTY","NEVADA","803090001","Private: private higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010065","","684930","","0","","684930","06/28/2010","06/28/2010","06/27/2012","project grant  (B)","action-by-action reporting","","","3240000","NEVADA","LAS VEGAS","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","NEVADA","MEDICALLY MEDIATED QUANTUM-STATE TRANSFER BETWEEN MICROWAVE AND OPTICAL PHOTONS"
"12.902","SAI NOT AVAILABLE","UNIVERSITY SYSTEM OF NEW HAMPS","19700","DURHAM TOWN","017","STRAFFORD COUNTY","NEW HAMPSHIRE","038243585","Private: private higher education","new assistance action","01","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010095","","71521","","0","","71521","04/21/2010","04/21/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3319700","NEW HAMPSHIRE","DURHAM TOWN","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW HAMPSHIRE","STARTALK LANGUAGE INITIATIVE"
"12.300","SAI NOT AVAILABLE","TRUSTEES OF DARTMOUTH COLLEGE","33780","HANOVER","009","GRAFTON COUNTY","NEW HAMPSHIRE","037554099","Private: private higher education","new assistance action","02","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","FA87501010039","","314716","","0","","314716","05/05/2010","05/05/2010","05/04/2011","project grant  (B)","action-by-action reporting","","","3333780","NEW HAMPSHIRE","HANOVER","BASIC AND APPLIED SCIENTIFIC RESEARCH","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","NEW HAMPSHIRE","REALITY CHECKS FOR NETWORK TRAFFIC GENERATORS"
"12.901","SAI NOT AVAILABLE","INSTITUTE FOR ADVANCED STUDY","60900","PRINCETON","021","MERCER COUNTY","NEW JERSEY","085404907","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010235","","96325","","0","","96325","04/01/2010","05/01/2010","04/30/2011","project grant  (B)","action-by-action reporting","","","3460900","NEW JERSEY","PRINCETON","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","THE UNDERGRADUATE PROGRAM OF THE IAS/PARK CITY MATHEMATICS INSTITUTE (PCMI)"
"12.901","SAI NOT AVAILABLE","TRUSTEES OF PRINCETON UNIVERSI","60900","PRINCETON","021","MERCER COUNTY","NEW JERSEY","085440001","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010238","","27325","","0","","27325","04/05/2010","05/01/2010","04/30/2011","project grant  (B)","action-by-action reporting","","","3460900","NEW JERSEY","PRINCETON","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","SIXTEENTH CONFERENCE FOR AFRICAN AMERICAN RESEARCHERS IN THE MATHEMATICAL SCIENCES (CAARM16)"
"12.902","SAI NOT AVAILABLE","WEST WINDSOR-PLAINSBORO REGION","60960","PRINCETON JUNCTION","021","MERCER COUNTY","NEW JERSEY","085502003","Private: all other","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010092","","74975","","0","","74975","04/27/2010","04/27/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3460960","NEW JERSEY","PRINCETON JUNCTION","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","RUTGERS, THE STATE UNIVERSITY","51210","NEW BRUNSWICK","023","MIDDLESEX COUNTY","NEW JERSEY","089018552","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010084","","87348","","0","","87348","04/01/2010","04/01/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3451210","NEW JERSEY","NEW BRUNSWICK","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","STARTALK LANGUAGE INITIAITIVE"
"12.902","SAI NOT AVAILABLE","RUTGERS, THE STATE UNIVERSITY","51210","NEW BRUNSWICK","023","MIDDLESEX COUNTY","NEW JERSEY","089018552","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010085","","87348","","0","","87348","04/01/2010","04/01/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3451210","NEW JERSEY","NEW BRUNSWICK","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","RUTGERS, THE STATE UNIVERSITY","51210","NEW BRUNSWICK","023","MIDDLESEX COUNTY","NEW JERSEY","089018552","Private: private higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010084   0001","","1481","","0","","1481","04/29/2010","04/29/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3451210","NEW JERSEY","NEW BRUNSWICK","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","ASSOCIATION OF CHINESE SCHOOLS","48210","MORRIS PLAINS","027","MORRIS COUNTY","NEW JERSEY","079501407","Private: all other","new assistance action","11","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010110","","100000","","0","","100000","04/14/2010","04/14/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3448210","NEW JERSEY","MORRIS PLAINS","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","UNIVERSITY OF NEW MEXICO","02000","ALBUQUERQUE","001","BERNALILLO COUNTY","NEW MEXICO","871310001","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010014","","99959","","0","","99959","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3502000","NEW MEXICO","ALBUQUERQUE","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW MEXICO","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","ROCHESTER CITY SCHOOL DISTRICT","63000","ROCHESTER","055","MONROE COUNTY","NEW YORK","146141187","Government codes: independent school district","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010055","","65631","","0","","65631","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3663000","NEW YORK","ROCHESTER","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","CHINA INSTITUTE IN AMERICA","51000","NEW YORK","061","NEW YORK COUNTY","NEW YORK","100217006","Private: all other","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010062","","99110","","0","","99110","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3651000","NEW YORK","NEW YORK","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","COLLEGE ENTRANCE EXAMINATION B","51000","NEW YORK","061","NEW YORK COUNTY","NEW YORK","100236917","Private: all other","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010063","","99680","","0","","99680","04/07/2010","04/07/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3651000","NEW YORK","NEW YORK","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGAUGE INIITIATIVE"
"12.902","SAI NOT AVAILABLE","NEW YORK UNIVERSITY (INC)","51000","NEW YORK","061","NEW YORK COUNTY","NEW YORK","100121019","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010045","","92953","","0","","92953","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3651000","NEW YORK","NEW YORK","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","NEW YORK UNIVERSITY (INC)","51000","NEW YORK","061","NEW YORK COUNTY","NEW YORK","100121019","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010047","","74838","","0","","74838","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3651000","NEW YORK","NEW YORK","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","RFCUNY - HUNTER COLLEGE","51000","NEW YORK","061","NEW YORK COUNTY","NEW YORK","100215085","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010067","","100000","","0","","100000","04/16/2010","04/16/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3651000","NEW YORK","NEW YORK","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","RFCUNY - HUNTER COLLEGE","51000","NEW YORK","061","NEW YORK COUNTY","NEW YORK","100215085","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010066","","100000","","0","","100000","04/16/2010","04/16/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3651000","NEW YORK","NEW YORK","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","BOCES WASHINGTON-SARATOGA-WARR","26770","FORT EDWARD","115","WASHINGTON COUNTY","NEW YORK","128281135","Government codes: independent school district","new assistance action","20","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010125","","99909","","0","","99909","04/07/2010","04/07/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3626770","NEW YORK","FORT EDWARD","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","AMERICAN COUNCIL ON THE TEACHI","81677","WHITE PLAINS","119","WESTCHESTER COUNTY","NEW YORK","107016832","Private: all other","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010116","","72996","","0","","72996","04/05/2010","04/05/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3681677","NEW YORK","WHITE PLAINS","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGUAGE INITIATIVE"
"12.910","SAI NOT AVAILABLE","DUKE UNIVERSITY","19000","DURHAM","063","DURHAM COUNTY","NORTH CAROLINA","277089900","Private: private higher education","new assistance action","04","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010059","","400000","","0","","400000","06/01/2010","06/01/2010","05/31/2012","project grant  (B)","action-by-action reporting","","","3719000","NORTH CAROLINA","DURHAM","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","NORTH CAROLINA","PHYSICAL ORIGINS OF COUPLING TO THE UPPER ATMOSPHERE FROM LIGHTNING (PHOCAL)"
"12.902","SAI NOT AVAILABLE","OHIO STATE UNIVERSITY THE","18000","COLUMBUS","049","FRANKLIN COUNTY","OHIO","432101016","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010044","","99962","","0","","99962","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3918000","OHIO","COLUMBUS","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","OHIO","STARTALK LANGUAGE INITIATIVE"
"12.910","SAI NOT AVAILABLE","UNIVERSITY OF OKLAHOMA","52500","NORMAN","027","CLEVELAND COUNTY","OKLAHOMA","730194039","Government codes: State controlled institutions of higher education","new assistance action","04","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010056","","92255","","0","","92255","06/07/2010","06/07/2010","06/06/2012","project grant  (B)","action-by-action reporting","","","4052500","OKLAHOMA","NORMAN","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","OKLAHOMA","INVESTIGATION OF NATURAL LIGHTNING INITIATION AND PROPAGATION IN RELATION TO THE OCCURRENCE OF EXPENSIVE AIR SHOWERS OF COSMIC RAYS"
"12.910","SAI NOT AVAILABLE","INTEL CORPORATION","34100","HILLSBORO","067","WASHINGTON COUNTY","OREGON","971245961","Private: profit organization","new assistance action","01","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111030007","","2025000","","10353103","","12378103","06/25/2010","06/25/2010","06/24/2014","other reimbursable, contingent, intangible, or indirect financial assistance","action-by-action reporting","","","4134100","OREGON","HILLSBORO","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","OREGON","RUNNEMEDE (UBIQUITOUS HIGH PERFORMANCE COMPUTING) PROGRAM"
"12.901","SAI NOT AVAILABLE","CARNEGIE MELLON UNIVERSITY","61000","PITTSBURGH","003","ALLEGHENY COUNTY","PENNSYLVANIA","152133815","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010228","","119512","","0","","119512","04/12/2010","05/01/2010","04/30/2011","project grant  (B)","action-by-action reporting","","","4261000","PENNSYLVANIA","PITTSBURGH","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","SUMMER UNDERGRADUATE APPLIED MATHEMATICS INSTITUE"
"12.902","SAI NOT AVAILABLE","PENNSYLVANIA STATE UNIVERSITY,","73808","STATE COLLEGE","027","CENTRE COUNTY","PENNSYLVANIA","168021505","Government codes: State controlled institutions of higher education","new assistance action","05","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010087","","69483","","0","","69483","04/15/2010","04/15/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4273808","PENNSYLVANIA","STATE COLLEGE","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","STARTALK LANGUAGE INITIAITVE"
"12.902","SAI NOT AVAILABLE","PHILADELPHIA, SCHOOL DISTRICT","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191304015","Government codes: independent school district","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010106   0001","","11275","","0","","11275","04/29/2010","04/29/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","STARTALK LANGUAGE INIITIATIVE"
"12.902","SAI NOT AVAILABLE","TRUSTEES OF THE UNIVERSITY OF","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191046205","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010042","","81792","","0","","81792","04/05/2010","04/05/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","STARTALK LANGUAGE INITIATIVE"
"12.910","SAI NOT AVAILABLE","CONCURRENT TECHNOLOGIES CORPOR","38288","JOHNSTOWN","021","CAMBRIA COUNTY","PENNSYLVANIA","159041935","Private: private higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111010062","","1184988","","0","","1184988","05/20/2010","05/20/2010","04/30/2011","project grant  (B)","action-by-action reporting","","","4238288","PENNSYLVANIA","JOHNSTOWN","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","PENNSYLVANIA","NEXT-STRP EXPLORATORY ANALYSIS AND REMOTE SENSING FOR URBAN TERRAIN OPERATIONS"
"12.910","SAI NOT AVAILABLE","GORDON RESEARCH CONFERENCES IN","78080","WEST KINGSTON","009","WASHINGTON COUNTY","RHODE ISLAND","028921502","Nonprofit agencies: other nonprofit","new assistance action","02","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","FA95501010364","","5000","","0","","5000","06/28/2010","07/01/2010","09/30/2010","project grant  (B)","action-by-action reporting","","","4478080","RHODE ISLAND","WEST KINGSTON","RESEARCH AND TECHNOLOGY DEVELOPMENT","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","RHODE ISLAND","TAS::97 0400::TAS "2010 GORDON RESEARCH CONFERENCE: NOBLE METAL NANOPARTICLES""
"12.901","SAI NOT AVAILABLE","WILLIAM MARSH RICE UNIVERSITY","35000","HOUSTON","201","HARRIS COUNTY","TEXAS","770051827","Government codes: State controlled institutions of higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010229","","114650","","0","","114650","04/07/2010","04/07/2010","04/06/2011","project grant  (B)","action-by-action reporting","","","4835000","TEXAS","HOUSTON","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","TEXAS","THE RICE UNIVERSITY SUMMER INSTITUTE OF STATISTICS (RUSIS)"
