"CFDA PROGRAM NUMBER","STATE APPLICATION IDENTIFIER (SAI NUMBER)","RECIPIENT NAME","RECIPIENT CITY CODE","RECIPIENT CITY NAME","RECIPIENT COUNTY CODE","RECIPIENT COUNTY NAME","RECIPIENT STATE CODE","RECIPIENT ZIP CODE","TYPE OF RECIPIENT","TYPE OF ACTION","RECIPIENT CONGRESSIONAL DISTRICT","FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE","FEDERAL AWARD IDENTIFIER NUMBER","FEDERAL FUNDING SIGN","FEDERAL FUNDING AMOUNT","NON-FEDERAL FUNDING SIGN","NON-FEDERAL FUNDING AMOUNT","TOTAL FUNDING SIGN","TOTAL FUNDING AMOUNT","OBLIGATION ACTION DATE","STARTING DATE","ENDING DATE","TYPE OF ASSISTANCE TRANSACTION","RECORD TYPE","CORRECTION/LATE INDICATOR ","FISCAL YEAR AND QUARTER CORRECTION","PRINCIPAL PLACE OF PERFORMANCE CODE","PRINCIPAL PLACE OF PERFORMANCE: STATE","PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY","CFDA PROGRAM TITLE","FEDERAL AGENCY NAME","STATE NAME FOR RECIPIENT","PROJECT DESCRIPTION"
"12.902","SAI NOT AVAILABLE","CONCORDIA COLLEGE CORP","43864","MOORHEAD","027","CLAY COUNTY","MINNESOTA","565620002","Private: private higher education","new assistance action","07","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010129","","97617","","0","","97617","04/07/2010","04/07/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","2743864","MINNESOTA","MOORHEAD","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MINNESOTA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","CONCORDIA COLLEGE CORP","43864","MOORHEAD","027","CLAY COUNTY","MINNESOTA","565620002","Private: private higher education","new assistance action","07","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010079","","62369","","0","","62369","04/07/2010","04/07/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","2743864","MINNESOTA","MOORHEAD","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MINNESOTA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","UNIVERSITY OF MISSISSIPPI","54840","OXFORD","071","LAFAYETTE COUNTY","MISSISSIPPI","386770001","Government codes: State controlled institutions of higher education","new assistance action","01","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010001","","99997","","0","","99997","04/13/2010","04/13/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","2854840","MISSISSIPPI","OXFORD","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MISSISSIPPI","STARTALK LANGUAGE INITIAITIVE"
"12.910","SAI NOT AVAILABLE","BOEING COMPANY, THE","65000","ST. LOUIS","510","ST LOUIS","MISSOURI","631661939","Private: all other","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","HR00111020001","","2656425","","0","","2656425","04/05/2010","04/05/2010","12/04/2011","cooperative agreement  (B)","action-by-action reporting","","","2965000","MISSOURI","ST. LOUIS","RESEARCH AND TECHNOLOGY DEVELOPMENT","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","MISSOURI","HYBRID MULTI-MATERIAL ROTORS PROGRAM"
"12.902","SAI NOT AVAILABLE","YUVA HINDI SANSTHAN INC","20260","EDISON","023","MIDDLESEX COUNTY","NEW JERSEY","088174607","Private: all other","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010103","","99750","","0","","99750","04/05/2010","04/05/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3420260","NEW JERSEY","EDISON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","WORLD HINDI FOUNDATION INC","48030","MORGANVILLE","025","MONMOUTH COUNTY","NEW JERSEY","077511047","Private: all other","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010101","","59250","","0","","59250","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3448030","NEW JERSEY","MORGANVILLE","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","KEAN UNIVERSITY","74480","UNION TOWNSHIP","039","UNION COUNTY","NEW JERSEY","070837133","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010123","","53265","","0","","53265","04/12/2010","04/12/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3474480","NEW JERSEY","UNION TOWNSHIP","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW JERSEY","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","HAMILTON COLLEGE","16419","CLINTON","065","ONEIDA COUNTY","NEW YORK","133231218","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010097","","67367","","0","","67367","04/05/2010","04/05/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3616419","NEW YORK","CLINTON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NEW YORK","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","QUEENS UNIVERSITY OF CHARLOTTE","12000","CHARLOTTE","119","MECKLENBURG COUNTY","NORTH CAROLINA","282740001","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010074","","53175","","0","","53175","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","3712000","NORTH CAROLINA","CHARLOTTE","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","NORTH CAROLINA","STARTALK LANGUAGE INITIATIVE"
"12.901","SAI NOT AVAILABLE","UNIVERSITY OF OKLAHOMA","52500","NORMAN","027","CLEVELAND COUNTY","OKLAHOMA","730194039","Government codes: State controlled institutions of higher education","new assistance action","04","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010098","","66276","","0","","66276","04/09/2010","04/09/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4052500","OKLAHOMA","NORMAN","MATHEMATICAL SCIENCES GRANTS PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","OKLAHOMA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","PORTLAND STATE UNIVERSITY","59000","PORTLAND","051","MULTNOMAH COUNTY","OREGON","972013218","Private: all other","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010100","","99800","","0","","99800","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4159000","OREGON","PORTLAND","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","OREGON","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","PHILADELPHIA, SCHOOL DISTRICT","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191304015","Government codes: independent school district","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010106","","87230","","0","","87230","04/15/2010","04/15/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","STARTALK LANGUAGE INITIATIV"
"12.902","SAI NOT AVAILABLE","PHILADELPHIA, SCHOOL DISTRICT","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191304015","Government codes: independent school district","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010107","","87230","","0","","87230","04/15/2010","04/15/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","STARTALK LANGUAGE INITIAITVE"
"12.902","SAI NOT AVAILABLE","TRUSTEES OF THE UNIVERSITY OF","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191046205","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010121","","99950","","0","","99950","04/09/2010","04/09/2010","04/09/2010","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","STARTALK LANGUAGE INIITIATIVE"
"12.902","SAI NOT AVAILABLE","TRUSTEES OF THE UNIVERSITY OF","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191046205","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010065","","100000","","0","","100000","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","TRUSTEES OF THE UNIVERSITY OF","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191046205","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010041","","89678","","0","","89678","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","TRUSTEES OF THE UNIVERSITY OF","60000","PHILADELPHIA","101","PHILADELPHIA COUNTY","PENNSYLVANIA","191046205","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010043","","83779","","0","","83779","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4260000","PENNSYLVANIA","PHILADELPHIA","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","PENNSYLVANIA","STARTALK LANGUAGE INITIATIVE"
"12.300","SAI NOT AVAILABLE","CARNEGIE MELLON UNIVERSITY","61000","PITTSBURGH","003","ALLEGHENY COUNTY","PENNSYLVANIA","152133815","Private: private higher education","new assistance action","90","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","FA87501020165","","1500000","","0","","1500000","06/23/2010","06/23/2010","09/22/2011","cooperative agreement  (B)","action-by-action reporting","","","4261000","PENNSYLVANIA","PITTSBURGH","BASIC AND APPLIED SCIENTIFIC RESEARCH","DOD-DEFENSE ADVANCED RESEARCH PROJECTS AGENCY","PENNSYLVANIA","FOSTERING INNOVATION THROUGH ROBOTICS EXPLORATION"
"12.902","SAI NOT AVAILABLE","BRYANT UNIVERSITY","66200","SMITHFIELD TOWN","007","PROVIDENCE COUNTY","RHODE ISLAND","029171290","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010115","","99052","","0","","99052","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4466200","RHODE ISLAND","SMITHFIELD TOWN","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","RHODE ISLAND","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","BRYANT UNIVERSITY","66200","SMITHFIELD TOWN","007","PROVIDENCE COUNTY","RHODE ISLAND","029171290","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010114","","99937","","0","","99937","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4466200","RHODE ISLAND","SMITHFIELD TOWN","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","RHODE ISLAND","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","FURMAN UNIVERSITY","30850","GREENVILLE","045","GREENVILLE COUNTY","SOUTH CAROLINA","296131000","Private: all other","new assistance action","04","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010104","","54620","","0","","54620","04/05/2010","04/05/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4530850","SOUTH CAROLINA","GREENVILLE","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","SOUTH CAROLINA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","BOARD OF EDUCATION-MEMPHIS CIT","48000","MEMPHIS","157","SHELBY COUNTY","TENNESSEE","381124818","Government codes: independent school district","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010113","","99028","","0","","99028","04/20/2010","04/20/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4748000","TENNESSEE","MEMPHIS","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","TENNESSEE","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","CONSORTIUM OF TEXAS CHINESE LA","27000","FORT WORTH","439","TARRANT COUNTY","TEXAS","770061833","Private: all other","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010056","","100000","","0","","100000","04/01/2010","04/01/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4827000","TEXAS","FORT WORTH","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","TEXAS","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","BRIGHAM YOUNG UNIVERSITY","62470","PROVO","049","UTAH COUNTY","UTAH","846021231","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010054","","100000","","0","","100000","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4962470","UTAH","PROVO","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","UTAH","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","BRIGHAM YOUNG UNIVERSITY","62470","PROVO","049","UTAH COUNTY","UTAH","846021231","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010094","","99917","","0","","99917","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4962470","UTAH","PROVO","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","UTAH","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","BRIGHAM YOUNG UNIVERSITY","62470","PROVO","049","UTAH COUNTY","UTAH","846021231","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010053","","80255","","0","","80255","04/02/2010","04/02/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","4962470","UTAH","PROVO","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","UTAH","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","PRESIDENT AND FELLOWS OF MIDDL","44275","MIDDLEBURY","001","ADDISON COUNTY","VERMONT","057531447","Private: private higher education","new assistance action","00","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010068","","93000","","0","","93000","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5044275","VERMONT","MIDDLEBURY","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","VERMONT","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","GEORGE MASON UNIVERSITY","26496","FAIRFAX","600","FAIRFAX","VIRGINIA","220304422","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010117","","98877","","0","","98877","04/05/2010","04/05/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5126496","VIRGINIA","FAIRFAX","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","VIRGINIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","FAUQUIER COUNTY PUBLIC SCHOOLS","83136","WARRENTON","061","FAUQUIER COUNTY","VIRGINIA","201863037","Private: all other","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010119","","65548","","0","","65548","04/07/2010","04/07/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5183136","VIRGINIA","WARRENTON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","VIRGINIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","VIRGINIA COMMONWEALTH UNIVERSI","67000","RICHMOND","760","RICHMOND","VIRGINIA","232191415","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010004","","99999","","0","","99999","04/07/2010","04/07/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5167000","VIRGINIA","RICHMOND","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","VIRGINIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","VIRGINIA COMMONWEALTH UNIVERSI","67000","RICHMOND","760","RICHMOND","VIRGINIA","232191415","Private: private higher education","new assistance action","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010005","","99999","","0","","99999","04/07/2010","04/07/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5167000","VIRGINIA","RICHMOND","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","VIRGINIA","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","THE CORPORATION OF GONZAGA UNI","67000","SPOKANE","063","SPOKANE COUNTY","WASHINGTON","992581774","Private: private higher education","new assistance action","05","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010128","","68479","","0","","68479","04/08/2010","04/08/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5367000","WASHINGTON","SPOKANE","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","WASHINGTON","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","NCOLCTL","48000","MADISON","025","DANE COUNTY","WISCONSIN","537061405","Private: all other","new assistance action","02","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010060","","85745","","0","","85745","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5548000","WISCONSIN","MADISON","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","WISCONSIN","STARTALK LANGUAGE INITIATIVE"
"12.902","SAI NOT AVAILABLE","UNIVERSITY OF WYOMING","45050","LARAMIE","001","ALBANY COUNTY","WYOMING","820712000","Government codes: State controlled institutions of higher education","new assistance action","00","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","H982301010099","","57113","","0","","57113","04/06/2010","04/06/2010","02/28/2011","project grant  (B)","action-by-action reporting","","","5645050","WYOMING","LARAMIE","INFORMATION SECURITY GRANT PROGRAM","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","WYOMING","STARTALK LANGUAGE INITIATIVE"
"12.607","SAI NOT AVAILABLE","SUNNYVALE, CITY OF","69084","SANTA CLARA","085","SANTA CLARA COUNTY","CALIFORNIA","940867637","Government codes: city or township government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010064   0001","","58573","","0","","58573","05/27/2010","04/01/2009","12/31/2010","project grant  (B)","action-by-action reporting","","","0669084","CALIFORNIA","SANTA CLARA","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","CALIFORNIA","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND TO PROVIDE ASSISTANCE TO MITIGATE THE 2005 DEPARTMENT OF DEFENSE "BASE CLOSURE AN"
"12.607","SAI NOT AVAILABLE","MCPHERSON IMPLEMENTING LOCAL R","30928","FORT MCPHERSON","121","FULTON COUNTY","GEORGIA","303033207","Government codes: State government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010029   0001","","255694","","0","","255694","04/01/2010","01/01/2010","12/31/2010","project grant  (B)","action-by-action reporting","","","1330928","GEORGIA","FORT MCPHERSON","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","GEORGIA","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ASSISTANCE TO MITIGATE THE MAY 2005 DEPARTMENT OF DEFENSE "BASE CLOSURE A"
"12.607","SAI NOT AVAILABLE","BI-STATE REGIONAL COMMISSION","65104","ROCK ISLAND ARSENAL","161","ROCK ISLAND COUNTY","ILLINOIS","612018624","Private: all other","funding adjustment to completed project","17","DOD-OFFICE OF THE SECRETARY OF DEFENSE","OEA9900910044   0000","-","9701","","0","-","9701","04/28/2010","04/01/2008","11/30/2010","project grant  (B)","action-by-action reporting","","","1765104","ILLINOIS","ROCK ISLAND ARSENAL","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","ILLINOIS","BASE REALIGNMENT (RA) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ASSISTANCE TO MITIGATE THE MAY 2005 DEPARTMENT OF DEFENSE "BASE CLOSU"
"12.607","SAI NOT AVAILABLE","NEWPORT CHEMICAL DEPOT REUSE A","53503","NEWPORT ARMY AMMUN.","165","VERMILLION COUNTY","INDIANA","478427160","Government codes: special district government","new assistance action","08","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010049","","1291270","","0","","1291270","04/01/2010","02/01/2010","12/31/2010","project grant  (B)","action-by-action reporting","","","1853503","INDIANA","NEWPORT ARMY AMMUN.","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","INDIANA","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ASSISTANCE TO MITIGATE THE MAY 2005 DEPARTMENT OF DEFENSE "BASE CLOSURE A"
"12.607","SAI NOT AVAILABLE","NEW ORLEANS, CITY OF","55000","NEW ORLEANS","071","ORLEANS (PARISH)","LOUISIANA","701121221","Government codes: city or township government","new assistance action","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010056","","373267","","0","","373267","05/27/2010","10/01/2009","09/30/2010","project grant  (B)","action-by-action reporting","","","2255000","LOUISIANA","NEW ORLEANS","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","LOUISIANA","BASE CLOSURE (CL) TO EVALUATE COMMUNITY NEEDS AND CAPABILITIES, AND PROVIDE ASSISTANCE TO MITIGATE THE MAY 2005 DEPARTMENT OF DEFENSE "BASE CLOSURE A"
"12.607","SAI NOT AVAILABLE","EXECUTIVE OFFICE OF THE STATE","02100","AUGUSTA","011","KENNEBEC COUNTY","MAINE","043330001","Government codes: State government","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DOD-OFFICE OF THE SECRETARY OF DEFENSE","HQ00051010008   0002","","261997","","0","","261997","06/14/2010","11/01/2008","12/31/2010","project grant  (B)","action-by-action reporting","","","2302100","MAINE","AUGUSTA","COMMUNITY ECONOMIC ADJUSTMENT ASSISTANCE FOR ESTABLISHMENT, EXPANSION, REA","DOD-OFFICE OF THE SECRETARY OF DEFENSE","MAINE","BASE CLOSURE (CL) TO EVALUATE THE STATE OF MAINE'S NEEDS AND CAPABILITIES, AND TO PROVIDE ASSISTANCE TO MITIGATE THE SEPTEMBER 2005 DEFENSE BASE CLOS"
"12.750","SAI NOT AVAILABLE","HENRY M JACKSON FOUNDATION FOR","07125","BETHESDA","031","MONTGOMERY COUNTY","MARYLAND","208521402","Government codes: State controlled institutions of higher education","continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action)","90","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","HU00010610003","","4831110","","0","","4831110","05/10/2010","03/01/2006","05/31/2011","project grant  (B)","action-by-action reporting","","","2407125","MARYLAND","BETHESDA","DOD MEDICAL RESEARCH, CONSULTATION AND EDUCATION PROGRAMS","DEFENSE, DEPARTMENT OF (EXCEPT MILITARY DEPARTMENTS)","MARYLAND","DEFENSE GRADUATE PSYCHOLOGY EDUCATION PROGRAM"
