pl_name,hostname,pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,discoverymethod,disc_year,sy_dist
K2-352 c,K2-352,1.92,,8.234885,,885.0,5791.0,0.95,0.98,Transit,2021.0,176.051
K2-335 b,K2-335,2.21,,12.283211,,949.0,6222.0,1.33,1.23,Transit,2021.0,557.993
CWISEP J193518.59-154620.3 b,CWISEP J193518.59-154620.3,12.2,4926.3403085,,2.48,390.0,,,0.024,Imaging,2025.0,14.43
TOI-5926 b,TOI-5926,7.56807148,,3.81122794237,,987.0,5388.92,0.890046,0.946,Transit,2026.0,275.103
TOI-6393 b,TOI-6393,2.75958542,,9.53176110329,,696.0,5008.2,0.766023,0.835,Transit,2026.0,186.229
TOI-2071 b,TOI-2071,2.56484195,,5.67395386982,,1029.33,5755.41,1.00286,1.063,Transit,2026.0,231.311
TOI-2227 b,TOI-2227,3.09885187,,4.22175815648,,1164.0,5889.54,1.20847,1.03,Transit,2026.0,165.441
TOI-4030 b,TOI-4030,5.8462559,,2.50900199461,,1384.0,5640.37,0.991737,0.98,Transit,2026.0,571.615
TOI-4513 b,TOI-4513,2.34587608,,9.76042253684,,653.0,5623.93,0.796628,0.979,Transit,2026.0,102.609
K2-268 d,K2-268,1.49,,4.528598,,888.0,5106.0,0.78,0.84,Transit,2021.0,327.783
GJ 317 b,GJ 317,13.3,794.5,695.69,1.138,,3496.0,0.403,0.402,Radial Velocity,2007.0,15.1968
HD 79181 b,HD 79181,14.1,,273.1,0.9,,4862.0,11.06,1.28,Radial Velocity,2021.0,103.335
HD 10975 b,HD 10975,14.3,,283.8,0.95,,4840.0,11.16,1.41,Radial Velocity,2021.0,116.506
HD 99283 b,HD 99283,13.8,,310.4,1.08,,4886.0,11.21,1.76,Radial Velocity,2021.0,111.093
Kepler-989 b,Kepler-989,2.21,,7.964315352,0.0734,805.0,5074.0,0.78,0.82,Transit,2016.0,491.978
K2-346 b,K2-346,2.26,,26.201446,,450.0,4801.0,0.7,0.71,Transit,2021.0,105.58
Kepler-1801 b,Kepler-1801,2.70926154,,10.44089985,0.0915,829.0,5738.0,0.981,0.936,Transit,2021.0,839.332
HATS-51 b,HATS-51,15.80469,244.09344,3.3488702,0.04639,1553.0,5758.0,1.44,1.187,Transit,2017.0,389.57
HR 858 d,HR 858,2.001,7.1,11.230511,0.1046,1061.0,6354.0,1.258,1.204,Transit,2019.0,31.964
Kepler-1446 b,Kepler-1446,0.82,,0.689967832,0.01405,1539.0,4865.0,0.75,0.81,Transit,2016.0,152.075
Kepler-956 b,Kepler-956,3.0,,5.248672631,0.06017,1056.0,6040.0,1.15,1.1,Transit,2016.0,544.939
ups Leo b,ups Leo,14.2,,385.2,1.18,,4836.0,11.22,1.48,Radial Velocity,2021.0,52.5973
HD 161178 b,HD 161178,14.1,,279.3,0.85,,4786.0,10.95,1.06,Radial Velocity,2021.0,107.188
K2-368 d,K2-368,1.948,,20.201085,,,4663.0,0.663,0.746,Transit,2022.0,206.608
EPIC 212297394 c,EPIC 212297394,2.27,,5.213965,,866.0,5171.0,0.8,0.83,Transit,2021.0,418.395
K2-349 b,K2-349,1.38,,9.032178,,518.0,4385.0,0.49,0.54,Transit,2021.0,453.567
Kepler-1834 b,Kepler-1834,1.4593834,,4.603010178,0.04911,848.0,4821.0,0.788,0.765,Transit,2021.0,500.395
Kepler-1859 b,Kepler-1859,1.58313575,,2.729599953,0.0394,1455.0,5887.0,1.235,1.09,Transit,2021.0,1331.25
HATS-74 A b,HATS-74 A,11.56766808,464.02947422,1.73185606,0.02384,895.1,3776.9,0.5758,0.601,Transit,2021.0,299.389
TOI-880 c,TOI-880,4.95,,6.3872703,0.0635,805.0,5050.0,0.83,0.87,Transit,2025.0,60.6679
TOI-1278 b,TOI-1278,12.21778896,5879.8255295,14.47567,0.095,407.87,3799.0,0.573,0.54,Transit,2021.0,75.5759
WASP-97 b,WASP-97,12.77826,432.2488,2.07276,0.03303,1555.0,5640.0,1.08,1.18,Transit,2014.0,151.068
gam Psc b,gam Psc,13.6,,555.1,1.32,,4742.0,11.2,0.99,Radial Velocity,2021.0,41.3107
HD 219139 b,HD 219139,14.0,,275.5,0.94,,4831.0,11.22,1.46,Radial Velocity,2021.0,104.935
Kepler-98 b,Kepler-98,1.99,3.55,1.54168,0.02614,1592.0,5539.0,1.11,0.99,Transit,2014.0,350.315
Kepler-238 b,Kepler-238,1.73,3305.02,2.090876,0.034,1642.0,5751.0,1.43,1.229,Transit,2014.0,1798.75
Kepler-67 b,Kepler-67,2.94,,15.7259,0.1171,602.0,5331.0,0.778,0.865,Transit,2013.0,1131.19
WASP-46 b,WASP-46,13.159366,607.0553,1.43036763,0.02335,1636.0,5600.0,0.858,0.828,Transit,2011.0,375.31
WASP-48 b,WASP-48,16.8135,254.264,2.14363,0.03444,2035.0,5920.0,1.58,0.88,Transit,2011.0,454.144
XO-2 S c,XO-2 S,13.6,,120.059,0.4737,,5325.0,1.02,0.98,Radial Velocity,2014.0,151.398
WASP-6 b,WASP-6,12.5428494,148.425866069,3.3610026,0.04217,1167.0,5438.0,0.79,0.854,Transit,2009.0,197.119
TOI-4336 A b,TOI-4336 A,2.137,3.33,16.336351,0.0849,309.4,3307.0,0.326,0.306,Transit,2024.0,22.5455
TOI-237 c,TOI-237,1.206,,1.74486147,0.016,515.0,3226.0,0.2056,0.1698,Transit,2026.0,38.0749
GJ 433 d,GJ 433,2.14,,36.059,0.178,,3461.0,0.5,0.48,Radial Velocity,2020.0,9.06456
PDS 70 b,PDS 70,21.96960217,1017.0509024,43500.0,20.8,1392.0,4109.0,1.26,0.982,Imaging,2018.0,113.064
TOI-1064 b,TOI-1064,2.587,13.5,6.443868,0.06152,784.0,4734.0,0.726,0.748,Transit,2022.0,68.0726
TrES-5 b,TrES-5,13.383546,568.9157,1.48224686,0.02459,1480.0,5171.0,0.868,0.901,Transit,2011.0,360.313
WASP-114 b,WASP-114,15.008851,562.24127,1.5487743,0.02851,2043.0,5940.0,1.43,1.289,Transit,2016.0,523.337
Kepler-1921 b,Kepler-1921,2.89459458,,20.03479958,0.15865,967.0,6120.0,2.0,1.251,Transit,2021.0,928.989
HD 114386 c,HD 114386,13.4,,444.0,1.05,,4895.0,0.76,0.8,Radial Velocity,2026.0,27.9243
TOI-1442 b,TOI-1442,1.17,,0.4090677,0.0071,1072.0,3330.0,0.31,0.29,Transit,2022.0,41.1659
WASP-25 b,WASP-25,13.80946422,179.255221548,3.7648337,0.0473,1217.0,5697.0,0.884,0.962,Transit,2010.0,211.416
TOI-1064 c,TOI-1064,2.651,2.5,12.226574,0.09429,634.0,4734.0,0.726,0.748,Transit,2022.0,68.0726
K2-373 b,K2-373,2.061,,11.02066,,,6138.0,1.486,1.158,Transit,2022.0,229.567
Kepler-1542 d,Kepler-1542,0.87,,5.99273738,0.0629,1010.0,5564.0,0.99,0.94,Transit,2016.0,399.114
K2-316 c,K2-316,1.83,,5.26,0.0582,423.0,3436.0,0.379,0.408,Transit,2020.0,112.486
TOI-1295 b,TOI-1295,15.69257298,451.31633794,3.1968838,0.047,2360.0,6280.0,1.7,1.38,Transit,2024.0,388.227
K2-115 b,K2-115,11.80305668,321.00669107,20.2729914,0.1415,696.0,5870.0,0.855,0.918,Transit,2017.0,413.591
K2-350 c,K2-350,2.74,,19.991944,,687.0,5789.0,1.04,0.98,Transit,2016.0,489.368
TOI-261.02,TOI-261,3.34822227,,13.03935862135,,1007.53,5890.3,1.31383,1.069,Transit,2021.0,114.495
TOI-1203 e,TOI-1203,7.31,,204.59,,,5737.0,1.179,0.886,Radial Velocity,2025.0,64.9943
Kepler-1764 b,Kepler-1764,4.55527871,,70.46829987,0.3512,511.0,6461.0,1.131,1.162,Transit,2021.0,1542.48
Kepler-1269 b,Kepler-1269,1.63,,37.3331536,0.23611,657.0,5998.0,1.15,1.1,Transit,2016.0,1097.23
Kepler-681 b,Kepler-681,3.08,,26.39435646,0.1635,489.0,5021.0,0.76,0.8,Transit,2016.0,686.923
K2-387 b,K2-387,7.322,,28.735327,,,3572.0,0.585,0.57,Transit,2022.0,266.318
XO-1 b,XO-1,12.77826,263.7989,3.94153,0.0488,1210.0,5750.0,0.88,0.88,Transit,2006.0,163.553
WASP-190 b,WASP-190,12.89035,317.83,5.367753,0.0663,1500.0,6400.0,1.6,1.35,Transit,2019.0,542.251
TOI-480 b,TOI-480,2.85372018,20.8,6.866196,0.077,1198.94,6174.0,1.4877,1.2793,Transit,2024.0,54.5306
K2-196 b,K2-196,3.59970536,,48.324222,,,6045.0,1.538801,1.162095,Transit,2018.0,584.877
HD 200964 c,HD 200964,13.7,,852.5,1.96,,4982.0,4.92,1.39,Radial Velocity,2010.0,72.5922
Kepler-1315 b,Kepler-1315,1.38,,0.84338011,0.01617,1541.0,4861.0,0.75,0.8,Transit,2016.0,480.869
K2-239 d,K2-239,1.1,,10.115,0.0685,399.0,3420.0,0.36,0.4,Transit,2018.0,31.0849
K2-382 b,K2-382,2.072,,21.700156,,,5452.0,0.811,0.922,Transit,2022.0,278.412
K2-192 b,K2-192,1.52,,4.162817,0.049,939.0,5222.0,0.81,0.9,Transit,2018.0,221.753
TRAPPIST-1 b,TRAPPIST-1,1.116,1.374,1.510826,0.01154,397.6,2566.0,0.1192,0.0898,Transit,2016.0,12.42988881
TRAPPIST-1 d,TRAPPIST-1,0.788,0.388,4.049219,0.02227,286.2,2566.0,0.1192,0.0898,Transit,2016.0,12.42988881
TRAPPIST-1 e,TRAPPIST-1,0.92,0.692,6.101013,0.02925,249.7,2566.0,0.1192,0.0898,Transit,2017.0,12.42988881
TRAPPIST-1 g,TRAPPIST-1,1.129,1.321,12.352446,0.04683,197.3,2566.0,0.1192,0.0898,Transit,2017.0,12.42988881
TRAPPIST-1 h,TRAPPIST-1,0.755,0.326,18.772866,0.06189,171.7,2566.0,0.1192,0.0898,Transit,2017.0,12.42988881
TOI-4602.01,TOI-4602,2.550449,,3.9812091,0.05099712,1380.27,6011.9,1.15664,1.116795,Transit,2024.0,63.0637
HATS-26 b,HATS-26,19.61575,206.5895,3.3023881,0.04735,1918.0,6071.0,2.04,1.299,Transit,2016.0,861.843
K2-190 b,K2-190,1.35673729,,10.098858,,,5631.0,0.912206,0.904597,Transit,2018.0,160.679
TOI-1839 c,TOI-1839,2.40867246,,4.02393854207,,,5315.91,0.848099,0.934,Transit,2026.0,116.086
WASP-186 b,WASP-186,12.44199,1341.2426,5.026799,0.06,1378.4,6361.0,1.47,1.22,Transit,2020.0,278.514
TOI-4552 b,TOI-4552,1.11,1.83,0.30110032,0.0056255,1122.0,3258.0,0.2869,0.2619,Transit,2026.0,27.2684
TOI-261.01,TOI-261,3.0449863,,3.3639254,0.034792189,1722.49,5890.3,1.28018,0.496728,Transit,2021.0,114.495
TOI-1054.01,TOI-1054,2.43432,,15.5077855,,853.0,6122.0,1.17,1.14,Transit,2021.0,88.4343
K2-402 b,K2-402,2.678,,17.27474,,,5716.0,1.28,0.944,Transit,2022.0,523.055
K2-117 c,K2-117,2.06,,5.444017,0.0492,537.0,3778.0,0.51,0.54,Transit,2017.0,101.632
HD 18742 b,HD 18742,13.1,,766.0,1.82,,4940.0,5.13,1.36,Radial Velocity,2011.0,162.685
Kepler-873 b,Kepler-873,3.75,,20.5533844,0.1542,749.0,6163.0,1.27,1.18,Transit,2016.0,1182.22
TOI-3837 b,TOI-3837,10.87271128,187.51876013,11.88865,0.099,1178.0,5905.0,1.2,0.89,Transit,2025.0,311.705
K2-407 b,K2-407,1.283,,4.941907,,,5563.0,0.927,0.881,Transit,2022.0,218.376
K2-380 b,K2-380,2.729,,9.401312,,,5911.0,1.32,0.993,Transit,2022.0,249.303
Kepler-1297 b,Kepler-1297,0.97,,1.68189002,0.0283,1790.0,5818.0,0.99,0.99,Transit,2016.0,1439.47
Kepler-80 f,Kepler-80,1.21,4459.73,0.9867873,0.0175,1054.0,4540.0,0.678,0.73,Transit,2016.0,369.451
Kepler-113 c,Kepler-113,2.18,8.7,8.92507,0.07796,628.0,4725.0,0.69,0.75,Transit,2014.0,262.351
K2-384 d,K2-384,1.392,,6.679582,,,3623.0,0.348,0.33,Transit,2022.0,82.6603
Wendelstein-1 b,Wendelstein-1,11.5609626,188.15536,2.663416,0.0282,2198.0,4251.0,0.61,0.65,Transit,2020.0,305.3
HATS-17 b,HATS-17,8.709393,425.25654,16.254611,0.1308,814.0,5846.0,1.091,1.131,Transit,2016.0,400.331
TOI-3894 b,TOI-3894,15.27784069,260.61929374,4.33454,0.05354,1531.0,6000.0,1.502,1.138,Transit,2024.0,417.365
Kepler-1016 b,Kepler-1016,2.18,,1.954524342,0.03044,1540.0,5821.0,1.0,0.99,Transit,2016.0,1402.82
WASP-68 b,WASP-68,14.79588,343.2564,5.0843,0.06206,1490.0,5910.0,1.79,1.49,Transit,2014.0,226.399
HAT-P-56 b,HAT-P-56,16.92559,734.1873,2.79083,0.0423,1840.0,6566.0,1.47,1.42,Transit,2015.0,320.639
K2-408 b,K2-408,1.677,,20.978959,,,5335.0,0.784,0.813,Transit,2022.0,162.306
K2-384 e,K2-384,1.345,,9.715043,,,3623.0,0.348,0.33,Transit,2022.0,82.6603
K2-395 b,K2-395,2.597,,4.803352,,,5007.0,0.783,0.952,Transit,2022.0,286.727
K2-395 c,K2-395,3.395,,8.491282,,,5007.0,0.783,0.952,Transit,2022.0,286.727
HIP 55507 b,HIP 55507,12.6,2585.534090945,5138.43727,5.062,,4171.0,0.723643,0.65,Radial Velocity,2022.0,25.4893
WASP-79 b,WASP-79,17.14974047,270.15414595,3.662392,0.0519,1716.2,6600.0,1.51,1.39,Transit,2012.0,246.69
K2-386 b,K2-386,2.32,,7.473223,,,5749.0,0.97,0.911,Transit,2022.0,428.785
K2-396 b,K2-396,1.579,,0.673862,,,5236.0,0.92,0.954,Transit,2022.0,274.864
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,12.7,1976.89269154,,2.8,,,,0.59,Microlensing,2021.0,5830.0
TOI-883 b,TOI-883,7.17166228,,10.05771848538,,861.0,5713.15,1.01477,1.003,Transit,2026.0,102.637
TOI-3896 b,TOI-3896,3.14949237,,4.37730369667,,966.0,5110.91,0.747752,0.86,Transit,2026.0,181.653
TOI-5380 b,TOI-5380,3.48093238,,3.77229247873,,1479.0,6400.78,1.5621,1.343,Transit,2026.0,286.781
TOI-6677 b,TOI-6677,5.83507112,,5.45060661625,,334.0,6572.28,1.57167,1.45,Transit,2026.0,340.52
K2-409 b,K2-409,2.482,,1.908084,,,5742.0,1.228,0.886,Transit,2022.0,431.031
Kepler-1651 b,Kepler-1651,1.84,,9.87863917,0.0692,393.0,3713.0,0.503,0.522,Transit,2017.0,66.4074
Kepler-1354 b,Kepler-1354,2.97,,76.613377,0.3521,466.0,6168.0,1.24,1.16,Transit,2016.0,1119.45
HD 100546 b,HD 100546,77.3421,2701.5414595,,53.0,,10500.0,1.85288,2.4,Imaging,2014.0,109.677
HD 158996 b,HD 158996,12.3,,820.2,2.1,,4069.0,50.3,1.8,Radial Velocity,2018.0,283.659
Kepler-610 b,Kepler-610,4.19,,6.996926554,0.0719,888.0,5943.0,1.13,1.1,Transit,2016.0,845.824
Kepler-1053 b,Kepler-1053,0.98,,2.414351654,0.0315,953.0,4529.0,0.69,0.74,Transit,2016.0,151.129
Kepler-1932 b,Kepler-1932,1.51482218,,0.524177015,0.0123,1891.0,5278.0,0.815,0.911,Transit,2021.0,713.733
Kepler-340 c,Kepler-340,3.37,,22.824669,0.178,946.0,6620.0,1.85,1.65,Transit,2014.0,808.762
Kepler-940 b,Kepler-940,3.34,,59.6225257,0.3059,486.0,5769.0,0.96,0.97,Transit,2016.0,1260.78
Kepler-524 c,Kepler-524,0.96,,1.88897906,0.03046,1574.0,6014.0,1.1,1.09,Transit,2016.0,1058.24
Kepler-534 c,Kepler-534,1.227,,7.378689766,0.0761,933.0,5936.0,0.965,1.075,Transit,2021.0,570.659
Kepler-647 b,Kepler-647,1.17,,16.2254649,0.12237,788.0,6020.0,1.07,1.03,Transit,2016.0,1087.87
K2-390 b,K2-390,4.662,,3.312792,,1119.0,5558.0,0.966,0.789,Transit,2022.0,456.122
Kepler-130 b,Kepler-130,1.02,,8.457458,0.079,982.0,5884.0,1.127,0.927,Transit,2014.0,316.663
Kepler-1955 b,Kepler-1955,1.16654878,,14.26519966,0.11959,853.0,5825.0,1.291,1.049,Transit,2021.0,449.351
K2-154 b,K2-154,1.99,,3.67626,0.0405,715.0,4097.0,0.63,0.65,Transit,2018.0,129.356
K2-392 b,K2-392,1.85,,15.398723,,,5726.0,1.058,0.841,Transit,2022.0,406.985
K2-393 b,K2-393,2.352,,10.413181,,,5678.0,1.071,0.881,Transit,2022.0,265.914
K2-391 b,K2-391,1.371,,4.622654,,,5543.0,0.566,0.757,Transit,2022.0,507.94
Kepler-537 b,Kepler-537,1.41,,3.247555219,0.04317,1181.0,5763.0,0.99,1.07,Transit,2016.0,439.4
Kepler-1546 b,Kepler-1546,3.13,,19.5974971,0.1366,671.0,5623.0,0.93,0.95,Transit,2016.0,931.956
HD 106515 A b,HD 106515 A,12.1,6006.9568923,3626.0,4.48,,5362.0,0.91,0.89,Radial Velocity,2012.0,34.0915
Kepler-1030 b,Kepler-1030,2.48,,19.32952416,0.1338,529.0,4983.0,0.76,0.8,Transit,2016.0,758.702
TOI-205 b,TOI-205,2.50121142,,4.25300773815,,1799.55,6302.74,1.45382,1.2,Transit,2026.0,177.759
TOI-5614 b,TOI-5614,3.21759316,,4.17221328949,,817.0,4553.0,0.734919,0.674,Transit,2026.0,223.016
TOI-3785 b,TOI-3785,5.14,14.95,4.6747373,0.043,582.0,3576.0,0.5,0.52,Transit,2023.0,79.7634
HATS-13 b,HATS-13,13.585308,172.58169,3.0440499,0.04057,1244.0,5523.0,0.887,0.962,Transit,2015.0,421.855
WASP-47 e,WASP-47,1.83,9.0,0.78961,0.01673,1992.0,5565.0,1.156,1.058,Transit,2015.0,264.78
TOI-4379 b,TOI-4379,16.69017226,353.743016991,3.25352,,1869.38,6020.0,1.976,1.372,Transit,2024.0,645.158
K2-28 b,K2-28,2.32,,2.260455,0.0214,568.0,3214.0,0.288,0.257,Transit,2016.0,62.9969
GJ 9066 c,GJ 9066,9.6,,771.36,0.88,,3154.0,0.164,0.15,Radial Velocity,2020.0,4.471
HD 155918 b,HD 155918,2.67,,1.87567,0.03,,5771.84,1.01906,1.03,Radial Velocity,2022.0,27.561
Kepler-1866 b,Kepler-1866,2.08215108,,11.66009998,0.1016,834.0,5791.0,1.083,1.03,Transit,2021.0,976.737
TOI-4582 b,TOI-4582,10.53644186,168.44905571,31.034,,614.66,5190.0,2.5,1.34,Transit,2023.0,383.846
TOI-2274 b,TOI-2274,2.45,,2.67963,0.05,771.46,3943.0,0.631,0.612,Transit,2024.0,48.876
TOI-5153 b,TOI-5153,11.88151954,1036.12060682,20.33003,0.158,906.0,6300.0,1.4,1.24,Transit,2022.0,390.484
HATS-67 b,HATS-67,18.887165,460.8535,1.6091788,0.03032,2193.0,6594.0,1.441,1.435,Transit,2018.0,960.109
TOI-4145 A b,TOI-4145 A,13.30506009,136.66621501,4.0664428,0.04823,1074.0,5281.0,0.859,0.905,Transit,2023.0,205.387
TOI-1269 b,TOI-1269,2.40144286,6.4,4.2529913,0.0496,1004.9,5499.0,0.8521,0.9027,Transit,2024.0,172.138
WASP-178 b,WASP-178,20.28829,527.5978,3.3448285,0.0558,2470.0,9360.0,1.67,2.07,Transit,2019.0,427.678
HD 25463 b,HD 25463,2.54535814,8.7,7.0491423,0.076,1198.46,6353.0,1.4182,1.251,Transit,2023.0,45.6181
HD 73583 b,HD 73583,2.79,10.2,6.398042,0.0604,714.0,4511.0,0.65,0.73,Transit,2022.0,31.5666
HD 73583 c,HD 73583,2.39,9.7,18.87974,0.1242,498.0,4511.0,0.65,0.73,Transit,2022.0,31.5666
Kepler-633 c,Kepler-633,2.296,,23.78319931,0.16246,725.0,5877.0,1.265,0.997,Transit,2021.0,680.54
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,9.6,66.74396547,,2.8,,,,0.56,Microlensing,2022.0,6600.0
Kepler-397 c,Kepler-397,6.18,,135.498527,0.48,295.0,5307.0,0.767,0.844,Transit,2014.0,969.0
Kepler-781 b,Kepler-781,2.89,,13.2140732,0.1019,629.0,5162.0,0.78,0.81,Transit,2016.0,1064.47
Kepler-1021 b,Kepler-1021,2.33,,13.47469571,0.1034,634.0,5431.0,0.86,0.89,Transit,2016.0,810.082
Gaia-1 b,Gaia-1,13.77583728,533.95172376,3.052524,0.04047,1159.07,5470.0,0.952,0.949,Transit,2022.0,363.66
Gaia-2 b,Gaia-2,14.81827249,259.665808519,3.6915224,0.0467,1213.23,5720.0,1.064,1.0,Transit,2022.0,209.229
K2-366 b,K2-366,2.359,,15.937039,,,5601.0,0.94,0.825,Transit,2022.0,185.947
K2-232 b,K2-232,11.209,126.49634,11.168454,0.10356,1030.0,6154.0,1.161,1.188,Transit,2018.0,130.72
Kepler-1952 b,Kepler-1952,1.23923346,,27.21080017,0.1724,725.0,5973.0,1.305,0.922,Transit,2021.0,852.062
Kepler-216 c,Kepler-216,3.04,,17.406669,0.136,814.0,6091.0,1.26,1.126,Transit,2014.0,1187.47
HD 153950 b,HD 153950,13.2,,499.39999,1.28,,6124.0,1.28,1.25,Radial Velocity,2008.0,48.4549
Kepler-1431 b,Kepler-1431,1.47,,5.86601526,0.0648,1064.0,5806.0,1.03,1.03,Transit,2016.0,1623.24
GJ 806 c,GJ 806,2.28,,6.64064,0.0523,490.0,3600.0,0.4144,0.413,Radial Velocity,2023.0,12.0445
WASP-42 b,WASP-42,12.576498,167.49641,4.9816819,0.0561,1021.0,5315.0,0.892,0.951,Transit,2012.0,177.291
TOI-1775 b,TOI-1775,8.04728896,96.0,10.2405549,0.08,707.89,5284.0,0.8288,0.9218,Transit,2024.0,149.234
TOI-2796 b,TOI-2796,17.26183028,139.84449908,4.8084983,0.0569,1205.0,5764.0,1.069,1.063,Transit,2023.0,350.343
GJ 849 b,GJ 849,13.9,,1925.31,2.32,,3467.0,0.45,0.45,Radial Velocity,2006.0,8.80058
TOI-2136 b,TOI-2136,2.19,6.37,7.851928,0.057,395.0,3342.0,0.34,0.34,Transit,2022.0,33.3631
HATS-31 b,HATS-31,18.38276,279.6904,3.37796,0.0478,1823.0,6050.0,1.87,1.275,Transit,2016.0,773.974
TOI-2427 b,TOI-2427,1.8,,1.3060011,0.0202,1117.0,4072.0,0.65,0.64,Transit,2022.0,28.5147
HIP 94235 b,HIP 94235,3.0,379.0,7.713057,0.0787,1060.0,5991.0,1.08,1.094,Transit,2022.0,58.5146
Wolf 503 b,Wolf 503,2.043,6.26,6.00127,0.05706,790.0,4716.0,0.689,0.688,Transit,2018.0,44.526
Kepler-1514 c,Kepler-1514,1.1758241,,10.514181,0.0997,1066.0,6145.0,1.289,1.196,Transit,2020.0,397.292
K2-368 b,K2-368,1.332,,5.025598,,,4663.0,0.663,0.746,Transit,2022.0,206.608
TOI-1670 c,TOI-1670,11.06326395,200.23189641,40.74976,0.249,684.0,6170.0,1.316,1.21,Transit,2022.0,168.067
TOI-880.02,TOI-880,2.19,,2.57571,0.0349,1085.0,5050.0,0.83,0.87,Transit,2024.0,60.6679
WASP-123 b,WASP-123,15.13212395,285.72917,2.97764359,0.04263,1500.0,5740.0,1.285,1.166,Transit,2016.0,197.996
EPIC 246851721 b,EPIC 246851721,11.780659,953.49,6.180235,0.07229,1401.0,6202.0,1.586,1.317,Transit,2018.0,372.632
TOI-1268 b,TOI-1268,9.1,96.4,8.1577094,0.0711,918.9,5300.0,0.92,0.96,Transit,2022.0,109.557
TOI-6130 b,TOI-6130,14.3474953,333.71982735,2.392679,0.036,1750.0,6110.0,1.51,1.31,Transit,2024.0,220.882
TRAPPIST-1 c,TRAPPIST-1,1.097,1.308,2.421937,0.0158,339.7,2566.0,0.1192,0.0898,Transit,2016.0,12.42988881
TOI-1269 c,TOI-1269,2.22999162,,9.23786144195,,757.0,5554.02,0.848906,0.9027,Transit,2026.0,172.138
TRAPPIST-1 f,TRAPPIST-1,1.045,1.039,9.20754,0.03849,217.7,2566.0,0.1192,0.0898,Transit,2017.0,12.42988881
Kepler-396 b,Kepler-396,3.5,75.5,42.994,0.24067,496.0,5656.0,1.06,0.85,Transit,2013.0,223.757
K2-376 b,K2-376,1.736,,5.776475,,,5937.0,1.149,0.908,Transit,2022.0,161.61
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1.85,4.08,,1.7,,,,0.25,Microlensing,2023.0,4670.0
TOI-500 c,TOI-500,2.09,,6.6356,,,4440.0,0.678,0.74,Radial Velocity,2022.0,47.3924
GJ 514 b,GJ 514,2.13,,140.43,0.422,202.0,3728.0,0.5,0.51,Radial Velocity,2022.0,7.61778
K2-34 b,K2-34,13.75,539.67534,2.9956348,0.0442,1687.0,6168.0,1.42,1.16,Transit,2016.0,348.646
K2-43 c,K2-43,2.42,,2.198884,,1093.7,3840.6,0.542,0.571,Transit,2019.0,182.536
EPIC 206317286 c,EPIC 206317286,2.094,,17.515472,,,4752.0,0.758,0.832,Transit,2022.0,314.35
TOI-1683.01,TOI-1683,2.6382,,3.0575356,0.036507593,929.25,4402.0,0.7,0.694661,Transit,2024.0,51.1884
TOI-5143 c,TOI-5143,16.25302201,,5.2097118,0.05602,904.48,5183.0,0.852,0.864,Transit,2025.0,181.38
K2-396 c,K2-396,3.124,,25.76051,,,5236.0,0.92,0.954,Transit,2022.0,274.864
HD 34445 f,HD 34445,6.88,,676.8,1.543,,5836.0,1.38,1.07,Radial Velocity,2017.0,46.0907
AB Aur b,AB Aur,12.5,2860.455663,,93.9,,9770.0,2.95887,2.4,Imaging,2022.0,162.127
TOI-620 b,TOI-620,3.76,,5.0988179,0.04825,603.6,3708.0,0.55,0.577,Transit,2022.0,33.0231
mu2 Sco b,mu2 Sco,12.3,4576.7290608,,242.4,,21700.0,5.6,9.1,Imaging,2022.0,
WASP-184 b,WASP-184,14.90797,181.1631,5.1817,0.0627,1480.0,6000.0,1.65,1.23,Transit,2019.0,663.231
TOI-3976 A b,TOI-3976 A,12.27383387,55.619971225,6.607662,0.0743,1295.0,5975.0,1.501,1.254,Transit,2023.0,516.087
HD 156846 b,HD 156846,12.4,,359.51001,1.12,,6090.0,1.9,1.38,Radial Velocity,2007.0,47.7332
Kepler-399 c,Kepler-399,1.43,,26.67569,0.155,630.0,5502.0,0.68,0.902,Transit,2014.0,740.537
Kepler-1802 b,Kepler-1802,1.671,,15.45020008,0.0662,581.0,4245.0,0.637,0.649,Transit,2021.0,636.694
K2-375 b,K2-375,2.243,,14.453895,,,5822.0,1.543,1.119,Transit,2022.0,696.1
TOI-431 c,TOI-431,1.49,,4.8494,0.052,867.0,4850.0,0.731,0.78,Radial Velocity,2021.0,32.5686
TOI-451 c,TOI-451,2.93,3.7,9.192463,0.0795,865.0,5490.0,0.85,0.93,Transit,2020.0,123.739
TOI-451 d,TOI-451,3.93,10.2,16.364962,0.1168,714.0,5490.0,0.85,0.93,Transit,2020.0,123.739
PDS 70 c,PDS 70,22.19378179,2383.7130525,,34.3,1054.0,4109.0,1.26,0.982,Imaging,2019.0,113.064
WASP-171 b,WASP-171,10.98482,344.52772,3.8186244,0.0504,1642.0,5965.0,1.637,1.171,Transit,2019.0,757.84
HATS-42 b,HATS-42,15.6926,597.5204,2.292102,0.03689,1856.0,6060.0,1.48,1.273,Transit,2018.0,800.377
WASP-151 b,WASP-151,13.30506009,100.433776612,4.5334775,0.055,1312.0,5871.0,1.181,1.081,Transit,2017.0,453.099
