pl_name,hostname,pl_rade,pl_masse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,discoverymethod,disc_year,sy_dist
WASP-11 b,WASP-11,12.44199,251.0857,3.72247,0.0435,992.0,4800.0,0.89,1.42,Transit,2008.0,124.73
WASP-192 b,WASP-192,13.78707,731.009,2.8786765,0.0408,1620.0,5910.0,1.32,1.09,Transit,2019.0,508.885
WASP-44 b,WASP-44,12.3299,276.5121,2.423804,0.03453,1337.0,5420.0,0.906,0.935,Transit,2011.0,364.512
HAT-P-5 b,HAT-P-5,13.56289,311.4734,2.78849,0.04073,1517.0,5960.0,1.12,1.04,Transit,2007.0,303.336
HAT-P-8 b,HAT-P-8,15.6926,406.8224,3.07634,0.04496,1713.0,6200.0,1.57,1.27,Transit,2008.0,211.553
HD 33844 b,HD 33844,13.4,,551.40002,1.6,,4861.0,5.39,1.84,Radial Velocity,2015.0,105.779
Kepler-139 f,Kepler-139,6.67,36.0,355.0,,,5630.0,1.045,1.078,Transit Timing Variations,2025.0,391.038
TOI-836 b,TOI-836,1.704,4.53,3.81673,0.0422,871.0,4552.0,0.665,0.678,Transit,2023.0,27.5024
TOI-1246 b,TOI-1246,3.01,8.1,4.30744,0.049,955.0,5151.0,0.86,0.87,Transit,2022.0,169.422
Kepler-1849 b,Kepler-1849,2.38685349,,57.29290009,0.2597,355.0,4806.0,0.729,0.709,Transit,2021.0,631.884
Kepler-2001 c,Kepler-2001,1.82,,14.092583189,0.1084,597.0,5081.0,0.77,0.864,Transit,2023.0,776.55
DMPP-1 e,DMPP-1,1.86,,5.516,0.0651,1314.0,6196.0,1.26,1.21,Radial Velocity,2019.0,62.5388
K2-403 b,K2-403,5.333,,33.589979,,949.0,5511.0,0.886,0.784,Transit,2022.0,246.599
TOI-5789 e,TOI-5789,3.43,,62.98,0.2901,424.0,5185.0,0.833,0.821,Radial Velocity,2026.0,20.4581
rho CrB b,rho CrB,13.7,,39.849,0.2245,614.0,5817.0,1.3617,1.0,Radial Velocity,1997.0,17.4671
HD 191939 c,HD 191939,3.195,8.0,28.579743,0.1752,600.0,5348.0,0.94,0.81,Transit,2020.0,53.6089
DMPP-6 b,DMPP-6,2.28,,7.6027,0.0779,,6182.09,1.27,1.079,Radial Velocity,2026.0,54.6303
Kepler-315 c,Kepler-315,4.15,,265.469335,0.791,291.0,5796.0,1.037,0.831,Transit,2014.0,1160.63
Qatar-10 b,Qatar-10,17.295487,233.92288,1.645321,0.0286,1955.0,6124.0,1.254,1.156,Transit,2019.0,559.068
Gliese 12 b,Gliese 12,0.93,0.95,12.761418,0.067,314.6,3328.0,0.265,0.255,Transit,2024.0,12.21
HD 209458 b,HD 209458,15.58051,232.0159,3.52474859,0.04707,1459.0,6091.0,1.19,1.23,Radial Velocity,1999.0,48.3016
Kepler-1991 b,Kepler-1991,1.47,,13.26079792,0.1065,760.0,5478.0,1.053,0.914,Transit,2023.0,855.82
Kepler-1995 b,Kepler-1995,4.28,,73.7578875,0.3259,375.0,5029.0,0.93,0.847,Transit,2023.0,595.331
Kepler-1987 e,Kepler-1987,1.92,,8.74292005,0.0765,643.0,4769.0,0.714,0.799,Transit,2023.0,595.683
KELT-3 b,KELT-3,17.48604,616.5902,2.70339,0.04123,1816.0,6304.0,1.7,1.96,Transit,2013.0,210.252
Kepler-417 c,Kepler-417,2.69,,15.943,0.1194,616.0,5177.0,0.806,0.9,Transit Timing Variations,2014.0,973.989
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,14.0,230.0,,1.6,,,,0.33,Microlensing,2019.0,6500.0
Kepler-1213 b,Kepler-1213,1.19,,5.34982412,0.06026,1156.0,6050.0,1.21,1.14,Transit,2016.0,807.812
Kepler-1020 b,Kepler-1020,2.28,,96.9151496,0.37594,325.0,5227.0,0.8,0.87,Transit,2016.0,415.358
Kepler-682 b,Kepler-682,7.37,,12.611906672,0.1058,753.0,5559.0,0.89,0.92,Transit,2016.0,1979.25
K2-194 b,K2-194,3.64229858,,39.721386,,,5979.0,1.281115,1.110086,Transit,2018.0,629.51
Kepler-1993 b,Kepler-1993,4.15,,26.6565737,0.1943,903.0,5159.0,3.062,1.373,Transit,2023.0,1031.91
Kepler-579 b,Kepler-579,2.0,,9.66857723,0.0854,730.0,5636.0,0.96,0.99,Transit,2016.0,530.765
HD 216770 b,HD 216770,14.1,,118.45,0.46,,5399.0,0.93,0.74,Radial Velocity,2003.0,36.6625
Kepler-1074 b,Kepler-1074,1.25,,5.94566534,0.0536,568.0,4002.0,0.57,0.6,Transit,2016.0,250.817
WASP-133 b,WASP-133,13.56289,368.6828,2.176423,0.0345,1790.0,5700.0,1.44,1.16,Transit,2016.0,559.084
Kepler-1126 c,Kepler-1126,1.45,,199.66876,0.6193,305.0,5678.0,0.921,0.794,Transit,2023.0,635.736
TOI-1224 b,TOI-1224,2.104,,4.1782745,0.0355,541.0,3326.0,0.404,0.4,Transit,2024.0,37.3312
TOI-564 b,TOI-564,11.43318,464.98529,1.651144,0.02734,1714.0,5640.0,1.088,0.998,Transit,2020.0,199.581
Kepler-1656 c,Kepler-1656,14.0,126.4,1919.0,3.053,,5569.0,1.1,1.03,Radial Velocity,2022.0,185.875
TOI-1410 c,TOI-1410,5.63,,47.56,0.239,,4635.0,0.7558,0.7941,Radial Velocity,2024.0,72.7512
HATS-55 b,HATS-55,14.022459,292.72143,4.2042001,0.05412,1367.0,6214.0,1.126,1.1955,Transit,2019.0,609.838
WASP-183 b,WASP-183,16.47723,159.55066,4.1117771,0.04632,1111.0,5313.0,0.871,0.784,Transit,2019.0,325.377
HD 45184 b,HD 45184,3.52,,5.8854,0.0644,,5869.0,1.075139,1.03,Radial Velocity,2019.0,21.9532
Kepler-700 b,Kepler-700,5.99,,80.8720639,0.3577,452.0,5692.0,0.96,0.98,Transit,2016.0,1491.76
WASP-170 b,WASP-170,12.285064,508.528,2.34478022,0.0337,1422.0,5600.0,0.938,0.93,Transit,2018.0,305.603
TOI-1693 b,TOI-1693,1.41,,1.7666957,0.0226,764.0,3499.0,0.46,0.49,Transit,2022.0,30.7947
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,7.56,44.49597698,,2.86,,,,0.69,Microlensing,2022.0,6540.0
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,12.3,4100.0,,0.8,,,,0.096,Microlensing,2014.0,3040.0
Kepler-948 b,Kepler-948,1.85,,7.76846622,0.0749,841.0,5679.0,0.94,0.96,Transit,2016.0,868.017
TOI-1472 b,TOI-1472,4.058,18.05,6.36338574,0.064,891.0,5100.0,0.84,0.87,Transit,2024.0,121.84
Kepler-1894 c,Kepler-1894,1.21,,5.05368985,0.0576,1007.0,5772.0,0.901,0.999,Transit,2023.0,935.191
TOI-532 b,TOI-532,5.82,61.5,2.3266508,0.0296,867.0,3927.0,0.612,0.639,Transit,2021.0,135.047
Kepler-1996 b,Kepler-1996,2.26,,32.376183,0.1789,392.0,4580.0,0.675,0.748,Transit,2023.0,440.561
LP 714-47 b,LP 714-47,4.7,30.8,4.052037,0.0417,700.0,3950.0,0.584,0.59,Transit,2020.0,52.616
TOI-921 b,TOI-921,3.53409617,,5.12871907628,,951.0,6011.66,1.14165,1.13,Transit,2026.0,294.015
Kepler-1278 b,Kepler-1278,1.01,,3.23941344,0.04417,1213.0,6074.0,1.16,1.11,Transit,2016.0,889.426
HD 106270 b,HD 106270,12.4,3623.2438398,1888.0,3.34,,5509.0,2.66,1.39,Radial Velocity,2011.0,93.808
Kepler-1977 b,Kepler-1977,1.66,,4.53702121,0.0486,798.0,4805.0,0.688,0.769,Transit,2023.0,592.711
HATS-10 b,HATS-10,10.861521,167.17858,3.312846,0.04491,1407.0,5880.0,1.105,1.101,Transit,2015.0,534.889
Kepler-1801 c,Kepler-1801,2.91,,116.583183,0.4572,371.0,5738.0,0.981,0.936,Transit,2023.0,839.332
Kepler-472 b,Kepler-472,3.22,,4.176255514,0.04823,876.0,4996.0,0.78,0.85,Transit,2016.0,306.602
Kepler-1129 b,Kepler-1129,2.96,,24.3397804,0.16481,737.0,5831.0,1.0,1.0,Transit,2016.0,1183.88
Kepler-1275 b,Kepler-1275,1.48,,3.65691115,0.0488,1368.0,6296.0,1.36,1.23,Transit,2016.0,1153.98
Kepler-1052 c,Kepler-1052,2.3,,180.921729,0.6135,302.0,5818.0,0.848,0.937,Transit,2023.0,943.444
HATS-61 b,HATS-61,13.394755,1080.622,7.817953,0.07908,1226.1,5542.0,1.664,1.076,Transit,2018.0,679.761
Kepler-656 c,Kepler-656,1.41,,5.25449393,0.0602,975.0,5550.0,0.954,1.05,Transit,2023.0,890.352
Kepler-1471 c,Kepler-1471,1.88,,11.6044881,0.0981,841.0,5533.0,1.166,0.934,Transit,2023.0,978.678
Kepler-60 c,Kepler-60,1.9,3.85,8.9187,0.08422,1023.0,5905.0,1.257,1.041,Transit,2012.0,1025.1
Kepler-784 c,Kepler-784,1.55,,17.157236,0.1309,844.0,5676.0,1.487,1.016,Transit,2023.0,1303.72
WASP-49 b,WASP-49,12.44199,117.5971,2.78174,0.0379,1400.0,5600.0,0.97,0.92,Transit,2012.0,194.553
WASP-15 b,WASP-15,15.80469,171.6282,3.7521,0.05165,1676.0,6300.0,1.48,1.18,Transit,2009.0,282.091
Kepler-1869 c,Kepler-1869,0.74,,1.716828304,0.028,1455.0,5808.0,0.902,0.987,Transit,2023.0,113.025
Kepler-1987 c,Kepler-1987,1.33,,3.64830183,0.0427,860.0,4769.0,0.714,0.799,Transit,2023.0,595.683
Kepler-1669 d,Kepler-1669,1.22,,4.72941177,0.0468,669.0,4224.0,0.603,0.609,Transit,2023.0,543.444
Kepler-1870 b,Kepler-1870,2.10143764,,3.606940031,0.0452,1046.0,5508.0,0.84,0.955,Transit,2021.0,407.216
K2-8 c,K2-8,2.41,,5.06416,0.0532,801.0,4870.0,0.74,0.78,Transit,2016.0,403.513
Kepler-1339 b,Kepler-1339,0.71,,1.341555127,0.02356,1642.0,5586.0,0.93,0.94,Transit,2016.0,371.049
Kepler-865 c,Kepler-865,0.89,,6.20920207,0.061,914.0,5440.0,0.885,0.782,Transit,2023.0,586.137
Kepler-2000 c,Kepler-2000,1.57,,20.6180348,0.1228,359.0,3757.0,0.576,0.581,Transit,2023.0,320.588
Kepler-864 c,Kepler-864,1.62,,2.42150341,0.0382,1532.0,6213.0,1.195,1.27,Transit,2023.0,2022.9
Kepler-1905 b,Kepler-1905,1.4460734,,3.42392993,0.0451,1212.0,5788.0,1.015,1.038,Transit,2021.0,1051.53
Kepler-230 c,Kepler-230,2.04,,91.773242,0.38,359.0,5588.0,0.817,0.784,Transit,2014.0,740.754
Kepler-1839 b,Kepler-1839,1.9493759,,5.056759834,0.0583,1049.0,5926.0,0.939,1.03,Transit,2021.0,1136.6
Kepler-694 b,Kepler-694,2.8,,6.365841612,0.0659,914.0,5700.0,0.95,0.97,Transit,2016.0,1023.06
K2-32 e,K2-32,1.212,2.1,4.34934,0.04899,1066.0,5271.0,0.86,0.83,Transit,2019.0,157.682
Kepler-1984 b,Kepler-1984,6.81,,1.992812339,0.0238,675.0,3638.0,0.42,0.45,Transit,2023.0,
Kepler-1987 b,Kepler-1987,1.23,,2.345863002,0.0318,997.0,4769.0,0.714,0.799,Transit,2023.0,595.683
Kepler-919 b,Kepler-919,2.25,,11.04603384,0.0981,869.0,6113.0,1.21,1.15,Transit,2016.0,1119.87
Kepler-1181 c,Kepler-1181,1.83,,8.93484887,0.0928,1124.0,6688.0,1.347,1.336,Transit,2023.0,938.417
Kepler-1858 b,Kepler-1858,2.42168247,,88.07160187,0.3575,330.0,4939.0,0.819,0.785,Transit,2021.0,833.055
Kepler-975 c,Kepler-975,10.69,,5.05821338,0.0567,1168.0,4883.0,1.667,0.951,Transit,2023.0,426.088
HD 95872 b,HD 95872,13.0,,4375.0,5.15,,5312.0,0.84,0.7,Radial Velocity,2015.0,72.2195
Kepler-411 b,Kepler-411,2.401,25.6,3.005156,0.0375,1138.0,4974.0,0.82,0.87,Transit,2013.0,153.676
NGTS-16 b,NGTS-16,14.57167491,211.991547469,4.84532,0.0523,1177.0,5550.0,1.213,1.002,Transit,2021.0,898.168
K2-31 b,K2-31,11.88154,563.83042,1.25785,0.022,1688.0,5280.0,0.78,0.91,Transit,2016.0,110.527
K2-39 b,K2-39,6.27704,28.6047,4.60543,0.05708,1670.0,4881.0,2.97,0.66,Transit,2016.0,307.47
HIP 38594 c,HIP 38594,7.94,,3477.768,3.805,,4086.3,0.626646,0.61,Radial Velocity,2020.0,17.7886
Kepler-144 b,Kepler-144,1.33,,5.885273,0.066,1253.0,6075.0,1.235,1.154,Transit,2014.0,384.917
Kepler-1121 b,Kepler-1121,1.91,,13.15141081,0.11818,1008.0,6231.0,1.59,1.29,Transit,2016.0,482.047
HD 10442 b,HD 10442,13.6,,1032.3,2.01,,4912.0,1.97,1.01,Radial Velocity,2014.0,135.374
Kepler-402 d,Kepler-402,1.38,,8.921099,0.087,1006.0,6090.0,1.264,1.072,Transit,2014.0,625.339
TOI-4515 b,TOI-4515,12.17,637.0,15.266446,0.118,705.0,5433.0,0.86,0.949,Transit,2024.0,193.499
LTT 1445 A b,LTT 1445 A,1.34,2.73,5.3587635,0.0381,431.0,3562.0,0.271,0.257,Transit,2019.0,6.86929
AU Mic c,AU Mic,2.79,14.46,18.859023,0.119,424.7,3540.0,0.862,0.635,Transit,2021.0,9.7221
HAT-P-7 b,HAT-P-7,16.92559,584.8072,2.20474,0.03809,2733.0,6389.0,2.0,1.56,Transit,2008.0,341.079
AU Mic b,AU Mic,4.79,8.99,8.463446,0.07,554.8,3540.0,0.862,0.635,Transit,2020.0,9.7221
WASP-63 b,WASP-63,15.80469,117.5971,4.37808,0.0574,1469.91,5550.0,1.86,1.28,Transit,2012.0,290.684
TOI-3540 A b,TOI-3540 A,23.53885947,375.03752026,3.119999,0.04289,1498.0,5810.0,1.228,1.081,Transit,2022.0,
HATS-62 b,HATS-62,11.825495,56.89157,3.2768837,0.04163,1237.0,5416.0,0.933,0.896,Transit,2018.0,523.067
Kepler-1690 b,Kepler-1690,2.81109223,,234.636,0.7097,267.0,5404.0,0.862346,0.94,Transit,2020.0,703.789
Kepler-1118 b,Kepler-1118,2.74,,38.6715075,0.2079,502.0,5688.0,0.97,0.96,Transit,2016.0,888.325
Kepler-150 b,Kepler-150,1.25,,3.428054,0.044,1131.0,5560.0,0.939,0.956,Transit,2014.0,891.092
Kepler-1841 b,Kepler-1841,1.48912557,,25.88599968,0.1606,542.0,5190.0,0.899,0.823,Transit,2021.0,631.7
Kepler-620 b,Kepler-620,3.32,,12.91375431,0.1053,849.0,6155.0,1.22,1.15,Transit,2016.0,1355.28
HD 105618 b,HD 105618,5.44,,10.02245,0.091,,5671.0,1.27399,1.01,Radial Velocity,2022.0,70.0837
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,13.3,700.0,,3.5,,,,0.49,Microlensing,2019.0,7100.0
NGTS-12 b,NGTS-12,11.747032,66.10864,7.532806,0.0757,1257.0,5690.0,1.589,1.021,Transit,2020.0,446.442
Kepler-1669 b,Kepler-1669,2.78043818,,9.51216,0.0745,530.0,4303.0,0.714145,0.67,Transit,2020.0,543.444
K2-341 b,K2-341,3.21,,36.552551,,598.0,5817.0,1.16,0.98,Transit,2021.0,421.408
TOI-262 b,TOI-262,2.07,,11.14529,0.163,584.0,5310.0,0.853,0.913,Transit,2023.0,43.932
Kepler-347 d,Kepler-347,3.04,,85.517344,0.3802,482.0,5592.0,1.451,1.0,Transit,2023.0,1298.88
55 Cnc e,55 Cnc,1.875,7.99,0.7365474,0.01544,1958.0,5172.0,0.943,0.905,Radial Velocity,2004.0,12.5855
K2-329 b,K2-329,8.675766,82.6358,12.4551225,0.1016,650.0,5282.0,0.822,0.901,Transit,2020.0,233.237
Kepler-405 b,Kepler-405,2.08,,10.613839,0.095,785.0,5818.0,0.893,0.873,Transit,2014.0,1065.08
HIP 114933 b,HIP 114933,13.4,,1481.6,2.84,,4823.0,5.27,1.39,Radial Velocity,2021.0,101.766
NGTS-18 b,NGTS-18,13.56286665,129.991818463,3.05125,0.0448,1381.0,5610.0,1.392,1.003,Transit,2021.0,1096.19
Kepler-129 b,Kepler-129,2.4,,15.79,0.13,910.0,5770.0,1.653,1.178,Transit,2014.0,408.845
GJ 3082 b,GJ 3082,2.79,,11.949,0.079,,3910.0,0.465216,0.47,Radial Velocity,2020.0,16.6186
HD 136352 b,HD 136352,1.664,4.72,11.57797,0.0964,905.0,5664.0,1.058,0.87,Radial Velocity,2019.0,14.682
HD 221420 b,HD 221420,12.0,7278.2705203,10090.0,10.15,,5847.0,1.947,1.351,Radial Velocity,2019.0,31.1415
HD 136352 c,HD 136352,2.916,11.24,27.59221,0.1721,677.0,5664.0,1.058,0.87,Radial Velocity,2019.0,14.682
Kepler-1723 b,Kepler-1723,2.88046569,,39.75289917,0.2249,568.0,6072.0,1.01,0.96,Transit,2021.0,811.278
Kepler-1176 b,Kepler-1176,2.45,,24.1738579,0.1589,595.0,5844.0,1.02,1.01,Transit,2016.0,864.699
Kepler-1783 b,Kepler-1783,1.31946731,,8.277440071,0.07595,1088.0,5129.0,1.781,0.887,Transit,2021.0,264.078
TOI-6255 b,TOI-6255,1.079,1.44,0.23818244,,1256.46,3421.0,0.37,0.353,Transit,2024.0,20.3167
TOI-157 b,TOI-157,14.414774,375.0394,2.0845435,0.03138,1588.0,5404.0,1.167,0.948,Transit,2020.0,355.683
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,13.5,514.88201934,,1.14,,,,0.32,Microlensing,2024.0,6630.0
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,13.1,959.84178914,,2.73,,,,0.45,Microlensing,2021.0,7250.0
Kepler-1421 b,Kepler-1421,0.93,,6.9131112,0.07576,1209.0,6335.0,1.42,1.25,Transit,2016.0,783.401
Kepler-1442 b,Kepler-1442,3.93,,81.4162941,0.40814,522.0,6394.0,1.44,1.34,Transit,2016.0,608.68
Kepler-414 b,Kepler-414,1.71,3.5,4.7,0.0543,1024.0,5536.0,0.946,0.89,Transit Timing Variations,2014.0,413.46
HD 13808 c,HD 13808,3.13,,53.753,0.2554,,5035.0,0.781,0.771,Radial Velocity,2021.0,28.2305
TOI-1333 b,TOI-1333,15.647764,753.2571,4.720219,0.0626,1679.0,6274.0,1.925,1.464,Transit,2021.0,200.492
HD 13808 b,HD 13808,3.35,,14.1815,0.10519,,5035.0,0.781,0.771,Radial Velocity,2021.0,28.2305
HD 136352 d,HD 136352,2.562,8.82,107.245,0.425,431.0,5664.0,1.058,0.87,Radial Velocity,2019.0,14.682
K2-185 b,K2-185,1.15,,10.616384,,809.0,5788.0,0.94,0.96,Transit,2018.0,268.357
K2-59 b,K2-59,2.41,,20.6921,0.1354,,5055.0,0.731,0.774,Transit,2016.0,311.313
Kepler-1976 b,Kepler-1976,12.21,,4.959319244,0.0565,1103.0,5712.0,1.082,0.976,Transit Timing Variations,2023.0,1314.51
HAT-P-61 b,HAT-P-61,10.07687365,335.944626199,1.90231289,0.0301,1505.0,5587.0,0.938,1.004,Transit,2021.0,338.84
TOI-849 b,TOI-849,3.64,41.8,0.765548,0.0155,1932.0,5257.0,0.97,0.97,Transit,2020.0,225.734
Kepler-1491 c,Kepler-1491,2.44,,61.569765,0.3045,530.0,5626.0,1.389,0.991,Transit,2023.0,2065.59
Kepler-1834 c,Kepler-1834,1.22,,0.766691517,0.015,1541.0,4821.0,0.788,0.765,Transit,2023.0,500.395
Kepler-1518 c,Kepler-1518,2.9,,9.6310258,0.0905,1094.0,6432.0,1.345,1.06,Transit,2023.0,903.51
TIC 270471727 b,TIC 270471727,2.75029559,,10.45623256647,,1147.1,5271.39,0.997091,0.9,Transit,2026.0,182.104
Kepler-348 c,Kepler-348,1.33,,17.265427,0.138,888.0,6177.0,1.359,1.189,Transit,2014.0,570.783
Kepler-1200 b,Kepler-1200,1.06,,1.118549717,0.0188,1174.0,4612.0,0.7,0.74,Transit,2016.0,588.715
HD 204941 b,HD 204941,10.1,,1733.0,2.55,,5026.0,0.78,0.58,Radial Velocity,2011.0,28.7165
HD 68988 c,HD 68988,12.2,4776.96095721,16000.0,13.2,,5883.41,1.255733,1.171665,Radial Velocity,2021.0,60.8447
HD 101581 b,HIP 56998,0.956,,4.46569,0.046,834.0,4675.0,0.63,0.653,Transit,2025.0,12.7781
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,14.2,130.0,,3.5,,,,0.56,Microlensing,2020.0,5200.0
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,2.23,5.59,,1.81,,,,0.34,Microlensing,2023.0,5400.0
Kepler-698 b,Kepler-698,3.68,,16.32976218,0.1255,727.0,5612.0,0.91,0.94,Transit,2016.0,1995.57
WASP-121 b,WASP-121,19.52604438,371.85923619,1.27492504,0.02571,2409.0,6628.0,1.461,1.33,Transit,2016.0,269.898
GJ 536 c,GJ 536,2.3,,32.761,0.1617,290.5,3641.0,0.529,0.528,Radial Velocity,2025.0,10.4092
TOI-663 b,TOI-663,2.27,4.45,2.598902,0.0295,674.0,3681.0,0.512,0.514,Transit,2024.0,64.2308
Qatar-4 b,Qatar-4,12.722215,1938.763,1.8053564,0.02803,1385.0,5215.0,0.849,0.896,Transit,2017.0,329.036
K2-113 b,K2-113,12.14,410.0007,5.817685,0.0642,1098.0,5660.0,1.24,1.04,Transit,2017.0,635.722
TOI-150.01,TOI-150,14.067295,797.7533,5.857487,0.07037,1404.5,6255.0,1.526,1.351,Transit,2019.0,336.267
TOI-2107 b,TOI-2107,13.57407563,263.79757781,2.4545467,0.03515,1397.0,5627.0,0.932,0.961,Transit,2024.0,236.705
Kepler-1321 b,Kepler-1321,4.92,,11.12830484,0.0781,408.0,4094.0,0.53,0.54,Transit,2016.0,769.146
HD 10180 h,HD 10180,9.4,,2205.0,3.381,,5911.0,1.109,1.06,Radial Velocity,2010.0,38.9607
HD 7924 b,HD 7924,,2058.256763732,5.39792,0.06,825.9,5131.0,0.78,0.65,Radial Velocity,2008.0,16.9922
HIP 57274 d,HIP 57274,14.2,,431.7,1.01,,4640.0,0.68,0.73,Radial Velocity,2011.0,25.8618
HD 215152 e,HD 215152,,975.415381083,25.1967,0.15417,,4935.0,0.73,0.77,Radial Velocity,2018.0,21.5974
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,11.9,8581.366989,,22.3,,,,0.49,Microlensing,2021.0,1220.0
GJ 328 b,GJ 328,13.3,,3771.0,4.11,,3897.0,0.63,0.65,Radial Velocity,2013.0,20.5266
HD 16175 b,HD 16175,12.8,1875.1876013,990.0,2.12,,5981.0,1.72,1.63,Radial Velocity,2009.0,59.859
Kepler-1195 b,Kepler-1195,2.08,,8.49642241,0.0726,702.0,4965.0,0.71,0.74,Transit,2016.0,918.566
Kepler-739 b,Kepler-739,3.32,,12.53248465,0.1054,775.0,5601.0,0.9,0.93,Transit,2016.0,1370.65
K2-268 e,K2-268,1.33,,6.131243,,801.0,5106.0,0.78,0.84,Transit,2021.0,327.783
K2-268 f,K2-268,2.23,,26.27057,,492.0,5106.0,0.78,0.84,Transit,2021.0,327.783
K2-268 b,K2-268,1.5,,2.151676,0.0308,1136.0,5106.0,0.78,0.84,Transit,2018.0,327.783
K2-146 c,K2-146,2.19,7.49,4.00498,0.0327,,3385.0,0.33,0.331,Transit,2019.0,79.3002
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,1.16,1.66,,0.702,,,,0.1127,Microlensing,2014.0,911.0
TOI-1248 b,TOI-1248,6.8084859,27.4,4.3601561,0.051,952.09,5205.0,0.8686,0.9042,Transit,2024.0,168.735
Qatar-7 b,Qatar-7,19.0553,597.5204,2.032046,0.0352,2053.0,6387.0,1.564,1.409,Transit,2019.0,705.981
HATS-22 b,HATS-22,10.682177,870.8542,4.7228124,0.05025,858.0,4803.0,0.689,0.759,Transit,2017.0,229.518
TOI-1291 b,TOI-1291,5.63826391,,7.1620097551,,1649.0,6139.95,1.8109,1.2,Transit,2026.0,428.123
TOI-1722 b,TOI-1722,4.38298108,,9.60523206943,,952.0,5999.55,1.09414,1.162,Transit,2026.0,136.419
TOI-1756 b,TOI-1756,1.94225664,,2.78301736297,,696.39,3891.86,0.562607,0.556454,Transit,2026.0,86.7159
K2-336 b,K2-336,1.22,,21.194733,,569.0,5424.0,0.8,0.86,Transit,2021.0,239.289
K2-334 b,K2-334,5.65,,5.113981,,1380.0,6502.0,1.49,1.36,Transit,2021.0,371.823
EPIC 212297394 b,EPIC 212297394,1.48,,2.289363,,1149.0,5171.0,0.8,0.83,Transit,2019.0,418.395
HAT-P-38 b,HAT-P-38,9.247,84.857,4.640382,0.0523,1082.0,5330.0,0.923,0.886,Transit,2012.0,255.206
K2-331 b,K2-331,1.79,,9.398977,,909.0,5994.0,1.06,1.1,Transit,2021.0,211.43
TOI-5232 b,TOI-5232,12.778238,743.71847238,4.0966692,0.05593,1772.0,6500.0,1.785,1.389,Transit,2024.0,609.388
K2-342 b,K2-342,2.03,,11.561052,,861.0,5920.0,1.09,1.01,Transit,2021.0,208.357
V1298 Tau e,V1298 Tau,10.17,15.3,48.677714,0.2689,527.0,4970.0,1.32,1.1,Transit,2019.0,108.199
V1298 Tau c,V1298 Tau,5.08,4.7,8.249164,0.0824,953.0,4970.0,1.32,1.1,Transit,2019.0,108.199
Kepler-1914 b,Kepler-1914,2.9429803,,30.82789993,0.1954,585.0,5982.0,0.96,1.047,Transit,2021.0,1621.56
Kepler-224 c,Kepler-224,3.12,,5.925003,0.058,758.0,5018.0,0.676,0.777,Transit,2014.0,782.088
HAT-P-64 b,HAT-P-64,19.08889413,184.34047606,4.007232,0.05387,1766.0,6457.0,1.735,1.298,Transit,2021.0,651.897
K2-348 b,K2-348,3.26,,4.688418,,908.0,5077.0,0.85,0.83,Transit,2021.0,201.856
HATS-40 b,HATS-40,17.71022,505.3497,3.2642736,0.04997,2101.0,6460.0,2.26,1.561,Transit,2018.0,1342.29
TOI-4578 b,TOI-4578,2.26974262,,8.62392630369,,842.42,5951.32,0.878735,1.077,Transit,2026.0,182.249
TOI-4898 b,TOI-4898,3.7197954,,2.76520470167,,667.0,4201.57,0.639344,0.619077,Transit,2026.0,98.5958
BD+45 564 b,BD+45 564,13.6,,307.88,0.83,,5004.0,0.813064,0.81,Radial Velocity,2021.0,53.622
Kepler-911 b,Kepler-911,2.6,,20.310501,0.15594,931.0,6112.0,1.99,1.34,Transit,2016.0,556.168
K2-353 b,K2-353,5.55,,15.466805,,735.0,5698.0,0.99,0.87,Transit,2021.0,268.515
TOI-1749 c,TOI-1749,2.12,14.0,4.4929,0.0443,673.0,3985.0,0.55,0.58,Transit,2021.0,99.5561
TOI-431 b,TOI-431,1.28,3.07,0.490047,0.0113,1862.0,4850.0,0.731,0.78,Transit,2021.0,32.5686
Kepler-795 b,Kepler-795,1.68,,29.6193421,0.1803,580.0,5631.0,0.96,0.94,Transit,2016.0,492.122
K2-340 b,K2-340,3.36,,29.740451,,606.0,5532.0,1.13,0.93,Transit,2021.0,738.136
Kepler-163 b,Kepler-163,1.05,,7.810937,0.078,906.0,5776.0,0.917,0.882,Transit,2014.0,689.814
K2-330 b,K2-330,2.77,,13.774798,,969.0,6232.0,1.5,1.23,Transit,2021.0,160.125
K2-268 c,K2-268,2.69,,9.327527,0.0819,696.0,5106.0,0.78,0.84,Transit,2018.0,327.783
Kepler-668 b,Kepler-668,2.7,,8.35390639,0.0768,790.0,5352.0,0.82,0.87,Transit,2016.0,784.618
K2-352 d,K2-352,2.23,,14.871387,,727.0,5791.0,0.95,0.98,Transit,2021.0,176.051
