year,state_code,state_name,health_topic,indicator_metric,measurement_type,numeric_value,demographic_group
2021,ND,North Dakota,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Black, non-Hispanic"
2021,RI,Rhode Island,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,422.0,Overall
2021,SD,South Dakota,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,31.2,"White, non-Hispanic"
2021,OH,Ohio,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2021,OR,Oregon,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,54.7,Overall
2021,PA,Pennsylvania,Diabetes,Diabetes among adults,Age-adjusted Prevalence,9.5,Overall
2021,ND,North Dakota,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,,"Multiracial, non-Hispanic"
2021,OH,Ohio,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,OK,Oklahoma,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,22.7,"Black, non-Hispanic"
2021,SC,South Carolina,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,OR,Oregon,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Age-adjusted Prevalence,17.7,"American Indian or Alaska Native, non-Hispanic"
2021,ND,North Dakota,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,,"Asian, non-Hispanic"
2021,OH,Ohio,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Age-adjusted Prevalence,30.6,"White, non-Hispanic"
2021,SD,South Dakota,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,26.8,"American Indian or Alaska Native, non-Hispanic"
2021,OR,Oregon,Tobacco,"Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars",Proportion,7.4,Overall
2021,PA,Pennsylvania,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,59.1,"White, non-Hispanic"
2021,OH,Ohio,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,166.0,"Asian, non-Hispanic"
2021,RI,Rhode Island,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,109.1,"Black, non-Hispanic"
2021,ND,North Dakota,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"Black, non-Hispanic"
2021,PA,Pennsylvania,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,66.3,"Black, non-Hispanic"
2021,OH,Ohio,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,243.8,"Black, non-Hispanic"
2021,ND,North Dakota,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,82.0,"White, non-Hispanic"
2021,OR,Oregon,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,108.0,Hispanic
2021,PR,Puerto Rico,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Asian, non-Hispanic"
2021,OR,Oregon,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,1.9,"White, non-Hispanic"
2021,SD,South Dakota,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,26.79,"American Indian or Alaska Native, non-Hispanic"
2021,OR,Oregon,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,12.7,Overall
2021,OR,Oregon,Cardiovascular Disease,High blood pressure among adults,Crude Prevalence,25.6,"Black, non-Hispanic"
2021,RI,Rhode Island,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,60.7,Overall
2021,OK,Oklahoma,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,ND,North Dakota,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,25.5,"American Indian or Alaska Native, non-Hispanic"
2021,ND,North Dakota,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,OK,Oklahoma,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,6964.0,"White, non-Hispanic"
2021,OK,Oklahoma,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2021,ND,North Dakota,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,87.9,Overall
2021,OH,Ohio,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,858.0,"Black, non-Hispanic"
2021,SC,South Carolina,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,RI,Rhode Island,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"Asian, non-Hispanic"
2021,OH,Ohio,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,61.6,"Multiracial, non-Hispanic"
2021,RI,Rhode Island,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,PA,Pennsylvania,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,38.6,"Asian, non-Hispanic"
2021,SC,South Carolina,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,63.6,"White, non-Hispanic"
2021,PR,Puerto Rico,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,OR,Oregon,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2021,OK,Oklahoma,Diabetes,Diabetes among adults,Crude Prevalence,12.0,"Multiracial, non-Hispanic"
2021,SD,South Dakota,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,34.6,"White, non-Hispanic"
2021,ND,North Dakota,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,15.3,"American Indian or Alaska Native, non-Hispanic"
2021,PA,Pennsylvania,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,4.4,"Black, non-Hispanic"
2021,OK,Oklahoma,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,OR,Oregon,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,19.0,Overall
2021,PA,Pennsylvania,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,ND,North Dakota,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,PR,Puerto Rico,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Age-adjusted Prevalence,,"White, non-Hispanic"
2021,ND,North Dakota,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,Hispanic
2021,ND,North Dakota,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,,Hispanic
2021,PA,Pennsylvania,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,OH,Ohio,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,18.8,"White, non-Hispanic"
2021,SC,South Carolina,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,160.0,Hispanic
2021,OR,Oregon,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,150.9,"American Indian or Alaska Native, non-Hispanic"
2021,ND,North Dakota,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Black, non-Hispanic"
2021,OK,Oklahoma,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,,"Asian, non-Hispanic"
2021,OR,Oregon,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2021,PA,Pennsylvania,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Multiracial, non-Hispanic"
2021,PR,Puerto Rico,Diabetes,Diabetes among adults,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2021,OH,Ohio,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,19.9,"White, non-Hispanic"
2021,PR,Puerto Rico,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,1.0,Hispanic
2021,ND,North Dakota,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Multiracial, non-Hispanic"
2021,OR,Oregon,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,226.6,"Hawaiian or Pacific Islander, non-Hispanic"
2021,ND,North Dakota,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Multiracial, non-Hispanic"
2021,RI,Rhode Island,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,215.3,Overall
