year,state_code,state_name,health_topic,indicator_metric,measurement_type,numeric_value,demographic_group
2019,NM,New Mexico,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,70.6,"Asian, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,16.3,Hispanic
2019,NY,New York,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,51.0,"American Indian or Alaska Native, non-Hispanic"
2019,OK,Oklahoma,Tobacco,Current cigarette smoking among adults,Crude Prevalence,14.5,Hispanic
2019,OH,Ohio,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,249.5,Overall
2019,ND,North Dakota,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,,Hispanic
2019,NM,New Mexico,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,88.9,Hispanic
2019,NY,New York,Tobacco,Current cigarette smoking among adults,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"Multiracial, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,,"Asian, non-Hispanic"
2019,NC,North Carolina,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,99.0,"American Indian or Alaska Native, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,61.4,Overall
2019,NC,North Carolina,Diabetes,Diabetes among adults,Crude Prevalence,11.8,Overall
2019,NM,New Mexico,Diabetes,Diabetes among adults,Crude Prevalence,,"Asian, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,,Hispanic
2019,NM,New Mexico,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2019,NV,Nevada,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,64.9,Hispanic
2019,ND,North Dakota,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,36.0,"Multiracial, non-Hispanic"
2019,NY,New York,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,15.6,"Black, non-Hispanic"
2019,NC,North Carolina,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,,"Asian, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,28.1,"Black, non-Hispanic"
2019,NC,North Carolina,Tobacco,Current cigarette smoking among adults,Crude Prevalence,18.9,"White, non-Hispanic"
2019,OK,Oklahoma,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,Hispanic
2019,OH,Ohio,Diabetes,Diabetes among adults,Crude Prevalence,11.2,"Multiracial, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,276.9,"White, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,,"Multiracial, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,34.7,Hispanic
2019,NC,North Carolina,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,80.2,Overall
2019,ND,North Dakota,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,,Hispanic
2019,NM,New Mexico,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,108.2,Overall
2019,NJ,New Jersey,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,539.0,"Asian, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,23.92,"Asian or Pacific Islander, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,58.7,Overall
2019,OK,Oklahoma,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,19.2,"White, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,29.8,"Asian, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,229.0,"White, non-Hispanic"
2019,NC,North Carolina,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,59.0,"Black, non-Hispanic"
2019,NM,New Mexico,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,41.0,Hispanic
2019,OH,Ohio,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NM,New Mexico,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2019,OK,Oklahoma,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,10.4,"Asian, non-Hispanic"
2019,NH,New Hampshire,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,,"Black, non-Hispanic"
2019,NY,New York,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OH,Ohio,Diabetes,Diabetes among adults,Age-adjusted Prevalence,21.4,"American Indian or Alaska Native, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,52.4,"Black, non-Hispanic"
2019,NC,North Carolina,Diabetes,Diabetes among adults,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2019,OH,Ohio,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,9.1,"Asian, non-Hispanic"
2019,ND,North Dakota,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,,Hispanic
2019,NJ,New Jersey,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,4.1,"White, non-Hispanic"
2019,NH,New Hampshire,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,,"Black, non-Hispanic"
2019,NC,North Carolina,Diabetes,Diabetes among adults,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,70.2,"American Indian or Alaska Native, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,59.9,Hispanic
2019,NJ,New Jersey,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,210.7,Overall
2019,OK,Oklahoma,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,21.2,"White, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,28.5,Overall
2019,OK,Oklahoma,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,70.0,"White, non-Hispanic"
2019,NV,Nevada,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,,"Black, non-Hispanic"
2019,NH,New Hampshire,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,52.3,"White, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,112.5,"American Indian or Alaska Native, non-Hispanic"
2019,NH,New Hampshire,Tobacco,Current cigarette smoking among adults,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,High blood pressure among adults,Crude Prevalence,28.1,"Multiracial, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,40.8,"Asian, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,81.0,"Black, non-Hispanic"
2019,NM,New Mexico,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,2.4,Hispanic
2019,NY,New York,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,14.0,"Multiracial, non-Hispanic"
2019,NH,New Hampshire,Diabetes,Diabetes among adults,Crude Prevalence,9.3,"White, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,49.8,"Multiracial, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,40.0,Overall
2019,NJ,New Jersey,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2019,NC,North Carolina,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,"Asian, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,67.1,"Black, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,,"Asian, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,29.98,Overall
2019,NC,North Carolina,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,50.9,"Asian, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,31.1,"Black, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,,"Black, non-Hispanic"
2019,OK,Oklahoma,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,35.6,"American Indian or Alaska Native, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,69.6,"Black, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,,"Multiracial, non-Hispanic"
2019,OH,Ohio,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NJ,New Jersey,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,24.0,"Asian, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2019,NJ,New Jersey,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,45.6,"White, non-Hispanic"
2019,ND,North Dakota,Tobacco,Current cigarette smoking among adults,Crude Prevalence,27.4,"Multiracial, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,163.0,"Asian or Pacific Islander, non-Hispanic"
2019,NH,New Hampshire,Diabetes,Diabetes among adults,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,NV,Nevada,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,14.8,"Asian, non-Hispanic"
2019,OK,Oklahoma,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,87.8,"Asian, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,,"American Indian or Alaska Native, non-Hispanic"
2019,OH,Ohio,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,3.4,"Multiracial, non-Hispanic"
2019,NV,Nevada,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Black, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,3824.0,"White, non-Hispanic"
2019,NC,North Carolina,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Multiracial, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OK,Oklahoma,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,67.0,"Multiracial, non-Hispanic"
2019,NM,New Mexico,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Asian, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,82.6,Overall
2019,ND,North Dakota,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,,Hispanic
2019,OK,Oklahoma,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,9025.0,"White, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,32727.0,"White, non-Hispanic"
2019,OH,Ohio,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"American Indian or Alaska Native, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Crude Rate,29.23,"American Indian or Alaska Native, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,48.0,"American Indian or Alaska Native, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,32.2,"Black, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,33.2,"Black, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,239.0,Hispanic
2019,NY,New York,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,74.6,"Asian, non-Hispanic"
2019,NC,North Carolina,Diabetes,Diabetes among adults,Age-adjusted Prevalence,9.2,"White, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,192.0,"Black, non-Hispanic"
2019,OH,Ohio,Diabetes,Diabetes among adults,Age-adjusted Prevalence,9.9,"White, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,28.4,"Black, non-Hispanic"
2019,NH,New Hampshire,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,,"White, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,25.9,"American Indian or Alaska Native, non-Hispanic"
2019,NY,New York,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,20.9,Hispanic
2019,NM,New Mexico,Diabetes,Diabetes among adults,Crude Prevalence,,"Black, non-Hispanic"
2019,NY,New York,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,56.9,Overall
2019,NH,New Hampshire,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,Hispanic
2019,OK,Oklahoma,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Age-adjusted Prevalence,28.9,"American Indian or Alaska Native, non-Hispanic"
2019,NC,North Carolina,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,9.6,"White, non-Hispanic"
2019,NM,New Mexico,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Black, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,,"American Indian or Alaska Native, non-Hispanic"
2019,NM,New Mexico,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,647.0,Hispanic
2019,NH,New Hampshire,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NV,Nevada,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,13.9,"Black, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NH,New Hampshire,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,8053.0,"White, non-Hispanic"
2019,NC,North Carolina,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,57.1,Overall
2019,NH,New Hampshire,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OH,Ohio,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,,"Asian, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,201.3,"American Indian or Alaska Native, non-Hispanic"
2019,OH,Ohio,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Multiracial, non-Hispanic"
2019,NM,New Mexico,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,17.49,Overall
2019,NM,New Mexico,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,18.0,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Crude Rate,,"American Indian or Alaska Native, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,146.8,"Black, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Number,7565.0,"Black, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,32.8,"White, non-Hispanic"
2019,ND,North Dakota,Diabetes,Diabetes among adults,Crude Prevalence,8.9,Overall
2019,OH,Ohio,Tobacco,"Proportion of the population protected by a comprehensive smoke-free policy prohibiting smoking in all indoor areas of workplaces and public places, including restaurants and bars",Proportion,14.5,Overall
2019,OH,Ohio,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,77.4,"White, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Crude Rate,,"Multiracial, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,38.2,"Black, non-Hispanic"
2019,OK,Oklahoma,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,38.3,"Multiracial, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,,"White, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,,"Black, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Age-adjusted Rate,78.8,"White, non-Hispanic"
2019,OH,Ohio,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,36.0,"Asian, non-Hispanic"
2019,NC,North Carolina,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Crude Rate,19.5,"Asian, non-Hispanic"
2019,NM,New Mexico,Diabetes,Gestational diabetes among women with a recent live birth,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,20.0,"Multiracial, non-Hispanic"
2019,ND,North Dakota,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,Hispanic
2019,ND,North Dakota,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,Taking medicine for high cholesterol among adults,Crude Prevalence,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,OK,Oklahoma,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",Number,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NC,North Carolina,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,68.1,Overall
2019,NC,North Carolina,Cardiovascular Disease,High blood pressure among adults,Age-adjusted Prevalence,51.8,Overall
2019,NJ,New Jersey,Tobacco,Current cigarette smoking among adults,Age-adjusted Prevalence,,"Multiracial, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,34.99,"American Indian or Alaska Native, non-Hispanic"
2019,ND,North Dakota,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",Age-adjusted Rate,70.9,Overall
2019,NH,New Hampshire,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older",Age-adjusted Rate,,"American Indian or Alaska Native, non-Hispanic"
2019,NY,New York,Diabetes,Diabetes among adults,Crude Prevalence,10.2,"Asian, non-Hispanic"
2019,NH,New Hampshire,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Hawaiian or Pacific Islander, non-Hispanic"
2019,NY,New York,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,,"Multiracial, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,3349.0,"Black, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,High cholesterol among adults who have been screened,Crude Prevalence,45.8,"American Indian or Alaska Native, non-Hispanic"
2019,NY,New York,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Age-adjusted Rate,166.6,Overall
2019,NY,New York,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,57.6,"White, non-Hispanic"
2019,OK,Oklahoma,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Age-adjusted Rate,,"Black, non-Hispanic"
2019,ND,North Dakota,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",Number,1337.0,"White, non-Hispanic"
2019,ND,North Dakota,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,39.8,"American Indian or Alaska Native, non-Hispanic"
2019,NC,North Carolina,Tobacco,Current smokeless tobacco use among high school students,Crude Prevalence,,Overall
2019,OK,Oklahoma,Cardiovascular Disease,High cholesterol among adults who have been screened,Age-adjusted Prevalence,29.2,"American Indian or Alaska Native, non-Hispanic"
2019,NH,New Hampshire,Cardiovascular Disease,High blood pressure among adults,Crude Prevalence,,"Multiracial, non-Hispanic"
2019,OK,Oklahoma,Diabetes,Diabetes among adults,Crude Prevalence,12.2,Overall
2019,NM,New Mexico,Tobacco,Current electronic vapor product use among high school students,Crude Prevalence,30.6,"Black, non-Hispanic"
2019,NY,New York,Diabetes,Diabetes among adults,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,OH,Ohio,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Crude Rate,60.8,"White, non-Hispanic"
2019,NM,New Mexico,Tobacco,Quit attempts in the past year among adult current smokers,Age-adjusted Prevalence,55.5,"White, non-Hispanic"
2019,OH,Ohio,Tobacco,Current tobacco use of any tobacco product among high school students,Crude Prevalence,33.8,"Multiracial, non-Hispanic"
2019,ND,North Dakota,Tobacco,Quit attempts in the past year among adult current smokers,Crude Prevalence,,"Black, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Age-adjusted Prevalence,51.3,"White, non-Hispanic"
2019,NJ,New Jersey,Cardiovascular Disease,High blood pressure among adults,Crude Prevalence,,"American Indian or Alaska Native, non-Hispanic"
2019,NC,North Carolina,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Crude Rate,,"Asian, non-Hispanic"
2019,NC,North Carolina,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,Crude Prevalence,56.7,Hispanic
