date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2019-5,UA,United Air Lines Inc.,PWM,"Portland, ME: Portland International Jetport",27.0,19.0,5.36,0.44,2.21,0.0,10.99,0.0,0.0,1457.0,320.0,28.0,89.0,0.0,1020.0
2019-5,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",451.0,127.0,30.55,8.64,26.7,0.0,61.11,5.0,0.0,11317.0,2265.0,1278.0,1291.0,0.0,6483.0
2019-5,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",31.0,6.0,1.45,0.0,0.2,0.0,4.35,0.0,1.0,1042.0,643.0,0.0,19.0,0.0,380.0
2019-5,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",124.0,25.0,4.28,1.96,3.27,0.0,15.48,0.0,0.0,3488.0,421.0,388.0,186.0,0.0,2493.0
2019-5,UA,United Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",119.0,33.0,6.13,2.08,13.28,0.0,11.51,0.0,0.0,2130.0,379.0,196.0,468.0,0.0,1087.0
2019-5,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",290.0,77.0,17.33,3.9,17.07,0.0,38.7,2.0,0.0,6864.0,1441.0,784.0,936.0,0.0,3703.0
2019-5,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",815.0,183.0,51.25,5.28,61.31,0.0,65.16,4.0,11.0,11307.0,3447.0,481.0,2768.0,0.0,4611.0
2019-5,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",435.0,91.0,18.02,11.99,16.35,0.0,44.65,6.0,2.0,10672.0,1503.0,2766.0,1257.0,0.0,5146.0
2019-5,UA,United Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",31.0,6.0,1.59,0.0,0.51,0.0,3.9,0.0,0.0,337.0,87.0,0.0,26.0,0.0,224.0
2019-5,UA,United Air Lines Inc.,SBA,"Santa Barbara, CA: Santa Barbara Municipal",31.0,6.0,1.65,1.29,1.8,0.0,1.26,0.0,0.0,496.0,200.0,124.0,51.0,0.0,121.0
2019-5,UA,United Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",33.0,10.0,0.59,0.99,1.52,0.0,6.9,0.0,0.0,592.0,19.0,96.0,53.0,0.0,424.0
2019-5,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",825.0,196.0,52.5,8.41,71.62,0.0,63.46,4.0,0.0,13255.0,3168.0,1442.0,2768.0,0.0,5877.0
2019-5,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4845.0,1245.0,198.26,39.79,657.58,0.0,349.36,18.0,5.0,105511.0,20451.0,5991.0,41217.0,0.0,37852.0
2019-5,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",203.0,46.0,6.46,1.55,15.21,0.0,22.78,2.0,0.0,2947.0,556.0,194.0,532.0,0.0,1665.0
2019-5,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",111.0,16.0,5.58,0.46,5.86,0.0,4.1,0.0,0.0,608.0,229.0,12.0,162.0,0.0,205.0
2019-5,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",75.0,25.0,4.86,1.02,6.51,0.0,12.61,0.0,0.0,2119.0,289.0,169.0,432.0,0.0,1229.0
2019-5,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",309.0,75.0,18.12,3.06,22.95,0.0,30.87,4.0,0.0,5448.0,817.0,229.0,951.0,0.0,3451.0
2019-5,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",560.0,134.0,37.36,9.08,48.16,0.0,39.4,2.0,3.0,9036.0,2133.0,1848.0,1838.0,0.0,3217.0
2019-5,UA,United Air Lines Inc.,SPN,"Saipan, TT: Francisco C. Ada Saipan International",40.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,92.0,0.0,0.0,0.0,0.0
2019-5,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",58.0,10.0,1.52,0.0,0.69,0.0,7.79,0.0,0.0,631.0,95.0,0.0,25.0,0.0,511.0
2019-5,UA,United Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",22.0,5.0,1.82,0.91,1.27,0.0,1.0,0.0,0.0,426.0,92.0,172.0,51.0,0.0,111.0
2019-5,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-5,UA,United Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",30.0,10.0,2.46,0.01,1.06,0.0,6.48,0.0,0.0,975.0,124.0,1.0,71.0,0.0,779.0
2019-5,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",641.0,146.0,33.75,12.08,36.12,0.0,64.05,5.0,2.0,10717.0,1617.0,1556.0,1845.0,0.0,5699.0
2019-5,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",53.0,16.0,1.85,3.79,3.64,0.0,6.72,2.0,1.0,2354.0,74.0,1520.0,172.0,0.0,588.0
2019-5,UA,United Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",62.0,16.0,3.13,0.0,5.57,0.0,7.3,0.0,0.0,638.0,215.0,0.0,147.0,0.0,276.0
2019-5,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",923.0,220.0,80.41,4.92,39.32,1.85,93.51,15.0,0.0,12209.0,4472.0,486.0,1450.0,85.0,5716.0
2019-5,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",339.0,79.0,34.16,6.71,9.59,0.0,28.54,0.0,1.0,3959.0,1434.0,701.0,510.0,0.0,1314.0
2019-5,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",144.0,40.0,15.56,1.52,8.45,0.0,14.46,4.0,4.0,1967.0,724.0,51.0,290.0,0.0,902.0
2019-5,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3533.0,631.0,207.44,27.88,116.67,1.92,277.09,112.0,3.0,36550.0,11716.0,2945.0,4745.0,85.0,17059.0
2019-5,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",2101.0,460.0,158.35,8.09,83.09,0.99,209.48,65.0,12.0,27880.0,8278.0,726.0,4856.0,48.0,13972.0
2019-5,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",620.0,133.0,53.91,6.71,16.05,0.0,56.33,14.0,0.0,8385.0,3046.0,469.0,726.0,0.0,4144.0
2019-5,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",352.0,82.0,34.35,2.6,12.99,0.0,32.06,9.0,1.0,4471.0,1894.0,206.0,545.0,0.0,1826.0
2019-5,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",3525.0,605.0,218.45,12.69,77.65,0.0,296.21,80.0,1.0,34760.0,11841.0,940.0,3468.0,0.0,18511.0
2019-5,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",356.0,97.0,28.92,1.18,5.51,0.0,61.4,0.0,0.0,4443.0,1226.0,116.0,242.0,0.0,2859.0
2019-5,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",972.0,239.0,82.29,10.91,60.71,1.0,84.09,23.0,1.0,15627.0,5019.0,901.0,3673.0,15.0,6019.0
2019-5,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",523.0,122.0,63.16,7.2,8.96,1.0,41.69,3.0,1.0,7454.0,4420.0,504.0,352.0,21.0,2157.0
2019-5,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1711.0,319.0,117.71,2.86,28.34,0.47,169.62,98.0,2.0,16808.0,6365.0,385.0,1053.0,16.0,8989.0
2019-5,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",6133.0,1007.0,315.22,29.65,182.1,4.11,475.92,265.0,34.0,59646.0,16605.0,2415.0,9390.0,172.0,31064.0
2019-5,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",269.0,59.0,20.26,1.78,12.39,0.73,23.85,8.0,1.0,2660.0,739.0,50.0,424.0,64.0,1383.0
2019-5,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",587.0,103.0,42.18,1.27,7.84,0.0,51.72,11.0,0.0,4976.0,1750.0,43.0,265.0,0.0,2918.0
2019-5,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",291.0,49.0,22.81,1.69,5.39,1.0,18.12,4.0,0.0,2762.0,1047.0,110.0,460.0,107.0,1038.0
2019-5,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",1030.0,196.0,81.06,2.6,14.53,1.0,96.81,15.0,2.0,11561.0,3695.0,316.0,593.0,27.0,6930.0
2019-5,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",114.0,28.0,5.92,1.02,3.22,0.0,17.84,4.0,0.0,2099.0,294.0,134.0,142.0,0.0,1529.0
2019-5,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",270.0,57.0,19.57,5.09,6.97,0.0,25.37,10.0,0.0,2998.0,835.0,198.0,238.0,0.0,1727.0
2019-5,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",5760.0,1302.0,348.04,19.78,403.77,2.21,528.2,415.0,64.0,76188.0,17307.0,2280.0,22872.0,81.0,33648.0
2019-5,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",1383.0,277.0,95.31,6.43,53.82,1.24,120.2,44.0,12.0,18201.0,5613.0,717.0,2993.0,100.0,8778.0
2019-5,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5916.0,1304.0,388.95,26.37,350.95,1.36,536.38,182.0,20.0,68671.0,20137.0,2650.0,15291.0,42.0,30551.0
2019-5,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",89.0,16.0,6.01,0.0,1.35,0.0,8.64,0.0,0.0,873.0,397.0,0.0,36.0,0.0,440.0
2019-5,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",556.0,108.0,47.89,1.05,12.69,0.29,46.08,8.0,0.0,6350.0,2723.0,42.0,658.0,45.0,2882.0
2019-5,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",239.0,35.0,17.96,2.19,5.67,0.0,9.18,4.0,0.0,1883.0,793.0,199.0,260.0,0.0,631.0
2019-5,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",625.0,147.0,50.08,2.11,13.7,0.08,81.03,12.0,1.0,8224.0,2596.0,195.0,761.0,9.0,4663.0
2019-5,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",483.0,207.0,51.65,8.98,99.92,0.0,46.45,25.0,7.0,15164.0,3953.0,824.0,6563.0,0.0,3824.0
2019-5,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2046.0,350.0,142.47,9.3,56.52,0.94,140.77,38.0,2.0,19775.0,8002.0,633.0,1935.0,34.0,9171.0
2019-5,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",321.0,71.0,30.65,1.0,2.26,0.0,37.09,1.0,0.0,3894.0,1460.0,27.0,104.0,0.0,2303.0
2019-5,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",145.0,37.0,13.03,1.17,4.38,0.0,18.41,4.0,0.0,1946.0,415.0,75.0,170.0,0.0,1286.0
2019-5,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",87.0,10.0,2.72,0.0,0.0,0.0,7.28,1.0,1.0,410.0,67.0,0.0,0.0,0.0,343.0
2019-5,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",293.0,54.0,23.6,0.0,7.37,0.0,23.03,1.0,0.0,3822.0,1883.0,0.0,487.0,0.0,1452.0
2019-5,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",4723.0,1012.0,281.12,19.85,308.1,1.77,401.15,330.0,28.0,55095.0,15294.0,1682.0,13521.0,61.0,24537.0
2019-5,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",169.0,45.0,11.25,0.47,6.71,0.0,26.56,5.0,0.0,2846.0,651.0,47.0,362.0,0.0,1786.0
2019-5,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",175.0,55.0,19.11,0.5,6.87,0.0,28.52,2.0,0.0,3382.0,1325.0,18.0,196.0,0.0,1843.0
2019-5,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",120.0,28.0,9.34,0.68,5.56,0.0,12.42,0.0,1.0,1532.0,540.0,85.0,258.0,0.0,649.0
2019-5,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",1046.0,242.0,103.42,2.27,29.66,0.62,106.02,32.0,4.0,13843.0,5872.0,160.0,1129.0,38.0,6644.0
2019-5,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",311.0,96.0,40.01,0.2,11.83,0.0,43.95,5.0,0.0,6232.0,2421.0,22.0,542.0,0.0,3247.0
2019-5,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",498.0,90.0,33.38,2.49,13.57,1.0,39.57,3.0,0.0,4963.0,1751.0,174.0,605.0,23.0,2410.0
2019-5,WN,Southwest Airlines Co.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",80.0,16.0,7.18,0.0,1.22,0.0,7.6,1.0,0.0,1157.0,287.0,0.0,39.0,0.0,831.0
2019-5,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6330.0,1145.0,312.45,18.73,251.23,4.01,558.57,175.0,5.0,59054.0,16170.0,1158.0,9909.0,194.0,31623.0
2019-5,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3526.0,778.0,302.21,9.38,127.58,2.61,336.22,146.0,1.0,43679.0,17136.0,674.0,4664.0,232.0,20973.0
2019-5,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",238.0,60.0,21.1,1.71,8.38,0.0,28.81,10.0,1.0,4030.0,1074.0,320.0,568.0,0.0,2068.0
2019-5,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",1049.0,302.0,84.89,5.41,118.62,0.89,92.19,50.0,11.0,17996.0,4737.0,691.0,6448.0,25.0,6095.0
2019-5,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",465.0,64.0,27.61,0.0,1.23,0.0,35.16,18.0,0.0,3600.0,1760.0,0.0,47.0,0.0,1793.0
2019-5,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",211.0,62.0,22.22,0.0,10.63,0.49,28.66,2.0,1.0,3417.0,1407.0,0.0,361.0,26.0,1623.0
2019-5,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",281.0,57.0,20.28,0.98,12.03,0.0,23.71,17.0,1.0,3204.0,914.0,78.0,558.0,0.0,1654.0
2019-5,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",2087.0,411.0,144.41,5.63,55.51,0.69,204.75,74.0,12.0,24006.0,8053.0,519.0,2004.0,27.0,13403.0
2019-5,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3486.0,628.0,210.17,17.58,113.62,0.0,286.63,89.0,19.0,44370.0,15955.0,2166.0,6410.0,0.0,19839.0
2019-5,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6913.0,1221.0,368.73,22.29,258.62,4.99,566.36,318.0,42.0,69557.0,19721.0,1497.0,11231.0,158.0,36950.0
2019-5,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",359.0,76.0,25.85,4.05,11.87,0.47,33.76,6.0,1.0,4729.0,1612.0,426.0,549.0,23.0,2119.0
2019-5,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",381.0,96.0,39.68,3.18,4.32,0.0,48.82,5.0,0.0,5910.0,2084.0,192.0,218.0,0.0,3416.0
2019-5,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",1007.0,201.0,70.53,3.07,20.61,0.0,106.79,19.0,1.0,14616.0,5324.0,264.0,1118.0,0.0,7910.0
2019-5,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",718.0,142.0,62.27,1.34,15.61,0.0,62.78,28.0,1.0,8741.0,3995.0,76.0,613.0,0.0,4057.0
2019-5,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1940.0,422.0,145.02,14.84,92.56,0.0,169.59,91.0,8.0,23285.0,7431.0,1308.0,3677.0,0.0,10869.0
2019-5,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",3569.0,702.0,227.49,8.25,111.1,0.0,355.16,126.0,2.0,36254.0,13224.0,968.0,3950.0,0.0,18112.0
2019-5,WN,Southwest Airlines Co.,OGG,"Kahului, HI: Kahului Airport",192.0,42.0,20.3,0.0,4.39,0.11,17.2,0.0,0.0,1868.0,744.0,0.0,143.0,3.0,978.0
2019-5,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",576.0,158.0,57.08,4.92,25.37,0.96,69.67,7.0,2.0,8646.0,2724.0,471.0,1212.0,45.0,4194.0
2019-5,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",613.0,148.0,51.84,1.71,22.58,0.0,71.87,7.0,1.0,8311.0,2644.0,215.0,1130.0,0.0,4322.0
2019-5,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",1008.0,216.0,90.04,1.13,10.97,0.0,113.86,26.0,0.0,11036.0,3963.0,164.0,454.0,0.0,6455.0
2019-5,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",216.0,59.0,22.29,2.51,7.21,0.0,26.99,1.0,1.0,2588.0,784.0,147.0,337.0,0.0,1320.0
2019-5,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",191.0,32.0,16.49,1.8,4.77,0.0,8.94,0.0,2.0,2105.0,1081.0,107.0,226.0,0.0,691.0
2019-5,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",1112.0,239.0,79.62,1.49,16.69,1.22,139.99,9.0,0.0,11259.0,3605.0,397.0,501.0,31.0,6725.0
2019-5,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",790.0,207.0,75.63,4.46,50.84,1.0,75.06,24.0,5.0,12811.0,4858.0,332.0,2620.0,157.0,4844.0
2019-5,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5288.0,1132.0,391.8,15.93,151.43,1.84,571.01,203.0,2.0,55551.0,17227.0,1099.0,5347.0,55.0,31823.0
2019-5,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",891.0,193.0,86.2,7.13,15.33,1.0,83.34,20.0,1.0,11508.0,5648.0,342.0,706.0,20.0,4792.0
2019-5,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",131.0,24.0,13.59,1.0,3.93,0.0,5.48,1.0,0.0,891.0,525.0,39.0,126.0,0.0,201.0
2019-5,WN,Southwest Airlines Co.,PVD,"Providence, RI: Theodore Francis Green State",523.0,116.0,42.9,3.93,9.44,0.0,59.73,4.0,1.0,8688.0,3029.0,547.0,466.0,0.0,4646.0
2019-5,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",92.0,13.0,7.33,0.39,1.0,0.0,4.28,3.0,0.0,578.0,284.0,16.0,46.0,0.0,232.0
2019-5,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",955.0,191.0,85.46,8.78,17.56,1.0,78.2,24.0,1.0,10860.0,4719.0,790.0,804.0,153.0,4394.0
2019-5,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",89.0,17.0,5.78,0.0,2.06,0.0,9.17,0.0,0.0,694.0,253.0,0.0,55.0,0.0,386.0
2019-5,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",729.0,119.0,46.81,1.07,12.96,0.0,58.15,12.0,0.0,6037.0,2526.0,114.0,572.0,0.0,2825.0
2019-5,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Greater Rochester International",150.0,33.0,15.34,0.0,4.97,0.0,12.7,1.0,0.0,1737.0,835.0,0.0,259.0,0.0,643.0
2019-5,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",543.0,86.0,39.03,2.22,7.14,0.0,37.61,3.0,0.0,5342.0,1989.0,221.0,245.0,0.0,2887.0
2019-5,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",3460.0,668.0,235.14,9.29,104.21,3.15,316.2,182.0,8.0,30801.0,11498.0,805.0,3466.0,76.0,14956.0
2019-5,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1424.0,303.0,107.22,8.54,46.63,0.0,140.61,36.0,2.0,16706.0,5597.0,817.0,2248.0,0.0,8044.0
2019-5,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",446.0,96.0,44.39,3.86,13.11,0.0,34.64,11.0,1.0,5722.0,2738.0,390.0,507.0,0.0,2087.0
2019-5,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",932.0,234.0,89.81,0.11,37.74,0.0,106.34,5.0,0.0,11493.0,4829.0,15.0,1404.0,0.0,5245.0
2019-5,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1194.0,400.0,92.25,7.45,147.47,1.0,151.84,59.0,0.0,27392.0,6544.0,696.0,9640.0,28.0,10484.0
2019-5,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",3061.0,588.0,192.96,4.03,70.49,0.75,319.77,166.0,0.0,29069.0,9732.0,198.0,2451.0,18.0,16670.0
2019-5,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",302.0,71.0,34.12,1.87,6.82,2.0,26.19,3.0,1.0,4942.0,1921.0,167.0,336.0,85.0,2433.0
2019-5,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",899.0,224.0,80.79,4.6,23.6,0.78,114.22,9.0,3.0,12081.0,3652.0,473.0,839.0,18.0,7099.0
2019-5,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2539.0,530.0,161.07,6.92,65.71,0.36,295.94,87.0,1.0,27281.0,8315.0,912.0,2377.0,22.0,15655.0
2019-5,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",1338.0,247.0,93.2,0.61,22.83,2.42,127.95,29.0,1.0,10327.0,4506.0,37.0,734.0,44.0,5006.0
2019-5,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",3512.0,619.0,198.09,18.26,97.84,1.63,303.18,99.0,15.0,35622.0,10959.0,1508.0,4670.0,69.0,18416.0
2019-5,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",2489.0,390.0,131.16,10.77,58.29,0.0,189.79,68.0,10.0,25796.0,7941.0,1024.0,3436.0,0.0,13395.0
2019-5,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",384.0,101.0,39.27,1.67,11.74,0.0,48.31,12.0,0.0,5174.0,2046.0,171.0,480.0,0.0,2477.0
2019-5,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",362.0,82.0,24.09,0.0,10.46,0.0,47.46,2.0,1.0,4415.0,1458.0,0.0,351.0,0.0,2606.0
2019-5,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",205.0,34.0,15.4,1.64,8.87,0.0,8.09,10.0,1.0,1724.0,803.0,239.0,210.0,0.0,472.0
2019-5,YV,Mesa Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",148.0,43.0,11.55,3.07,8.94,0.91,18.53,16.0,0.0,3194.0,527.0,406.0,464.0,51.0,1746.0
2019-5,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",178.0,46.0,20.0,3.0,8.0,0.0,15.0,6.0,0.0,3401.0,1432.0,470.0,322.0,0.0,1177.0
2019-5,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",83.0,19.0,10.0,2.0,3.0,0.0,4.0,6.0,0.0,3334.0,1842.0,999.0,74.0,0.0,419.0
2019-5,YV,Mesa Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",29.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,414.0,53.0,319.0,42.0,0.0,0.0
2019-5,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",72.0,19.0,12.0,1.0,1.0,0.0,5.0,2.0,0.0,1985.0,1068.0,134.0,66.0,0.0,717.0
2019-5,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",61.0,18.0,4.52,0.88,10.38,0.0,2.22,3.0,0.0,627.0,158.0,78.0,263.0,0.0,128.0
2019-5,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",231.0,58.0,22.69,3.99,13.15,0.0,18.17,21.0,4.0,4506.0,1303.0,741.0,619.0,0.0,1843.0
2019-5,YV,Mesa Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",57.0,15.0,3.7,1.91,2.36,0.0,7.04,2.0,0.0,1414.0,163.0,343.0,161.0,0.0,747.0
2019-5,YV,Mesa Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",61.0,11.0,5.07,2.71,0.71,0.0,2.51,4.0,1.0,1290.0,341.0,497.0,26.0,0.0,426.0
2019-5,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",61.0,16.0,5.0,1.0,2.0,0.0,8.0,3.0,0.0,964.0,166.0,182.0,81.0,0.0,535.0
2019-5,YV,Mesa Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",31.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,327.0,191.0,115.0,21.0,0.0,0.0
2019-5,YV,Mesa Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",94.0,21.0,4.93,2.06,4.38,0.0,9.62,8.0,0.0,1601.0,229.0,315.0,190.0,0.0,867.0
2019-5,YV,Mesa Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0
2019-5,YV,Mesa Airlines Inc.,BTV,"Burlington, VT: Burlington International",32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0
